SYMBOL	gene_symbol	human_protein	viral_protein
CCT4	orf10	CCT4	orf10
CCT4	nsp3	CCT4	nsp3
CCT4	nsp8	CCT4	nsp8
CCT4	nsp12	CCT4	nsp12
CCT4	nsp13	CCT4	nsp13
RPSA	orf10	RPSA	orf10
RPSA	nsp1	RPSA	nsp1
RPSA	nsp2	RPSA	nsp2
RPSA	nsp15	RPSA	nsp15
CCT5	orf10	CCT5	orf10
CCT5	nsp3	CCT5	nsp3
CCT5	nsp8	CCT5	nsp8
CCT5	nsp10	CCT5	nsp10
CCT5	nsp13	CCT5	nsp13
CCT5	nsp14	CCT5	nsp14
CCT5	orf14	CCT5	orf14
RCN2	orf10	RCN2	orf10
RCN2	orf3a	RCN2	orf3a
RCN2	M	RCN2	M
RCN2	orf14	RCN2	orf14
RCN2	orf7b	RCN2	orf7b
SLC25A3	orf10	SLC25A3	orf10
SLC25A3	orf3a	SLC25A3	orf3a
SLC25A3	E	SLC25A3	E
SLC25A3	M	SLC25A3	M
SLC25A3	orf7a	SLC25A3	orf7a
SLC25A3	orf8	SLC25A3	orf8
SLC25A3	nsp7	SLC25A3	nsp7
SLC25A3	nsp10	SLC25A3	nsp10
SLC25A3	orf7b	SLC25A3	orf7b
YTHDF2	orf10	YTHDF2	orf10
YTHDF2	M	YTHDF2	M
GEMIN4	orf10	GEMIN4	orf10
GEMIN4	M	GEMIN4	M
GEMIN4	orf7a	GEMIN4	orf7a
GEMIN4	orf8	GEMIN4	orf8
COPB1	orf10	COPB1	orf10
COPB1	M	COPB1	M
COPB1	orf7a	COPB1	orf7a
COPB1	orf8	COPB1	orf8
COPB1	orf14	COPB1	orf14
COPB1	orf7b	COPB1	orf7b
COPA	orf10	COPA	orf10
COPA	orf3a	COPA	orf3a
COPA	M	COPA	M
COPA	orf7a	COPA	orf7a
COPA	orf8	COPA	orf8
COPA	nsp3	COPA	nsp3
COPA	nsp8	COPA	nsp8
COPA	orf14	COPA	orf14
COPA	orf7b	COPA	orf7b
SEC16A	orf10	SEC16A	orf10
SEC16A	M	SEC16A	M
SEC16A	orf7a	SEC16A	orf7a
SEC16A	orf8	SEC16A	orf8
XPOT	orf10	XPOT	orf10
XPOT	orf3a	XPOT	orf3a
XPOT	M	XPOT	M
XPOT	orf7a	XPOT	orf7a
XPOT	orf8	XPOT	orf8
XPOT	nsp7	XPOT	nsp7
XPOT	orf14	XPOT	orf14
XPOT	orf7b	XPOT	orf7b
IMPDH2	orf10	IMPDH2	orf10
IMPDH2	nsp10	IMPDH2	nsp10
IMPDH2	nsp14	IMPDH2	nsp14
ATP1A1	orf10	ATP1A1	orf10
ATP1A1	orf3a	ATP1A1	orf3a
ATP1A1	E	ATP1A1	E
ATP1A1	M	ATP1A1	M
ATP1A1	orf6	ATP1A1	orf6
ATP1A1	orf7a	ATP1A1	orf7a
ATP1A1	orf8	ATP1A1	orf8
ATP1A1	nsp2	ATP1A1	nsp2
ATP1A1	nsp3	ATP1A1	nsp3
ATP1A1	nsp4	ATP1A1	nsp4
ATP1A1	nsp7	ATP1A1	nsp7
ATP1A1	nsp8	ATP1A1	nsp8
ATP1A1	nsp10	ATP1A1	nsp10
ATP1A1	nsp14	ATP1A1	nsp14
ATP1A1	orf14	ATP1A1	orf14
ATP1A1	orf7b	ATP1A1	orf7b
COPG2	orf10	COPG2	orf10
COPG2	M	COPG2	M
COPG2	orf7a	COPG2	orf7a
COPG2	orf8	COPG2	orf8
COPG2	nsp6	COPG2	nsp6
COPG2	orf14	COPG2	orf14
COPG2	orf7b	COPG2	orf7b
ATP2A2	orf10	ATP2A2	orf10
ATP2A2	nsp4	ATP2A2	nsp4
ATP2A2	orf3a	ATP2A2	orf3a
ATP2A2	E	ATP2A2	E
ATP2A2	M	ATP2A2	M
ATP2A2	orf6	ATP2A2	orf6
ATP2A2	orf7a	ATP2A2	orf7a
ATP2A2	orf8	ATP2A2	orf8
ATP2A2	nsp2	ATP2A2	nsp2
ATP2A2	nsp3	ATP2A2	nsp3
ATP2A2	nsp4	ATP2A2	nsp4
ATP2A2	nsp7	ATP2A2	nsp7
ATP2A2	nsp8	ATP2A2	nsp8
ATP2A2	orf14	ATP2A2	orf14
ATP2A2	orf7b	ATP2A2	orf7b
HACD3	orf10	HACD3	orf10
HACD3	orf3a	HACD3	orf3a
HACD3	E	HACD3	E
HACD3	M	HACD3	M
HACD3	orf7a	HACD3	orf7a
HACD3	orf8	HACD3	orf8
HACD3	nsp3	HACD3	nsp3
HACD3	nsp4	HACD3	nsp4
HACD3	nsp8	HACD3	nsp8
HACD3	orf14	HACD3	orf14
HACD3	orf7b	HACD3	orf7b
FAF2	orf10	FAF2	orf10
FAF2	orf3a	FAF2	orf3a
FAF2	M	FAF2	M
FAF2	orf6	FAF2	orf6
FAF2	orf7a	FAF2	orf7a
FAF2	nsp2	FAF2	nsp2
FAF2	orf7b	FAF2	orf7b
XPO1	orf10	XPO1	orf10
XPO1	orf3a	XPO1	orf3a
XPO1	M	XPO1	M
XPO1	orf6	XPO1	orf6
XPO1	orf7a	XPO1	orf7a
XPO1	orf8	XPO1	orf8
XPO1	nsp7	XPO1	nsp7
XPO1	nsp10	XPO1	nsp10
XPO1	orf14	XPO1	orf14
XPO1	orf7b	XPO1	orf7b
IMMT	orf10	IMMT	orf10
IMMT	orf3a	IMMT	orf3a
IMMT	M	IMMT	M
IMMT	orf7a	IMMT	orf7a
IMMT	orf8	IMMT	orf8
IMMT	nsp3	IMMT	nsp3
IMMT	orf14	IMMT	orf14
IMMT	orf7b	IMMT	orf7b
SMC2	orf10	SMC2	orf10
SMC2	orf3a	SMC2	orf3a
SMC2	M	SMC2	M
SMC2	orf7a	SMC2	orf7a
SMC2	orf8	SMC2	orf8
SMC2	nsp8	SMC2	nsp8
SMC2	orf14	SMC2	orf14
SMC2	orf7b	SMC2	orf7b
ZYG11B	orf10	ZYG11B	orf10
ELOB	orf10	ELOB	orf10
ELOC	orf10	ELOC	orf10
RBX1	orf10	RBX1	orf10
TIMM8B	orf10	TIMM8B	orf10
THTPA	orf10	THTPA	orf10
MAP7D1	orf10	MAP7D1	orf10
CUL2	orf10	CUL2	orf10
PPT1	orf10	PPT1	orf10
STOML2	orf3b	STOML2	orf3b
NR2F2	nsp2	NR2F2	nsp2
MLEC	nsp2	MLEC	nsp2
HSPA5	nsp2	HSPA5	nsp2
HSPA5	nsp4	HSPA5	nsp4
HSPA5	nsp4	HSPA5	nsp4
CDKAL1	nsp2	CDKAL1	nsp2
MMGT1	nsp4	MMGT1	nsp4
ZNF581	nsp4	ZNF581	nsp4
TMEM33	nsp4	TMEM33	nsp4
TMEM33	orf3a	TMEM33	orf3a
TMEM33	nsp7	TMEM33	nsp7
TMEM33	orf14	TMEM33	orf14
TMEM33	orf7b	TMEM33	orf7b
TM9SF2	nsp4	TM9SF2	nsp4
TM9SF2	orf7b	TM9SF2	orf7b
TIMM21	nsp4	TIMM21	nsp4
STT3B	nsp4	STT3B	nsp4
SLC39A7	nsp4	SLC39A7	nsp4
RPS27A	nsp4	RPS27A	nsp4
RNF5	nsp4	RNF5	nsp4
RFT1	nsp4	RFT1	nsp4
RFT1	orf7b	RFT1	orf7b
PRKDC	nsp4	PRKDC	nsp4
PRKDC	M	PRKDC	M
NETO2	nsp4	NETO2	nsp4
NETO2	orf3a	NETO2	orf3a
NETO2	orf7b	NETO2	orf7b
MAGT1	nsp4	MAGT1	nsp4
HS6ST2	nsp4	HS6ST2	nsp4
HS6ST2	orf8	HS6ST2	orf8
GET4	nsp4	GET4	nsp4
ERLIN1	nsp4	ERLIN1	nsp4
DDOST	nsp4	DDOST	nsp4
CCPG1	nsp4	CCPG1	nsp4
CANX	nsp4	CANX	nsp4
BAG2	nsp4	BAG2	nsp4
BAG2	M	BAG2	M
BAG2	orf7a	BAG2	orf7a
MYO6	nsp11	MYO6	nsp11
MYO6	S	MYO6	S
MYO6	N	MYO6	N
MYO6	nsp3	MYO6	nsp3
MYO6	nsp5	MYO6	nsp5
MYO6	nsp12	MYO6	nsp12
MYO6	nsp13	MYO6	nsp13
MYO6	orf9b	MYO6	orf9b
MYO6	orf14	MYO6	orf14
MYO1B	nsp11	MYO1B	nsp11
ACTR3	nsp11	ACTR3	nsp11
ACTR3	S	ACTR3	S
ACTR3	nsp3	ACTR3	nsp3
ACTR3	nsp13	ACTR3	nsp13
ACTR3	nsp14	ACTR3	nsp14
ACTR3	nsp16	ACTR3	nsp16
ACTR3	orf14	ACTR3	orf14
TBCA	nsp11	TBCA	nsp11
RPS18	S	RPS18	S
RPS18	nsp3	RPS18	nsp3
RPS18	nsp13	RPS18	nsp13
RPS18	nsp15	RPS18	nsp15
RPS18	orf14	RPS18	orf14
DOCK7	S	DOCK7	S
DOCK7	nsp3	DOCK7	nsp3
DOCK7	nsp5	DOCK7	nsp5
DOCK7	nsp12	DOCK7	nsp12
DOCK7	nsp13	DOCK7	nsp13
DOCK7	orf14	DOCK7	orf14
RACK1	S	RACK1	S
RACK1	nsp3	RACK1	nsp3
RACK1	nsp8	RACK1	nsp8
RACK1	nsp13	RACK1	nsp13
RACK1	nsp15	RACK1	nsp15
RACK1	orf14	RACK1	orf14
CCT6A	S	CCT6A	S
CCT6A	nsp3	CCT6A	nsp3
CCT6A	nsp12	CCT6A	nsp12
CCT6A	nsp13	CCT6A	nsp13
CCT6A	nsp14	CCT6A	nsp14
CCT6A	orf14	CCT6A	orf14
LDHB	S	LDHB	S
SNRNP70	S	SNRNP70	S
SNRNP70	N	SNRNP70	N
SNRNP70	nsp12	SNRNP70	nsp12
SNRNP70	nsp13	SNRNP70	nsp13
MYL6	S	MYL6	S
MYL6	nsp3	MYL6	nsp3
MYL6	nsp5	MYL6	nsp5
MYL6	nsp14	MYL6	nsp14
MYL6	orf9b	MYL6	orf9b
CAPZB	S	CAPZB	S
CAPZB	nsp8	CAPZB	nsp8
CAPZB	nsp10	CAPZB	nsp10
CAPZB	nsp12	CAPZB	nsp12
CAPZB	nsp13	CAPZB	nsp13
CAPZB	nsp14	CAPZB	nsp14
CAPZA1	S	CAPZA1	S
CAPZA1	nsp8	CAPZA1	nsp8
CAPZA1	nsp13	CAPZA1	nsp13
CAPZA1	orf9b	CAPZA1	orf9b
TMOD3	S	TMOD3	S
TMOD3	nsp8	TMOD3	nsp8
TMOD3	orf9b	TMOD3	orf9b
PLS3	S	PLS3	S
PLS3	nsp14	PLS3	nsp14
PLS3	orf9b	PLS3	orf9b
CORO1C	S	CORO1C	S
CORO1C	nsp8	CORO1C	nsp8
CORO1C	nsp12	CORO1C	nsp12
CORO1C	orf9b	CORO1C	orf9b
ARPC4	S	ARPC4	S
ARPC4	nsp14	ARPC4	nsp14
ARPC4	orf9b	ARPC4	orf9b
BSG	S	BSG	S
GOLGA7	S	GOLGA7	S
GOLGA7	orf3a	GOLGA7	orf3a
ZDHHC5	S	ZDHHC5	S
ZDHHC5	orf3a	ZDHHC5	orf3a
ZDHHC5	orf7b	ZDHHC5	orf7b
FURIN	S	FURIN	S
FURIN	orf3a	FURIN	orf3a
ACE2	S	ACE2	S
PCSK1	S	PCSK1	S
ST14	S	ST14	S
CTSB	S	CTSB	S
CTSB	M	CTSB	M
CTSL	S	CTSL	S
CLEC4M	S	CLEC4M	S
CD209	S	CD209	S
CCNB1	S	CCNB1	S
HADHA	orf3a	HADHA	orf3a
HADHA	M	HADHA	M
HADHA	orf7a	HADHA	orf7a
HADHA	orf8	HADHA	orf8
HADHA	orf14	HADHA	orf14
UBA1	orf3a	UBA1	orf3a
UBA1	nsp3	UBA1	nsp3
UBA1	nsp8	UBA1	nsp8
UBA1	nsp14	UBA1	nsp14
GAPDH	orf3a	GAPDH	orf3a
GAPDH	nsp3	GAPDH	nsp3
GAPDH	nsp10	GAPDH	nsp10
GAPDH	nsp13	GAPDH	nsp13
GAPDH	orf14	GAPDH	orf14
DNAJC10	orf3a	DNAJC10	orf3a
DNAJC10	orf7a	DNAJC10	orf7a
DNAJA1	orf3a	DNAJA1	orf3a
DNAJA1	M	DNAJA1	M
DNAJA1	orf8	DNAJA1	orf8
DNAJA1	nsp3	DNAJA1	nsp3
DNAJA1	nsp7	DNAJA1	nsp7
DNAJA1	nsp8	DNAJA1	nsp8
DNAJA1	nsp10	DNAJA1	nsp10
DNAJA1	nsp12	DNAJA1	nsp12
DNAJA1	orf7b	DNAJA1	orf7b
ATP5F1A	orf3a	ATP5F1A	orf3a
ATP5F1A	M	ATP5F1A	M
ATP5F1A	orf6	ATP5F1A	orf6
ATP5F1A	orf8	ATP5F1A	orf8
ATP5F1A	nsp3	ATP5F1A	nsp3
ATP5F1A	nsp7	ATP5F1A	nsp7
ATP5F1A	nsp8	ATP5F1A	nsp8
ATP5F1A	nsp10	ATP5F1A	nsp10
ATP5F1A	orf7b	ATP5F1A	orf7b
CALU	orf3a	CALU	orf3a
CALU	M	CALU	M
CALU	orf7a	CALU	orf7a
CALU	orf8	CALU	orf8
CALU	orf7b	CALU	orf7b
HSPA4L	orf3a	HSPA4L	orf3a
HSPA4L	M	HSPA4L	M
HSPA4L	nsp2	HSPA4L	nsp2
HSPA4L	nsp9	HSPA4L	nsp9
BAG6	orf3a	BAG6	orf3a
BAG6	M	BAG6	M
BAG6	orf7a	BAG6	orf7a
BAG6	orf8	BAG6	orf8
BAG6	orf14	BAG6	orf14
SLC25A22	orf3a	SLC25A22	orf3a
SLC25A22	M	SLC25A22	M
SLC25A22	orf7a	SLC25A22	orf7a
SLC25A22	orf8	SLC25A22	orf8
SLC25A22	orf14	SLC25A22	orf14
DNAJA2	orf3a	DNAJA2	orf3a
DNAJA2	M	DNAJA2	M
DNAJA2	orf7a	DNAJA2	orf7a
DNAJA2	orf8	DNAJA2	orf8
PTBP1	orf3a	PTBP1	orf3a
PTBP1	M	PTBP1	M
PTBP1	nsp2	PTBP1	nsp2
PTBP1	nsp4	PTBP1	nsp4
PTBP1	nsp10	PTBP1	nsp10
PTBP1	nsp13	PTBP1	nsp13
PTBP1	nsp15	PTBP1	nsp15
SLC25A12	orf3a	SLC25A12	orf3a
SLC25A12	E	SLC25A12	E
SLC25A12	M	SLC25A12	M
SLC25A12	orf7a	SLC25A12	orf7a
SLC25A12	orf8	SLC25A12	orf8
MTHFD1	orf3a	MTHFD1	orf3a
MTHFD1	nsp9	MTHFD1	nsp9
MTHFD1	nsp14	MTHFD1	nsp14
MTHFD1	orf14	MTHFD1	orf14
TECR	orf3a	TECR	orf3a
TECR	M	TECR	M
TECR	orf7a	TECR	orf7a
TECR	orf8	TECR	orf8
TECR	nsp3	TECR	nsp3
TECR	nsp7	TECR	nsp7
TECR	nsp10	TECR	nsp10
TECR	orf14	TECR	orf14
TECR	orf7b	TECR	orf7b
SLC25A1	orf3a	SLC25A1	orf3a
SLC25A1	orf7a	SLC25A1	orf7a
SLC25A1	nsp2	SLC25A1	nsp2
SLC25A1	orf14	SLC25A1	orf14
ALG5	orf3a	ALG5	orf3a
ALG5	orf7b	ALG5	orf7b
SUN2	orf3a	SUN2	orf3a
VPS11	orf3a	VPS11	orf3a
CLCC1	orf3a	CLCC1	orf3a
VPS39	orf3a	VPS39	orf3a
ARL6IP6	orf3a	ARL6IP6	orf3a
TRIM59	orf3a	TRIM59	orf3a
TRIM59	orf7b	TRIM59	orf7b
HMOX1	orf3a	HMOX1	orf3a
MYOF	orf3a	MYOF	orf3a
RNF19A	orf3a	RNF19A	orf3a
RNF19A	orf7b	RNF19A	orf7b
LRP11	orf3a	LRP11	orf3a
IL13RA1	orf3a	IL13RA1	orf3a
IL13RA1	orf7b	IL13RA1	orf7b
MPZL1	orf3a	MPZL1	orf3a
MPZL1	orf7b	MPZL1	orf7b
SLC12A4	orf3a	SLC12A4	orf3a
PLXNA1	orf3a	PLXNA1	orf3a
LMCD1	orf3a	LMCD1	orf3a
DCBLD2	orf3a	DCBLD2	orf3a
DCBLD2	orf7b	DCBLD2	orf7b
TSKU	orf3a	TSKU	orf3a
CMIP	orf3a	CMIP	orf3a
LRFN4	orf3a	LRFN4	orf3a
DSC3	orf3a	DSC3	orf3a
DSC3	orf7b	DSC3	orf7b
HMGCS2	orf3a	HMGCS2	orf3a
BLVRA	orf3a	BLVRA	orf3a
PTPRF	orf3a	PTPRF	orf3a
PTPRF	orf7b	PTPRF	orf7b
SPINT2	orf3a	SPINT2	orf3a
SPINT2	orf7b	SPINT2	orf7b
BMPR1B	orf3a	BMPR1B	orf3a
BMPR1B	nsp4	BMPR1B	nsp4
SLC4A4	orf3a	SLC4A4	orf3a
SLC30A1	orf3a	SLC30A1	orf3a
SLC30A1	orf7b	SLC30A1	orf7b
SELENOK	orf3a	SELENOK	orf3a
SELENOK	orf7b	SELENOK	orf7b
SLC12A7	orf3a	SLC12A7	orf3a
SLC12A7	orf7b	SLC12A7	orf7b
PSAT1	orf3a	PSAT1	orf3a
PSAT1	orf7a	PSAT1	orf7a
PCDHAC2	orf3a	PCDHAC2	orf3a
PCDHAC2	orf7b	PCDHAC2	orf7b
LRP12	orf3a	LRP12	orf3a
LRP12	nsp6	LRP12	nsp6
LRP12	orf7b	LRP12	orf7b
TBL2	orf3a	TBL2	orf3a
PLXND1	orf3a	PLXND1	orf3a
PLXND1	orf7b	PLXND1	orf7b
ZDHHC9	orf3a	ZDHHC9	orf3a
ZDHHC9	orf7b	ZDHHC9	orf7b
DLGAP4	orf3a	DLGAP4	orf3a
MYRF	orf3a	MYRF	orf3a
MYRF	orf7b	MYRF	orf7b
ITM2B	orf3a	ITM2B	orf3a
PROCR	orf3a	PROCR	orf3a
PROCR	orf7b	PROCR	orf7b
STUB1	orf3a	STUB1	orf3a
STUB1	orf7b	STUB1	orf7b
PCDHA12	orf3a	PCDHA12	orf3a
PCDHA4	orf3a	PCDHA4	orf3a
PCDHGC3	orf3a	PCDHGC3	orf3a
UBQLN1	orf3a	UBQLN1	orf3a
NOTCH3	orf3a	NOTCH3	orf3a
NOTCH3	orf7b	NOTCH3	orf7b
ZNRF3	orf3a	ZNRF3	orf3a
RAB21	orf3a	RAB21	orf3a
BAG5	orf3a	BAG5	orf3a
BAG5	orf9b	BAG5	orf9b
SLC12A6	orf3a	SLC12A6	orf3a
CEMIP2	orf3a	CEMIP2	orf3a
CEMIP2	nsp4	CEMIP2	nsp4
SLC23A2	orf3a	SLC23A2	orf3a
SLC23A2	orf7b	SLC23A2	orf7b
TNFRSF10D	orf3a	TNFRSF10D	orf3a
TNFRSF10D	orf7b	TNFRSF10D	orf7b
MRC2	orf3a	MRC2	orf3a
VPS18	orf3a	VPS18	orf3a
LRFN1	orf3a	LRFN1	orf3a
LRFN1	orf7b	LRFN1	orf7b
CRIM1	orf3a	CRIM1	orf3a
CRIM1	orf7b	CRIM1	orf7b
FLRT3	orf3a	FLRT3	orf3a
FLRT3	orf7b	FLRT3	orf7b
NDFIP2	orf3a	NDFIP2	orf3a
NDFIP2	orf14	NDFIP2	orf14
NDFIP2	orf7b	NDFIP2	orf7b
FAM49B	orf3a	FAM49B	orf3a
TREX1	orf3a	TREX1	orf3a
PHPT1	orf3a	PHPT1	orf3a
VPS45	orf3a	VPS45	orf3a
VPS45	orf7b	VPS45	orf7b
ITM2C	orf3a	ITM2C	orf3a
ITM2C	orf7b	ITM2C	orf7b
NECTIN3	orf3a	NECTIN3	orf3a
SEMA4B	orf3a	SEMA4B	orf3a
SEMA4B	orf7b	SEMA4B	orf7b
PCDH9	orf3a	PCDH9	orf3a
CLTRN	orf3a	CLTRN	orf3a
PACC1	orf3a	PACC1	orf3a
PACC1	orf7b	PACC1	orf7b
RNPEP	orf3a	RNPEP	orf3a
SLK	orf3a	SLK	orf3a
VPS16	orf3a	VPS16	orf3a
OPN3	orf3a	OPN3	orf3a
OPN3	orf7b	OPN3	orf7b
FAM234A	orf3a	FAM234A	orf3a
FAM234A	orf7b	FAM234A	orf7b
WWP1	orf3a	WWP1	orf3a
NRSN2	orf3a	NRSN2	orf3a
NRSN2	orf7b	NRSN2	orf7b
SEMA4C	orf3a	SEMA4C	orf3a
SEMA4C	orf7b	SEMA4C	orf7b
RAB34	orf3a	RAB34	orf3a
SRXN1	orf3a	SRXN1	orf3a
EIF2A	orf3a	EIF2A	orf3a
EIF2A	nsp1	EIF2A	nsp1
TMUB1	orf3a	TMUB1	orf3a
PI4K2A	orf3a	PI4K2A	orf3a
UPK3B	orf3a	UPK3B	orf3a
UPK3B	nsp6	UPK3B	nsp6
NDFIP1	orf3a	NDFIP1	orf3a
NDFIP1	orf7b	NDFIP1	orf7b
GAL3ST1	orf3a	GAL3ST1	orf3a
GAL3ST1	orf7b	GAL3ST1	orf7b
NAPG	orf3a	NAPG	orf3a
NAPG	orf7b	NAPG	orf7b
MGLL	orf3a	MGLL	orf3a
OSMR	orf3a	OSMR	orf3a
TBCB	orf3a	TBCB	orf3a
TMEM237	orf3a	TMEM237	orf3a
CCDC115	orf3a	CCDC115	orf3a
CCDC115	orf7b	CCDC115	orf7b
BMERB1	orf3a	BMERB1	orf3a
TRIM47	orf3a	TRIM47	orf3a
SNX27	orf3a	SNX27	orf3a
CNDP2	orf3a	CNDP2	orf3a
ITCH	orf3a	ITCH	orf3a
ITCH	orf7b	ITCH	orf7b
EFHD2	orf3a	EFHD2	orf3a
EFHD2	nsp6	EFHD2	nsp6
ADIPOR1	orf3a	ADIPOR1	orf3a
PMEPA1	orf3a	PMEPA1	orf3a
PMEPA1	orf7b	PMEPA1	orf7b
NEO1	orf3a	NEO1	orf3a
NEO1	orf7b	NEO1	orf7b
NECTIN2	orf3a	NECTIN2	orf3a
NECTIN2	orf7b	NECTIN2	orf7b
NDRG1	orf3a	NDRG1	orf3a
SLC20A1	orf3a	SLC20A1	orf3a
SCARB1	orf3a	SCARB1	orf3a
SCARB1	nsp7	SCARB1	nsp7
SCARB1	orf7b	SCARB1	orf7b
CD99L2	orf3a	CD99L2	orf3a
NPLOC4	orf3a	NPLOC4	orf3a
NEDD1	orf3a	NEDD1	orf3a
MOSPD2	orf3a	MOSPD2	orf3a
STEAP2	orf3a	STEAP2	orf3a
STEAP2	orf7b	STEAP2	orf7b
CNNM3	orf3a	CNNM3	orf3a
CNNM3	orf8	CNNM3	orf8
C5orf15	orf3a	C5orf15	orf3a
C5orf15	orf7b	C5orf15	orf7b
RNF149	orf3a	RNF149	orf3a
RNF149	orf7b	RNF149	orf7b
SUMF2	orf3a	SUMF2	orf3a
ATP11C	orf3a	ATP11C	orf3a
ATP11C	orf7b	ATP11C	orf7b
TMEM156	orf3a	TMEM156	orf3a
TMEM156	orf7b	TMEM156	orf7b
PIP4P2	orf3a	PIP4P2	orf3a
LRRC47	orf3a	LRRC47	orf3a
LRRC8A	orf3a	LRRC8A	orf3a
LRRC8A	orf7b	LRRC8A	orf7b
ADGRA3	orf3a	ADGRA3	orf3a
RELL1	orf3a	RELL1	orf3a
RELL1	orf7b	RELL1	orf7b
TRAPPC5	orf3a	TRAPPC5	orf3a
STX12	orf3a	STX12	orf3a
STX12	orf7b	STX12	orf7b
RNF130	orf3a	RNF130	orf3a
RNF130	orf7b	RNF130	orf7b
LSR	orf3a	LSR	orf3a
HOOK3	orf3a	HOOK3	orf3a
TAX1BP1	orf3a	TAX1BP1	orf3a
TAX1BP1	nsp9	TAX1BP1	nsp9
AMIGO2	orf3a	AMIGO2	orf3a
AMIGO2	orf7b	AMIGO2	orf7b
LRP10	orf3a	LRP10	orf3a
LRP10	orf7b	LRP10	orf7b
LRRC8D	orf3a	LRRC8D	orf3a
LRIG3	orf3a	LRIG3	orf3a
SLC4A10	orf3a	SLC4A10	orf3a
RHBDF2	orf3a	RHBDF2	orf3a
RHBDF2	orf7b	RHBDF2	orf7b
NCEH1	orf3a	NCEH1	orf3a
NCEH1	orf7b	NCEH1	orf7b
MEAK7	orf3a	MEAK7	orf3a
MEAK7	orf7b	MEAK7	orf7b
STEAP1B	orf3a	STEAP1B	orf3a
STEAP1B	orf7b	STEAP1B	orf7b
KIAA0930	orf3a	KIAA0930	orf3a
STEAP3	orf3a	STEAP3	orf3a
STEAP3	orf7b	STEAP3	orf7b
ZDHHC20	orf3a	ZDHHC20	orf3a
BROX	orf3a	BROX	orf3a
KIAA0319	orf3a	KIAA0319	orf3a
ANO6	orf3a	ANO6	orf3a
ANO6	M	ANO6	M
ANO6	orf7b	ANO6	orf7b
TMEM30B	orf3a	TMEM30B	orf3a
TMEM30B	orf7b	TMEM30B	orf7b
TKFC	orf3a	TKFC	orf3a
HFE	orf3a	HFE	orf3a
HFE	nsp4	HFE	nsp4
MICA	orf3a	MICA	orf3a
MICA	orf7b	MICA	orf7b
UGCG	orf3a	UGCG	orf3a
KYNU	orf3a	KYNU	orf3a
FSCN1	orf3a	FSCN1	orf3a
FSCN1	nsp4	FSCN1	nsp4
FSCN1	nsp6	FSCN1	nsp6
ATP6AP1	orf3a	ATP6AP1	orf3a
ATP6AP1	nsp6	ATP6AP1	nsp6
ATP6AP1	orf7b	ATP6AP1	orf7b
VAMP3	orf3a	VAMP3	orf3a
VAMP3	orf7b	VAMP3	orf7b
TBCE	orf3a	TBCE	orf3a
MAPRE1	orf3a	MAPRE1	orf3a
RHEB	orf3a	RHEB	orf3a
PTPA	orf3a	PTPA	orf3a
PPA1	orf3a	PPA1	orf3a
EEA1	orf3a	EEA1	orf3a
SNX17	orf3a	SNX17	orf3a
SNX17	orf7b	SNX17	orf7b
TNIP1	orf3a	TNIP1	orf3a
PTGR1	orf3a	PTGR1	orf3a
GOLGB1	orf3a	GOLGB1	orf3a
GOLGB1	nsp13	GOLGB1	nsp13
GOLGB1	orf7b	GOLGB1	orf7b
NBR1	orf3a	NBR1	orf3a
NBR1	nsp6	NBR1	nsp6
GNA13	orf3a	GNA13	orf3a
GNA13	orf7b	GNA13	orf7b
LRP8	orf3a	LRP8	orf3a
COTL1	orf3a	COTL1	orf3a
COTL1	nsp6	COTL1	nsp6
BMPR2	orf3a	BMPR2	orf3a
NCOA4	orf3a	NCOA4	orf3a
TPBG	orf3a	TPBG	orf3a
TPBG	orf7b	TPBG	orf7b
RAB32	orf3a	RAB32	orf3a
RAB32	nsp6	RAB32	nsp6
RAB31	orf3a	RAB31	orf3a
SNX1	orf3a	SNX1	orf3a
ADAM9	orf3a	ADAM9	orf3a
ADAM9	orf8	ADAM9	orf8
PTPRS	orf3a	PTPRS	orf3a
BAMBI	orf3a	BAMBI	orf3a
DLG1	orf3a	DLG1	orf3a
PTPRJ	orf3a	PTPRJ	orf3a
PTPRJ	orf7b	PTPRJ	orf7b
LMAN2	orf3a	LMAN2	orf3a
LMAN2	nsp7	LMAN2	nsp7
LMAN2	orf7b	LMAN2	orf7b
CDH17	orf3a	CDH17	orf3a
STX4	orf3a	STX4	orf3a
STX4	orf7b	STX4	orf7b
DDR1	orf3a	DDR1	orf3a
DDR1	orf7b	DDR1	orf7b
IL10RB	orf3a	IL10RB	orf3a
IL10RB	orf7b	IL10RB	orf7b
PTPN11	orf3a	PTPN11	orf3a
PTPN11	orf7b	PTPN11	orf7b
EEF1A2	orf3a	EEF1A2	orf3a
PLP2	orf3a	PLP2	orf3a
PLP2	orf7b	PLP2	orf7b
ACVR1	orf3a	ACVR1	orf3a
ACVR1	orf7b	ACVR1	orf7b
GLO1	orf3a	GLO1	orf3a
NOTCH2	orf3a	NOTCH2	orf3a
NOTCH2	orf7b	NOTCH2	orf7b
NRG1	orf3a	NRG1	orf3a
NRG1	orf7b	NRG1	orf7b
ROR1	orf3a	ROR1	orf3a
CAP1	orf3a	CAP1	orf3a
FKBP3	orf3a	FKBP3	orf3a
ADAM17	orf3a	ADAM17	orf3a
VAMP2	orf3a	VAMP2	orf3a
FKBP1A	orf3a	FKBP1A	orf3a
RAB1A	orf3a	RAB1A	orf3a
