viral_protein	human_protein
cov-miR-11	P63098
cov-miR-11	NA
cov-miR-11	Q92529
cov-miR-11	NA
cov-miR-11	Q3KQZ1
cov-miR-11	Q96Q80
cov-miR-11	Q8N2M4
cov-miR-11	C9J3V5
cov-miR-11	Q9NQQ7
cov-miR-11	O00453
cov-miR-11	Q96N64
cov-miR-11	Q9NWT6
cov-miR-11	P63252
cov-miR-11	Q8NBH2
cov-miR-11	Q14139
cov-miR-11	P15172
cov-miR-11	B3KRC4
cov-miR-11	Q09028
cov-miR-11	Q5VUG0
cov-miR-11	Q9UPW8
cov-miR-11	A8K693
cov-miR-11	O95996
cov-miR-11	Q6PJP3
cov-miR-11	A0A087WUM3
cov-miR-11	Q68CR1
cov-miR-11	Q9BQ13
cov-miR-11	Q96N66
cov-miR-11	Q13507
cov-miR-11	E9PEI2
cov-miR-11	B7Z221
cov-miR-11	Q9P121
cov-miR-11	Q86VZ1
cov-miR-11	O75487
cov-miR-11	Q8N5I4
cov-miR-11	Q71H61
cov-miR-11	B4DIC4
cov-miR-11	Q9UKY4
cov-miR-11	Q3B7J2
cov-miR-11	Q7Z658
cov-miR-11	A0A087X1E4
cov-miR-11	Q3ZCQ5
cov-miR-11	Q5T9Z0
cov-miR-11	Q96A47
cov-miR-11	O14948
cov-miR-11	Q15043
cov-miR-11	Q8IZD9
cov-miR-11	A8K2E6
cov-miR-11	Q14439
cov-miR-11	Q8TBZ8
cov-miR-11	Q7Z2Z1
cov-miR-11	E9PB13
cov-miR-11	O95202
cov-miR-11	NA
cov-miR-11	Q8IWE4
cov-miR-11	NA
cov-miR-11	Q86YS3
cov-miR-11	Q8TF61
cov-miR-12	Q02952
cov-miR-12	NA
cov-miR-12	Q9HD33
cov-miR-12	A0A0C4DFP5
cov-miR-12	E9KL23
cov-miR-12	C9JBX5
cov-miR-12	O15014
cov-miR-12	P11171
cov-miR-12	A0A024R4Z3
cov-miR-12	A8K5J1
cov-miR-12	Q6ZPD9
cov-miR-12	Q99487
cov-miR-12	Q9UIW2
cov-miR-12	Q3MJ16
cov-miR-12	F5H4B4
cov-miR-12	Q71RC9
cov-miR-12	P11441
cov-miR-12	Q15119
cov-miR-12	Q9GZV4
cov-miR-12	P28906
cov-miR-12	Q8IX15
cov-miR-12	Q6ZSA7
cov-miR-12	P54851
cov-miR-12	Q6AZY7
cov-miR-12	P23510
cov-miR-12	Q13451
cov-miR-12	A0A024RC06
cov-miR-12	Q01432
cov-miR-12	O95707
cov-miR-12	Q4KMP3
cov-miR-12	Q8N2A8
cov-miR-12	NA
cov-miR-12	P17900
cov-miR-12	Q6UXV0
cov-miR-12	Q13705
cov-miR-12	P98169
cov-miR-12	Q15828
cov-miR-12	Q658M9
cov-miR-12	Q9NRN7
cov-miR-12	Q7Z2H8
cov-miR-12	Q8N4L8
cov-miR-12	A0A0S2Z3H8
cov-miR-12	Q7LFX5
cov-miR-12	P62166
cov-miR-12	Q8WXE0
cov-miR-12	A0A0S2Z480
cov-miR-12	Q5VZ18
cov-miR-12	A0A087WVT3
cov-miR-12	Q6UX73
cov-miR-12	Q9UK59
cov-miR-12	D3DWI5
cov-miR-12	B4DFE7
cov-miR-12	Q03060
cov-miR-12	P30874
cov-miR-12	NA
cov-miR-12	Q7Z7L9
cov-miR-12	Q9UKT8
cov-miR-12	Q9UNW1
cov-miR-12	G8JLG1
cov-miR-12	A0PJE2
cov-miR-12	Q8TCU6
cov-miR-12	M0R230
cov-miR-12	NA
cov-miR-12	R4GMU1
cov-miR-12	Q9NVR2
cov-miR-12	Q8NFL0
cov-miR-12	P31431
cov-miR-12	A0A024RBK4
cov-miR-12	NA
cov-miR-12	Q6B8I1
cov-miR-12	Q9P2Y5
cov-miR-12	Q9H7F4
cov-miR-12	O75410
cov-miR-12	Q9ULJ3
cov-miR-12	Q14DG7
cov-miR-12	Q5H9L4
cov-miR-12	Q8N6C5
cov-miR-12	A0A024RAN0
cov-miR-12	Q9H816
cov-miR-12	Q9HCM4
cov-miR-12	Q8IUR5
cov-miR-12	P98170
cov-miR-12	B7ZAQ6
cov-miR-12	B7ZAQ6
cov-miR-12	NA
cov-miR-12	Q549C5
cov-miR-12	Q13015
cov-miR-12	NA
cov-miR-12	A0A024R3Z6
cov-miR-12	Q9UGQ2
cov-miR-12	Q8IW56
cov-miR-13	P32881
cov-miR-13	B4DN36
cov-miR-13	Q5T481
cov-miR-13	O75167
cov-miR-13	Q9Y2Y6
cov-miR-13	NA
cov-miR-13	B4DX63
cov-miR-13	Q96NE9
cov-miR-13	Q8IY57
cov-miR-13	Q969D9
cov-miR-13	P20827
cov-miR-13	B4DV51
cov-miR-13	P49792
cov-miR-13	A0A140VJW2
cov-miR-13	Q96AW1
cov-miR-13	Q5DX21
cov-miR-13	P51811
cov-miR-13	Q9BXN1
cov-miR-13	O43763
cov-miR-13	Q6NUI8
cov-miR-13	Q96PC3
cov-miR-13	Q13253
cov-miR-13	B3KY58
cov-miR-13	Q9Y2T4
cov-miR-13	Q9UKZ4
cov-miR-13	Q13003
cov-miR-13	Q8TAB5
cov-miR-13	B7Z752
cov-miR-13	Q7Z699
cov-miR-13	Q9HCM3
cov-miR-13	L7RT34
cov-miR-13	O94864
cov-miR-13	Q8N4V1
cov-miR-13	Q96MU7
cov-miR-13	Q92604
cov-miR-13	P20813
cov-miR-13	Q9BTK6
cov-miR-13	A0A024RBA9
cov-miR-13	Q92994
cov-miR-13	Q8WVE6
cov-miR-13	O94901
cov-miR-13	Q9C0D4
cov-miR-13	Q96IU4
cov-miR-13	Q9NQX7
cov-miR-13	P31268
cov-miR-13	B4E325
cov-miR-13	Q8IUQ0
cov-miR-13	Q8N5X7
cov-miR-13	B3KVZ0
cov-miR-13	B7ZAX4
cov-miR-13	A0A024RAG1
cov-miR-13	Q9BY49
cov-miR-13	B9A015
cov-miR-13	A0A087WY75
cov-miR-13	Q96HA1
cov-miR-13	Q16878
cov-miR-13	Q8N2R8
cov-miR-13	Q8NCN2
cov-miR-13	B3KN75
cov-miR-14	H3BMD8
cov-miR-14	Q6PKG0
cov-miR-14	NA
cov-miR-14	Q6ZMT9
cov-miR-14	Q8TBN0
cov-miR-14	A0A024RDP0
cov-miR-14	A0A140VK72
cov-miR-14	Q6RI45
cov-miR-14	Q7L775
cov-miR-14	NA
cov-miR-14	Q5T170
cov-miR-14	B7Z8E1
cov-miR-14	A0A024RBG7
cov-miR-14	Q6ZN11
cov-miR-14	A0A024RAM0
cov-miR-14	P30533
cov-miR-14	Q8TBK2
cov-miR-14	NA
cov-miR-14	A0A087WTF0
cov-miR-14	A0A024R607
cov-miR-14	A2RUC4
cov-miR-14	Q9H871
cov-miR-14	Q6ZRV2
cov-miR-14	B4E127
cov-miR-14	Q6ZN18
cov-miR-14	Q8TAS1
cov-miR-14	Q8TBA6
cov-miR-14	A0A024RAI7
cov-miR-14	O43298
cov-miR-14	Q9NXA8
cov-miR-14	B7Z8C9
cov-miR-14	Q96KS9
cov-miR-14	Q9H081
cov-miR-14	Q9NRQ2
cov-miR-14	Q9C0J8
cov-miR-14	Q9NWQ8
cov-miR-14	A0A024R7M3
cov-miR-14	Q5VUY0
cov-miR-14	Q8TD20
cov-miR-14	Q7Z6W7
cov-miR-14	B4DZS0
cov-miR-14	A0A140VKB3
cov-miR-14	NA
cov-miR-14	P30419
cov-miR-14	O15467
cov-miR-14	Q13107
cov-miR-15	A8KAD9
cov-miR-15	A0A024R7A3
cov-miR-15	A0A024R3H3
cov-miR-15	P35716
cov-miR-15	Q9Y227
cov-miR-15	A0A024R8N8
cov-miR-15	Q9UKT8
cov-miR-15	Q8TDF6
cov-miR-15	Q5VUY0
cov-miR-15	A0A140VK72
cov-miR-15	Q9Y3E0
cov-miR-15	P56179
cov-miR-15	Q2M3X9
cov-miR-15	A0A024R006
cov-miR-15	Q9Y587
cov-miR-15	P58335
cov-miR-15	B4DU89
cov-miR-15	P30533
cov-miR-15	Q8NE79
cov-miR-15	O94921
cov-miR-15	Q13131
cov-miR-15	B2RAH5
cov-miR-15	Q969D9
cov-miR-15	A0JLT2
cov-miR-15	NA
cov-miR-15	A0A140VJG0
cov-miR-15	Q9P2Y4
cov-miR-15	Q9BY67
cov-miR-15	O94911
cov-miR-15	A7U7M2
cov-miR-15	Q8N4X5
cov-miR-15	Q14914
cov-miR-15	A0A024R8U7
cov-miR-15	A0A024R3H2
cov-miR-15	Q8TBN0
cov-miR-15	Q8TBG9
cov-miR-15	Q7L592
cov-miR-15	A0A024R6R1
cov-miR-15	A0A024RBG7
cov-miR-15	Q9NVX0
cov-miR-15	A0A024RAI7
cov-miR-15	Q68D06
cov-miR-15	NA
cov-miR-15	A0A024R8A7
cov-miR-15	Q8IY57
cov-miR-15	P51959
cov-miR-15	A0A024RD04
cov-miR-15	Q6P3S1
cov-miR-15	Q9NYL9
cov-miR-15	A0A024QZY4
cov-miR-15	O75683
cov-miR-15	Q8TBF5
cov-miR-15	A0A024RDT3
cov-miR-15	NA
cov-miR-15	Q5BKT4
cov-miR-15	NA
cov-miR-15	Q9ULI0
cov-miR-15	Q12913
cov-miR-15	Q9BZF3
cov-miR-15	P51654
cov-miR-15	F5H4B4
cov-miR-15	Q5I7T1
cov-miR-16	P05164
cov-miR-16	P52565
cov-miR-16	Q17RS7
cov-miR-16	Q96RP8
cov-miR-16	Q9UIW2
cov-miR-16	Q9H7D7
cov-miR-16	Q8NF99
cov-miR-16	A2A2V5
cov-miR-16	Q9H9L3
cov-miR-16	Q8N3S3
cov-miR-16	P83369
cov-miR-16	Q4VC05
cov-miR-16	Q68CU0
cov-miR-16	Q9BQN1
cov-miR-16	O43313
cov-miR-16	P48200
cov-miR-16	Q9H7F4
cov-miR-16	P11801
cov-miR-16	A1A5A9
cov-miR-16	Q9UJA2
cov-miR-16	Q8IU99
cov-miR-16	A0A024RAI7
cov-miR-16	P04156
cov-miR-16	B2R858
cov-miR-16	P78314
cov-miR-16	A0A024R9D1
cov-miR-16	O95803
cov-miR-16	Q96Q80
cov-miR-16	Q92585
cov-miR-16	NA
cov-miR-16	A0A140VJV6
cov-miR-16	A0A024QZ70
cov-miR-16	Q8N114
cov-miR-16	Q8IXT5
cov-miR-16	A0A024RD24
cov-miR-16	Q8WV41
cov-miR-16	Q8WYQ5
cov-miR-16	Q68DY1
cov-miR-16	Q9NP87
cov-miR-16	Q53T59
cov-miR-16	O75385
cov-miR-16	Q8N2I9
cov-miR-16	O75317
cov-miR-16	Q7L8C5
cov-miR-16	A0A024R2Q3
cov-miR-16	Q14802
cov-miR-16	P0DI81
cov-miR-16	Q8TE58
cov-miR-16	Q6ZWJ1
cov-miR-16	P42681
cov-miR-17	Q92904
cov-miR-17	O95150
cov-miR-17	Q92824
cov-miR-17	Q9BXN1
cov-miR-17	P98198
cov-miR-17	Q9H0R3
cov-miR-17	B4DFX6
cov-miR-17	Q05901
cov-miR-17	A0A087WXV5
cov-miR-17	Q9BRR0
cov-miR-17	A0A024R3Y1
cov-miR-17	Q9Y5K3
cov-miR-17	B4E325
cov-miR-17	F1T0A1
cov-miR-17	O94967
cov-miR-17	A0A024RD17
cov-miR-17	A0A024R6H3
cov-miR-17	O43529
cov-miR-17	Q8N4V2
cov-miR-17	B8ZZB7
cov-miR-17	Q9H098
cov-miR-17	A0A0A0MTJ9
cov-miR-17	Q9H0I3
cov-miR-17	P61129
cov-miR-17	Q7L8A9
cov-miR-17	Q5TF58
cov-miR-17	Q6PHW0
cov-miR-17	F5H4B4
cov-miR-17	P11182
cov-miR-17	O43763
cov-miR-17	Q16612
cov-miR-17	A0A140VJW2
cov-miR-17	O75379
cov-miR-17	P20337
cov-miR-17	A0A087X1S7
cov-miR-17	Q16881
cov-miR-17	A0A1U9X8D2
cov-miR-17	O15269
cov-miR-17	Q12797
cov-miR-17	Q9BSE2
cov-miR-17	O00712
cov-miR-17	Q9NQG1
cov-miR-17	Q9Y2Y6
cov-miR-17	O00206
cov-miR-17	A0A0A0MT77
cov-miR-17	A0A140VKA9
cov-miR-17	Q9Y2I7
cov-miR-17	Q9UJY4
cov-miR-17	O94811
cov-miR-17	Q09019
cov-miR-17	NA
cov-miR-17	Q9Y2T4
cov-miR-17	P17612
cov-miR-17	P08247
cov-miR-17	Q99590
cov-miR-17	Q70CQ4
cov-miR-17	H3BS89
cov-miR-17	O94964
cov-miR-17	A0A0S2Z417
cov-miR-17	Q9HC16
cov-miR-17	B4DT73
cov-miR-17	Q9Y6G1
cov-miR-17	O00571
cov-miR-17	NA
cov-miR-17	O76074
cov-miR-18	Q6UWM9
cov-miR-18	NA
cov-miR-18	O14522
cov-miR-18	Q86UY8
cov-miR-18	Q9BRY0
cov-miR-18	Q08648
cov-miR-18	P29353
cov-miR-18	Q5UIP0
cov-miR-18	Q9NXD2
cov-miR-18	Q9Y543
cov-miR-18	Q8WUM4
cov-miR-18	Q8NER5
cov-miR-18	O15062
cov-miR-18	Q96Q45
cov-miR-18	A0A024R098
cov-miR-18	Q92539
cov-miR-18	A7KAX9
cov-miR-18	O95639
cov-miR-18	P10909
cov-miR-18	A6NGE4
cov-miR-18	P83369
cov-miR-18	Q9H7D7
cov-miR-18	Q9UKT9
cov-miR-18	P14735
cov-miR-18	Q9BZQ4
cov-miR-18	NA
cov-miR-18	Q9H488
cov-miR-18	Q96FX2
cov-miR-18	O75251
cov-miR-18	O95393
cov-miR-18	Q8N302
cov-miR-18	A0A024R7Y9
cov-miR-18	O43304
cov-miR-18	Q15542
cov-miR-18	Q15366
cov-miR-18	Q5VXM1
cov-miR-18	Q15796
cov-miR-18	A0A024QZT4
cov-miR-18	Q8IZP7
cov-miR-18	Q8TF40
cov-miR-18	A0A024R2M7
cov-miR-18	P40222
cov-miR-18	O75635
cov-miR-18	A0A087X1U6
cov-miR-18	Q14681
cov-miR-18	Q8IY63
cov-miR-18	Q495C1
cov-miR-18	P56545
cov-miR-18	A4D2L1
cov-miR-18	A0A024R371
cov-miR-18	Q68DL7
cov-miR-18	O14948
cov-miR-18	Q9UHK6
cov-miR-18	Q9HB03
cov-miR-18	Q96JY6
cov-miR-18	O94921
cov-miR-18	C9JQI7
cov-miR-18	Q8N392
cov-miR-18	Q96N64
cov-miR-18	O75095
cov-miR-18	Q56A73
cov-miR-18	Q96LB1
cov-miR-18	Q86V21
cov-miR-18	A0A0S2Z5Y7
cov-miR-18	P53671
cov-miR-18	Q06787
cov-miR-18	A0A024R100
cov-miR-18	Q7Z460
cov-miR-19	Q7Z641
cov-miR-19	Q8WY91
cov-miR-19	Q5JPB2
cov-miR-19	Q2M3R5
cov-miR-19	Q96N95
cov-miR-19	B1AL88
cov-miR-19	A0A024R1J1
cov-miR-19	Q9BRF8
cov-miR-19	Q6N069
cov-miR-19	P49961
cov-miR-19	Q96L08
cov-miR-19	Q15111
cov-miR-19	B3KN69
cov-miR-19	Q9NXF8
cov-miR-19	A0A024R7J8
cov-miR-19	A0A024R9C2
cov-miR-19	P16499
cov-miR-19	Q8N9Q2
cov-miR-19	Q9H7L9
cov-miR-19	A0A024R5W4
cov-miR-19	P26367
cov-miR-19	Q99504
cov-miR-19	Q96SB4
cov-miR-19	Q14678
cov-miR-19	A0A024R957
cov-miR-19	P42684
cov-miR-19	Q9H2X9
cov-miR-19	P58546
cov-miR-19	Q70SY1
cov-miR-19	O60279
cov-miR-19	Q9UL68
cov-miR-19	Q15326
cov-miR-19	A0A024R6D8
cov-miR-19	Q9ULG6
cov-miR-19	P30281
cov-miR-19	Q7Z6B7
cov-miR-19	Q71H61
cov-miR-19	Q8NFV5
cov-miR-19	A0A096LNU6
cov-miR-19	A0A096LPK5
cov-miR-19	P35659
cov-miR-19	Q9P2F6
cov-miR-19	Q7Z658
cov-miR-19	Q9NTN9
cov-miR-19	Q86TE4
cov-miR-19	O95073
cov-miR-19	O95073
cov-miR-19	A0A075DDR2
cov-miR-19	O43296
cov-miR-19	Q63HQ2
cov-miR-19	Q8NC42
cov-miR-19	P32418
cov-miR-19	A0A087WTC3
cov-miR-19	A0A024R8I0
cov-miR-19	A0A024R9F5
cov-miR-19	Q2T9J0
cov-miR-19	Q5T1S8
cov-miR-19	A7MD48
cov-miR-19	Q8IZ41
cov-miR-19	Q9BZA8
cov-miR-19	Q9BZA7
cov-miR-19	Q9BT78
cov-miR-19	Q05901
cov-miR-19	Q8IYL2
cov-miR-19	Q8IVK2
cov-miR-19	Q4J6C6
cov-miR-19	A6NKU9
cov-miR-19	O43610
cov-miR-19	B4DN17
cov-miR-19	B3KNM4
cov-miR-19	B3KY78
