"source_genesymbol" "target_genesymbol" "from" "to" "consensus_stimulation" "consensus_inhibition"
"10826" "SREBF1" "LRP1" "P36956" "Q07954" 0 1
"10827" "SREBF1" "NPC1" "P36956" "O15118" 1 0
"10828" "SREBF1" "NR0B2" "P36956" "Q15466" 1 0
"10829" "SREBF1" "PCYT2" "P36956" "Q99447" 1 0
"10830" "SREBF1" "PIK3R3" "P36956" "Q8N381" 1 0
"10831" "SREBF1" "SCD" "P36956" "O00767" 1 0
"10832" "SREBF1" "SCD5" "P36956" "Q86SK9" 1 0
"10833" "SREBF1" "SLC2A4" "P36956" "P14672" 1 0
"10834" "SREBF1" "SQLE" "P36956" "Q14534" 1 0
"10835" "SREBF2" "ABCA1" "A0A024R1Q0" "B2RUU2" 0 1
"10836" "SREBF2" "ACLY" "A0A024R1Q0" "A0A024R1T9" 1 0
"10837" "SREBF2" "ACOT7" "A0A024R1Q0" "O00154" 1 0
"10838" "SREBF2" "EBP" "A0A024R1Q0" "A0A024QYX0" 1 0
"10839" "SREBF2" "FDFT1" "A0A024R1Q0" "P37268" 1 0
"10840" "SREBF2" "HMGCR" "A0A024R1Q0" "A0A024RAP2" 1 0
"10841" "SREBF2" "INSIG1" "A0A024R1Q0" "A4D2M9" 1 0
"10842" "SREBF2" "LDLR" "A0A024R1Q0" "A0A024R7D5" 1 0
"10843" "SREBF2" "LRP1" "A0A024R1Q0" "Q07954" 0 1
"10844" "SREBF2" "MTTP" "A0A024R1Q0" "P55157" 0 1
"10845" "SREBF2" "NPC1L1" "A0A024R1Q0" "A0A0C4DFX6" 1 0
"10846" "SREBF2" "PCSK9" "A0A024R1Q0" "Q8NBP7" 1 0
"10847" "SREBF2" "PCYT2" "A0A024R1Q0" "Q99447" 1 0
"10848" "SREBF2" "PON1" "A0A024R1Q0" "P27169" 1 0
"10849" "SREBF2" "SQLE" "A0A024R1Q0" "Q14534" 1 0
"10850" "SREBF2" "STARD4" "A0A024R1Q0" "Q96DR4" 1 0
"10851" "SRF" "ACTA1" "B4DU24" "P68133" 1 0
"10852" "SRF" "ACTB" "B4DU24" "P60709" 1 0
"10853" "SRF" "ACTC1" "B4DU24" "B3KPP5" 1 0
"10854" "SRF" "DMD" "B4DU24" "P11532" 1 0
"10855" "SRF" "EGR1" "B4DU24" "P18146" 1 0
"10856" "SRF" "FOS" "B4DU24" "P01100" 1 0
"10857" "SRF" "FOSL1" "B4DU24" "E9PPX2" 1 0
"10858" "SRF" "MMP2" "B4DU24" "P08253" 1 0
"10859" "SRF" "SAMD4A" "B4DU24" "Q9UPU9" 1 0
"10860" "SRF" "TAGLN" "B4DU24" "Q01995" 1 0
"10861" "SSRP1" "CKAP5" "A0A024R4Z6" "Q14008" 1 0
"10862" "SSRP1" "EEF1A1" "A0A024R4Z6" "P68104" 1 0
"10863" "SSRP1" "EEF2" "A0A024R4Z6" "P13639" 1 0
"10864" "SSRP1" "EIF2S2" "A0A024R4Z6" "P20042" 1 0
"10865" "SSRP1" "ENO1" "A0A024R4Z6" "P06733" 1 0
"10866" "SSRP1" "HDLBP" "A0A024R4Z6" "Q00341" 1 0
"10867" "SSRP1" "HM13" "A0A024R4Z6" "A0A0S2Z5V7" 1 0
"10868" "SSRP1" "HNRNPA1" "A0A024R4Z6" "A0A024RB53" 1 0
"10869" "SSRP1" "HNRNPC" "A0A024R4Z6" "P07910" 1 0
"10870" "SSRP1" "HSPD1" "A0A024R4Z6" "A0A024R3X4" 1 0
"10871" "SSRP1" "IMPDH2" "A0A024R4Z6" "P12268" 1 0
"10872" "SSRP1" "LONP1" "A0A024R4Z6" "P36776" 1 0
"10873" "SSRP1" "NTMT1" "A0A024R4Z6" "A0A024R8E4" 1 0
"10874" "SSRP1" "PCK2" "A0A024R4Z6" "A0A0A0MS74" 1 0
"10875" "SSRP1" "PSAT1" "A0A024R4Z6" "A0A024R280" 1 0
"10876" "SSRP1" "RCC1" "A0A024R4Z6" "A0A0S2Z404" 1 0
"10877" "SSRP1" "RPL3" "A0A024R4Z6" "P39023" 1 0
"10878" "SSRP1" "RPL31" "A0A024R4Z6" "P62899" 1 0
"10879" "SSRP1" "RPL37A" "A0A024R4Z6" "P61513" 1 0
"10880" "SSRP1" "RPS15A" "A0A024R4Z6" "B2R4W8" 1 0
"10881" "SSRP1" "RPS24" "A0A024R4Z6" "P62847" 1 0
"10882" "SSRP1" "SLC1A5" "A0A024R4Z6" "Q15758" 1 0
"10883" "SSRP1" "SLC3A2" "A0A024R4Z6" "J3KPF3" 1 0
"10884" "SSRP1" "SOD2" "A0A024R4Z6" "P04179" 1 0
"10885" "SSRP1" "SQSTM1" "A0A024R4Z6" "Q13501" 1 0
"10886" "STAT1" "A2M" "P42224" "P01023" 1 0
"10887" "STAT1" "ADAR" "P42224" "P55265" 1 0
"10888" "STAT1" "AGFG2" "P42224" "A4D2D6" 0 1
"10889" "STAT1" "AIM2" "P42224" "O14862" 1 0
"10890" "STAT1" "AOX1" "P42224" "Q06278" 1 0
"10891" "STAT1" "APOE" "P42224" "A0A0S2Z3D5" 1 0
"10892" "STAT1" "APOL4" "P42224" "Q9BPW4" 1 0
"10893" "STAT1" "APP" "P42224" "A0A140VJC8" 1 0
"10894" "STAT1" "ATG4C" "P42224" "Q96DT6" 1 0
"10895" "STAT1" "B3GAT3" "P42224" "Q5U676" 1 0
"10896" "STAT1" "BAX" "P42224" "Q07812" 1 0
"10897" "STAT1" "BCL2" "P42224" "A0A024R2B3" 1 0
"10898" "STAT1" "BCL6" "P42224" "P41182" 1 0
"10899" "STAT1" "BRD8" "P42224" "Q9H0E9" 1 0
"10900" "STAT1" "BST2" "P42224" "A0A024R7H5" 1 0
"10901" "STAT1" "CASP4" "P42224" "P49662" 1 0
"10902" "STAT1" "CCL2" "P42224" "P13500" 1 0
"10903" "STAT1" "CCL3" "P42224" "A0N0R1" 1 0
"10904" "STAT1" "CCND1" "P42224" "P24385" 1 0
"10905" "STAT1" "CCND2" "P42224" "P30279" 1 0
"10906" "STAT1" "CCND3" "P42224" "P30281" 1 0
"10907" "STAT1" "CCR1" "P42224" "P32246" 1 0
"10908" "STAT1" "CCR5" "P42224" "P51681" 1 0
"10909" "STAT1" "CD274" "P42224" "Q0GN75" 1 0
"10910" "STAT1" "CD40" "P42224" "A0A0S2Z3C7" 1 0
"10911" "STAT1" "CD86" "P42224" "A8K632" 1 0
"10912" "STAT1" "CDC7" "P42224" "O00311" 0 1
"10913" "STAT1" "CDKN1A" "P42224" "A0A024RCX5" 1 0
"10914" "STAT1" "CEBPE" "P42224" "Q15744" 1 0
"10915" "STAT1" "CFTR" "P42224" "A0A024R730" 1 0
"10916" "STAT1" "CIITA" "P42224" "A0A0B4J1S1" 1 0
"10917" "STAT1" "CISH" "P42224" "Q9NSE2" 1 0
"10918" "STAT1" "CLC" "P42224" "Q05315" 1 0
"10919" "STAT1" "CLIC2" "P42224" "O15247" 1 0
"10920" "STAT1" "COL1A1" "P42224" "P02452" 1 0
"10921" "STAT1" "COL1A2" "P42224" "A0A0S2Z3H5" 1 0
"10922" "STAT1" "CREM" "P42224" "Q03060" 1 0
"10923" "STAT1" "CSF1" "P42224" "A0A024R0A1" 1 0
"10924" "STAT1" "CTSB" "P42224" "Q5HYG5" 1 0
"10925" "STAT1" "CTSL" "P42224" "A0A024R276" 1 0
"10926" "STAT1" "CX3CL1" "P42224" "A0N0N7" 1 0
"10927" "STAT1" "CXCL10" "P42224" "A0A024RDA4" 1 0
"10928" "STAT1" "CXCL9" "P42224" "Q07325" 1 0
"10929" "STAT1" "CYP19A1" "P42224" "A0A024R5S8" 1 0
"10930" "STAT1" "DCLRE1C" "P42224" "Q96SD1" 1 0
"10931" "STAT1" "DDX50" "P42224" "Q9BQ39" 1 0
"10932" "STAT1" "DUOX2" "P42224" "Q9NRD8" 1 0
"10933" "STAT1" "EARS2" "P42224" "Q5JPH6" 1 0
"10934" "STAT1" "EDEM2" "P42224" "Q9BV94" 1 0
"10935" "STAT1" "EDN1" "P42224" "P05305" 1 0
"10936" "STAT1" "EGFR" "P42224" "Q504U8" 1 0
"10937" "STAT1" "EGLN3" "P42224" "B3KVT0" 1 0
"10938" "STAT1" "EIF2AK1" "P42224" "Q9BQI3" 1 0
"10939" "STAT1" "EIF2AK2" "P42224" "P19525" 1 0
"10940" "STAT1" "EIF2AK3" "P42224" "E7ER02" 1 0
"10941" "STAT1" "ELF5" "P42224" "A8K443" 1 0
"10942" "STAT1" "ELP3" "P42224" "B4DKA4" 1 0
"10943" "STAT1" "ESR1" "P42224" "G4XH65" 1 0
"10944" "STAT1" "ESR2" "P42224" "F1D8N3" 1 0
"10945" "STAT1" "ETV7" "P42224" "Q9Y603" 1 0
"10946" "STAT1" "FAS" "P42224" "P25445" 1 0
"10947" "STAT1" "FBXO5" "P42224" "Q9UKT4" 1 0
"10948" "STAT1" "FCGR1A" "P42224" "P12314" 1 0
"10949" "STAT1" "FCGR3A" "P42224" "M9MML0" 1 0
"10950" "STAT1" "FCGRT" "P42224" "A0A024QZI2" 0 1
"10951" "STAT1" "FGF2" "P42224" "A0A087WUF6" 1 0
"10952" "STAT1" "FGFR3" "P42224" "P22607" 0 1
"10953" "STAT1" "FOS" "P42224" "P01100" 1 0
"10954" "STAT1" "FOXP3" "P42224" "Q9BZS1" 1 0
"10955" "STAT1" "GATA3" "P42224" "P23771" 1 0
"10956" "STAT1" "GBP1" "P42224" "P32455" 1 0
"10957" "STAT1" "GCK" "P42224" "P35557" 1 0
"10958" "STAT1" "GLS" "P42224" "O94925" 1 0
"10959" "STAT1" "GREB1" "P42224" "Q4ZG55" 1 0
"10960" "STAT1" "GSTK1" "P42224" "Q9Y2Q3" 1 0
"10961" "STAT1" "HCFC1" "P42224" "P51610" 0 1
"10962" "STAT1" "HDAC7" "P42224" "Q8WUI4" 1 0
"10963" "STAT1" "HLA-DMA" "P42224" "Q31604" 1 0
"10964" "STAT1" "HLA-DMB" "P42224" "A0A1V0E3P2" 1 0
"10965" "STAT1" "HLA-DQA2" "P42224" "P01906" 1 0
"10966" "STAT1" "HLA-DRB1" "P42224" "P01912" 1 0
"10967" "STAT1" "HLA-E" "P42224" "A8K8M6" 1 0
"10968" "STAT1" "HMOX1" "P42224" "P09601" 1 0
"10969" "STAT1" "HSP90AA1" "P42224" "P07900" 0 1
"10970" "STAT1" "HSPB1" "P42224" "P04792" 1 0
"10971" "STAT1" "ICAM1" "P42224" "P05362" 1 0
"10972" "STAT1" "IDO1" "P42224" "P14902" 1 0
"10973" "STAT1" "IFI35" "P42224" "P80217" 1 0
"10974" "STAT1" "IFI6" "P42224" "P09912" 1 0
"10975" "STAT1" "IFIT1" "P42224" "P09914" 1 0
"10976" "STAT1" "IFIT3" "P42224" "O14879" 1 0
"10977" "STAT1" "IFITM1" "P42224" "A0A024R210" 1 0
"10978" "STAT1" "IFITM3" "P42224" "Q01628" 1 0
"10979" "STAT1" "IFNA1" "P42224" "L0N195" 0 1
"10980" "STAT1" "IFNB1" "P42224" "P01574" 0 1
"10981" "STAT1" "IFNG" "P42224" "P01579" 0 1
"10982" "STAT1" "IFNLR1" "P42224" "Q8IU57" 1 0
"10983" "STAT1" "IGF1" "P42224" "P05019" 1 0
"10984" "STAT1" "IGFBP3" "P42224" "B3KPF0" 1 0
"10985" "STAT1" "IL10" "P42224" "P22301" 1 0
"10986" "STAT1" "IL12A" "P42224" "O60595" 1 0
"10987" "STAT1" "IL12B" "P42224" "P29460" 1 0
"10988" "STAT1" "IL12RB1" "P42224" "P42701" 1 0
"10989" "STAT1" "IL12RB2" "P42224" "B4DGA4" 1 0
"10990" "STAT1" "IL17D" "P42224" "Q8TAD2" 1 0
"10991" "STAT1" "IL18BP" "P42224" "A0A024R5G2" 1 0
"10992" "STAT1" "IL1B" "P42224" "P01584" 1 0
"10993" "STAT1" "IL1R1" "P42224" "P14778" 1 0
"10994" "STAT1" "IL2RA" "P42224" "P01589" 1 0
"10995" "STAT1" "IL6" "P42224" "B4DVM1" 0 1
"10996" "STAT1" "IL6ST" "P42224" "A0A0A0N0L2" 1 0
"10997" "STAT1" "INO80" "P42224" "A0A024R9R7" 1 0
"10998" "STAT1" "IRF1" "P42224" "P10914" 1 0
"10999" "STAT1" "IRF2" "P42224" "P14316" 1 0
"11000" "STAT1" "IRF7" "P42224" "Q92985" 1 0
"11001" "STAT1" "IRF8" "P42224" "Q02556" 1 0
"11002" "STAT1" "IRF9" "P42224" "Q00978" 1 0
"11003" "STAT1" "ISG15" "P42224" "P05161" 1 0
"11004" "STAT1" "ISG20" "P42224" "Q96AZ6" 1 0
"11005" "STAT1" "JAK2" "P42224" "O60674" 1 0
"11006" "STAT1" "JUN" "P42224" "P05412" 1 0
"11007" "STAT1" "JUNB" "P42224" "P17275" 1 0
"11008" "STAT1" "KIF2A" "P42224" "O00139" 1 0
"11009" "STAT1" "KRT17" "P42224" "Q04695" 1 0
"11010" "STAT1" "LAP3" "P42224" "P28838" 1 0
"11011" "STAT1" "LY96" "P42224" "Q9Y6Y9" 1 0
"11012" "STAT1" "MAN1A1" "P42224" "P33908" 1 0
"11013" "STAT1" "MAT2A" "P42224" "A0A140VJP5" 1 0
"11014" "STAT1" "MCL1" "P42224" "A0A087WT64" 1 0
"11015" "STAT1" "MED16" "P42224" "Q9Y2X0" 1 0
"11016" "STAT1" "MET" "P42224" "A0A024R759" 1 0
"11017" "STAT1" "MMP13" "P42224" "P45452" 0 1
"11018" "STAT1" "MMP9" "P42224" "P14780" 0 1
"11019" "STAT1" "MTMR9" "P42224" "Q96QG7" 1 0
"11020" "STAT1" "MUC1" "P42224" "P15941" 1 0
"11021" "STAT1" "MUC4" "P42224" "A0A0G2JS65" 1 0
"11022" "STAT1" "MVP" "P42224" "Q14764" 1 0
"11023" "STAT1" "MX1" "P42224" "P20591" 1 0
"11024" "STAT1" "MYC" "P42224" "A0A087WVR4" 1 0
"11025" "STAT1" "MYD88" "P42224" "Q99836" 1 0
"11026" "STAT1" "NAA35" "P42224" "A8K874" 0 1
"11027" "STAT1" "NMI" "P42224" "Q13287" 1 0
"11028" "STAT1" "NOS2" "P42224" "P35228" 1 0
"11029" "STAT1" "NOX5" "P42224" "A3QRJ0" 1 0
"11030" "STAT1" "NR1H4" "P42224" "F1DAL1" 0 1
"11031" "STAT1" "OAS1" "P42224" "P00973" 1 0
"11032" "STAT1" "OAS2" "P42224" "P29728" 1 0
"11033" "STAT1" "OAS3" "P42224" "Q9Y6K5" 1 0
"11034" "STAT1" "OASL" "P42224" "Q15646" 1 0
"11035" "STAT1" "OPRM1" "P42224" "G8XRH5" 1 0
"11036" "STAT1" "PARP14" "P42224" "Q460N5" 1 0
"11037" "STAT1" "PIM1" "P42224" "P11309" 1 0
"11038" "STAT1" "PLAU" "P42224" "P00749" 1 0
"11039" "STAT1" "PLSCR1" "P42224" "O15162" 1 0
"11040" "STAT1" "PML" "P42224" "P29590" 1 0
"11041" "STAT1" "PPARA" "P42224" "F1D8S4" 1 0
"11042" "STAT1" "PRF1" "P42224" "P14222" 1 0
"11043" "STAT1" "PRKCE" "P42224" "L7RTI5" 0 1
"11044" "STAT1" "PROS1" "P42224" "A0A0S2Z4K3" 1 0
"11045" "STAT1" "PSMB9" "P42224" "A0A1U9X8D7" 1 0
"11046" "STAT1" "PTGFR" "P42224" "P43088" 1 0
"11047" "STAT1" "PTGS2" "P42224" "P35354" 1 0
"11048" "STAT1" "PTTG1IP" "P42224" "B4DPZ0" 1 0
"11049" "STAT1" "PWP2" "P42224" "Q15269" 1 0
"11050" "STAT1" "RBAK" "P42224" "Q9NYW8" 1 0
"11051" "STAT1" "REV3L" "P42224" "O60673" 1 0
"11052" "STAT1" "RIPK1" "P42224" "A0A024QZU0" 1 0
"11053" "STAT1" "RNF213" "P42224" "A0A0A0MTR7" 1 0
"11054" "STAT1" "RPS24" "P42224" "P62847" 0 1
"11055" "STAT1" "S100A10" "P42224" "P60903" 1 0
"11056" "STAT1" "SBNO2" "P42224" "Q9Y2G9" 1 0
"11057" "STAT1" "SCARB1" "P42224" "Q8WTV0" 1 0
"11058" "STAT1" "SEMA4B" "P42224" "J3KNP4" 1 0
"11059" "STAT1" "SLC2A2" "P42224" "P11168" 1 0
"11060" "STAT1" "SMARCA4" "P42224" "A7E2E1" 1 0
"11061" "STAT1" "SNRNP27" "P42224" "A8K513" 1 0
"11062" "STAT1" "SOCS1" "P42224" "O15524" 1 0
"11063" "STAT1" "SOCS2" "P42224" "A0A024RBD2" 1 0
"11064" "STAT1" "SOCS3" "P42224" "O14543" 1 0
"11065" "STAT1" "SOCS4" "P42224" "Q5H9R6" 1 0
"11066" "STAT1" "SOCS5" "P42224" "O75159" 1 0
"11067" "STAT1" "SOCS6" "P42224" "A0A024R379" 1 0
"11068" "STAT1" "SOCS7" "P42224" "O14512" 1 0
"11069" "STAT1" "STAT2" "P42224" "P52630" 1 0
"11070" "STAT1" "STAT3" "P42224" "P40763" 1 0
"11071" "STAT1" "TAP1" "P42224" "A0A0S2Z5A6" 1 0
"11072" "STAT1" "TBX21" "P42224" "Q9UL17" 1 0
"11073" "STAT1" "TFF1" "P42224" "P04155" 1 0
"11074" "STAT1" "TH" "P42224" "P07101" 1 0
"11075" "STAT1" "TIMP1" "P42224" "P01033" 1 0
"11076" "STAT1" "TLR3" "P42224" "O15455" 1 0
"11077" "STAT1" "TNFRSF8" "P42224" "A5D8T4" 1 0
"11078" "STAT1" "TNFSF11" "P42224" "O14788" 1 0
"11079" "STAT1" "TNFSF13B" "P42224" "Q9Y275" 1 0
"11080" "STAT1" "TP53" "P42224" "K7PPA8" 1 0
"11081" "STAT1" "TRIM25" "P42224" "Q14258" 1 0
"11082" "STAT1" "UBR1" "P42224" "Q8IWV7" 1 0
"11083" "STAT1" "UPP1" "P42224" "B4DND0" 1 0
"11084" "STAT1" "VEGFA" "P42224" "A0A087WUD8" 1 0
"11085" "STAT1" "VEGFC" "P42224" "P49767" 1 0
"11086" "STAT1" "VIP" "P42224" "P01282" 1 0
"11087" "STAT1" "VPS33B" "P42224" "B7Z1N4" 1 0
"11088" "STAT1" "ZC3HAV1" "P42224" "Q7Z2W4" 1 0
"11089" "STAT1" "ZFP1" "P42224" "Q6P2D0" 1 0
"11090" "STAT1" "ZFP30" "P42224" "D3Y2A0" 1 0
"11091" "STAT1" "ZNF107" "P42224" "A0A024R5Y9" 1 0
"11092" "STAT1" "ZNF112" "P42224" "Q9UJU3" 1 0
"11093" "STAT1" "ZNF114" "P42224" "Q8NC26" 1 0
"11094" "STAT1" "ZNF12" "P42224" "P17014" 1 0
"11095" "STAT1" "ZNF124" "P42224" "Q15973" 1 0
"11096" "STAT1" "ZNF140" "P42224" "P52738" 1 0
"11097" "STAT1" "ZNF155" "P42224" "Q12901" 1 0
"11098" "STAT1" "ZNF157" "P42224" "P51786" 1 0
"11099" "STAT1" "ZNF169" "P42224" "Q14929" 1 0
"11100" "STAT1" "ZNF175" "P42224" "Q9Y473" 1 0
"11101" "STAT1" "ZNF181" "P42224" "B4DM69" 1 0
"11102" "STAT1" "ZNF184" "P42224" "A0A024RCM2" 1 0
"11103" "STAT1" "ZNF19" "P42224" "P17023" 1 0
"11104" "STAT1" "ZNF200" "P42224" "P98182" 1 0
"11105" "STAT1" "ZNF205" "P42224" "O95201" 1 0
"11106" "STAT1" "ZNF222" "P42224" "Q9UK12" 1 0
"11107" "STAT1" "ZNF226" "P42224" "A0A024R0P4" 1 0
"11108" "STAT1" "ZNF227" "P42224" "Q658S5" 1 0
"11109" "STAT1" "ZNF23" "P42224" "B3KR55" 1 0
"11110" "STAT1" "ZNF230" "P42224" "Q9UIE0" 1 0
"11111" "STAT1" "ZNF235" "P42224" "Q14590" 1 0
"11112" "STAT1" "ZNF25" "P42224" "P17030" 1 0
"11113" "STAT1" "ZNF251" "P42224" "Q9BRH9" 1 0
"11114" "STAT1" "ZNF254" "P42224" "A0A087WZJ7" 1 0
"11115" "STAT1" "ZNF267" "P42224" "Q14586" 1 0
"11116" "STAT1" "ZNF268" "P42224" "Q14587" 1 0
"11117" "STAT1" "ZNF273" "P42224" "Q14593" 1 0
"11118" "STAT1" "ZNF282" "P42224" "Q86YG2" 1 0
"11119" "STAT1" "ZNF302" "P42224" "Q9NR11" 1 0
"11120" "STAT1" "ZNF311" "P42224" "A0A1U9X8W3" 1 0
"11121" "STAT1" "ZNF331" "P42224" "A0A024R4J5" 1 0
"11122" "STAT1" "ZNF333" "P42224" "Q96JL9" 1 0
"11123" "STAT1" "ZNF337" "P42224" "Q6ZUQ0" 1 0
"11124" "STAT1" "ZNF33B" "P42224" "Q06732" 1 0
"11125" "STAT1" "ZNF343" "P42224" "Q6P1L6" 1 0
"11126" "STAT1" "ZNF354A" "P42224" "V9HWI2" 1 0
"11127" "STAT1" "ZNF367" "P42224" "Q7RTV3" 0 1
"11128" "STAT1" "ZNF398" "P42224" "A0A090N8F2" 1 0
"11129" "STAT1" "ZNF41" "P42224" "P51814" 1 0
"11130" "STAT1" "ZNF417" "P42224" "M0R230" 1 0
"11131" "STAT1" "ZNF418" "P42224" "B7Z1P3" 1 0
"11132" "STAT1" "ZNF419" "P42224" "Q96HQ0" 1 0
"11133" "STAT1" "ZNF425" "P42224" "A0A090N7U3" 1 0
"11134" "STAT1" "ZNF460" "P42224" "Q14592" 1 0
"11135" "STAT1" "ZNF490" "P42224" "Q9ULM2" 1 0
"11136" "STAT1" "ZNF510" "P42224" "Q6NUI8" 1 0
"11137" "STAT1" "ZNF519" "P42224" "Q8TB69" 1 0
"11138" "STAT1" "ZNF529" "P42224" "Q6P280" 1 0
"11139" "STAT1" "ZNF546" "P42224" "B3KVL3" 1 0
"11140" "STAT1" "ZNF550" "P42224" "Q7Z398" 1 0
"11141" "STAT1" "ZNF567" "P42224" "B2R956" 1 0
"11142" "STAT1" "ZNF585A" "P42224" "Q6P3V2" 1 0
"11143" "STAT1" "ZNF589" "P42224" "Q86UQ0" 1 0
"11144" "STAT1" "ZNF596" "P42224" "Q8TC21" 1 0
"11145" "STAT1" "ZNF599" "P42224" "Q96NL3" 1 0
"11146" "STAT1" "ZNF613" "P42224" "Q6PF04" 1 0
"11147" "STAT1" "ZNF619" "P42224" "Q8N2I2" 1 0
"11148" "STAT1" "ZNF630" "P42224" "Q2M218" 1 0
"11149" "STAT1" "ZNF655" "P42224" "Q8N720" 1 0
"11150" "STAT1" "ZNF669" "P42224" "Q96BR6" 1 0
"11151" "STAT1" "ZNF670" "P42224" "Q9BS34" 1 0
"11152" "STAT1" "ZNF680" "P42224" "Q8NEM1" 1 0
"11153" "STAT1" "ZNF689" "P42224" "Q96CS4" 1 0
"11154" "STAT1" "ZNF713" "P42224" "A0A0M3HEQ9" 1 0
"11155" "STAT1" "ZNF721" "P42224" "Q8TF20" 1 0
"11156" "STAT1" "ZNF746" "P42224" "Q6NUN9" 1 0
"11157" "STAT1" "ZNF764" "P42224" "Q96H86" 1 0
"11158" "STAT1" "ZNF777" "P42224" "Q9ULD5" 1 0
"11159" "STAT1" "ZNF778" "P42224" "A0A0A0MSW5" 1 0
"11160" "STAT1" "ZNF782" "P42224" "Q6ZMW2" 1 0
"11161" "STAT1" "ZNF786" "P42224" "Q8N393" 1 0
"11162" "STAT1" "ZNF79" "P42224" "B4DY65" 1 0
"11163" "STAT1" "ZNF8" "P42224" "B3KS94" 1 0
"11164" "STAT1" "ZNF81" "P42224" "P51508" 1 0
"11165" "STAT1" "ZNF84" "P42224" "P51523" 1 0
"11166" "STAT1" "ZNF860" "P42224" "A6NHJ4" 1 0
"11167" "STAT1" "ZNF878" "P42224" "C9JN71" 1 0
"11168" "STAT1" "ZNF879" "P42224" "B4DU55" 1 0
"11169" "STAT2" "BST2" "P52630" "A0A024R7H5" 1 0
"11170" "STAT2" "CFB" "P52630" "A0A1U9X7H8" 1 0
"11171" "STAT2" "IFIT3" "P52630" "O14879" 1 0
"11172" "STAT2" "IRF1" "P52630" "P10914" 1 0
"11173" "STAT2" "IRF7" "P52630" "Q92985" 1 0
"11174" "STAT2" "MX1" "P52630" "P20591" 1 0
"11175" "STAT2" "OAS1" "P52630" "P00973" 1 0
"11176" "STAT2" "OAS2" "P52630" "P29728" 1 0
"11177" "STAT2" "PML" "P52630" "P29590" 1 0
"11178" "STAT2" "ADAR" "P52630" "P55265" 1 0
"11179" "STAT2" "ATP13A1" "P52630" "A0A024R7N2" 1 0
"11180" "STAT2" "CMTR1" "P52630" "Q8N1G2" 1 0
"11181" "STAT2" "DDX60L" "P52630" "Q5H9U9" 1 0
"11182" "STAT2" "DHX58" "P52630" "A0A024R1Y5" 1 0
"11183" "STAT2" "DTX3L" "P52630" "Q8TDB6" 1 0
"11184" "STAT2" "EIF2AK2" "P52630" "P19525" 1 0
"11185" "STAT2" "EPSTI1" "P52630" "Q96J88" 1 0
"11186" "STAT2" "FAM111A" "P52630" "A0A024R4Z3" 1 0
"11187" "STAT2" "IFI35" "P52630" "P80217" 1 0
"11188" "STAT2" "ISG15" "P52630" "P05161" 1 0
"11189" "STAT2" "MOV10" "P52630" "Q9HCE1" 1 0
"11190" "STAT2" "MYD88" "P52630" "Q99836" 1 0
"11191" "STAT2" "OAS3" "P52630" "Q9Y6K5" 1 0
"11192" "STAT2" "OASL" "P52630" "Q15646" 1 0
"11193" "STAT2" "PARP10" "P52630" "B4E0C4" 1 0
"11194" "STAT2" "PARP14" "P52630" "Q460N5" 1 0
"11195" "STAT2" "PARP9" "P52630" "Q8IXQ6" 1 0
"11196" "STAT2" "PIM1" "P52630" "P11309" 1 0
"11197" "STAT2" "PSMB8" "P52630" "P28062" 1 0
"11198" "STAT2" "SAMD9" "P52630" "Q5K651" 1 0
"11199" "STAT2" "SOCS1" "P52630" "O15524" 1 0
"11200" "STAT2" "SP110" "P52630" "Q9HB58" 1 0
"11201" "STAT2" "SP140L" "P52630" "U5Y3L1" 1 0
"11202" "STAT2" "STAT1" "P52630" "P42224" 1 0
"11203" "STAT2" "TAP2" "P52630" "Q03519" 1 0
"11204" "STAT2" "TRIM21" "P52630" "P19474" 1 0
"11205" "STAT2" "TRIM56" "P52630" "Q9BRZ2" 1 0
"11206" "STAT2" "USF1" "P52630" "A0A0S2Z4U5" 1 0
"11207" "STAT2" "XAF1" "P52630" "Q6GPH4" 1 0
"11208" "STAT3" "A2M" "P40763" "P01023" 1 0
"11209" "STAT3" "BCL2" "P40763" "A0A024R2B3" 1 0
"11210" "STAT3" "BCL2L1" "P40763" "Q07817" 1 0
"11211" "STAT3" "BCL6" "P40763" "P41182" 1 0
"11212" "STAT3" "BIRC3" "P40763" "Q13489" 1 0
"11213" "STAT3" "BIRC5" "P40763" "O15392" 1 0
"11214" "STAT3" "CCL2" "P40763" "P13500" 1 0
"11215" "STAT3" "CCND1" "P40763" "P24385" 1 0
"11216" "STAT3" "CCND2" "P40763" "P30279" 1 0
"11217" "STAT3" "CCND3" "P40763" "P30281" 1 0
"11218" "STAT3" "CD274" "P40763" "Q0GN75" 1 0
"11219" "STAT3" "CDK4" "P40763" "A0A024RBB6" 1 0
"11220" "STAT3" "CDKN1A" "P40763" "A0A024RCX5" 1 0
"11221" "STAT3" "CFB" "P40763" "A0A1U9X7H8" 1 0
"11222" "STAT3" "CHI3L1" "P40763" "A0A024R969" 1 0
"11223" "STAT3" "CISH" "P40763" "Q9NSE2" 1 0
"11224" "STAT3" "COPS5" "P40763" "A0A024R7W9" 1 0
"11225" "STAT3" "CRP" "P40763" "P02741" 1 0
"11226" "STAT3" "CSRP1" "P40763" "B4DY28" 1 0
"11227" "STAT3" "CYP19A1" "P40763" "A0A024R5S8" 1 0
"11228" "STAT3" "EGFR" "P40763" "Q504U8" 1 0
