source_genesymbol	target_genesymbol	from	to	consensus_stimulation	consensus_inhibition
BACH2	SNX25	Q9BYV9	Q9H3E2	1	0
BACH2	SQSTM1	Q9BYV9	Q13501	1	0
BACH2	SWAP70	Q9BYV9	B3KUB9	1	0
BACH2	TBK1	Q9BYV9	Q9UHD2	1	0
BACH2	TCF4	Q9BYV9	B3KVA4	1	0
BACH2	TMSB4X	Q9BYV9	A2VCK8	1	0
BACH2	TNFSF9	Q9BYV9	A0A0U5J8I0	1	0
BACH2	TUBA4A	Q9BYV9	P68366	1	0
BACH2	TXLNB	Q9BYV9	Q8N3L3	1	0
BACH2	ZHX2	Q9BYV9	Q9Y6X8	1	0
BATF	TNFRSF8	Q16520	A5D8T4	1	0
BATF	APBB1IP	Q16520	Q7Z5R6	1	0
BATF	ARHGAP25	Q16520	P42331	1	0
BATF	CACNB4	Q16520	O00305	1	0
BATF	CCR7	Q16520	P32248	1	0
BATF	CTSC	Q16520	P53634	1	0
BATF	DENND1A	Q16520	Q8TEH3	1	0
BATF	DMD	Q16520	P11532	1	0
BATF	DOCK2	Q16520	Q5XG91	1	0
BATF	ELF1	Q16520	P32519	1	0
BATF	FAM49B	Q16520	A0A024R9G4	1	0
BATF	FGGY	Q16520	Q96C11	1	0
BATF	GSAP	Q16520	A4D1B5	1	0
BATF	IER5	Q16520	Q5VY09	1	0
BATF	IKZF1	Q16520	Q13422	1	0
BATF	IKZF3	Q16520	Q9UKT9	1	0
BATF	IL1R1	Q16520	P14778	1	0
BATF	IL1R2	Q16520	P27930	1	0
BATF	KCNMA1	Q16520	Q12791	1	0
BATF	LAMC1	Q16520	P11047	1	0
BATF	LAPTM5	Q16520	Q13571	1	0
BATF	MAP3K5	Q16520	Q99683	1	0
BATF	NABP1	Q16520	Q96AH0	1	0
BATF	NCOA1	Q16520	Q15788	1	0
BATF	NEK6	Q16520	Q9HC98	1	0
BATF	NFKB1	Q16520	A0A024RDJ4	1	0
BATF	NRCAM	Q16520	Q14CA1	1	0
BATF	PIK3AP1	Q16520	Q6ZUJ8	1	0
BATF	PIK3R5	Q16520	L7RT34	1	0
BATF	PITPNC1	Q16520	Q9UKF7	1	0
BATF	PRKCB	Q16520	P05771	1	0
BATF	PRKCH	Q16520	P24723	1	0
BATF	PTPN2	Q16520	P17706	1	0
BATF	RABGAP1L	Q16520	Q5R372	1	0
BATF	RAPGEF1	Q16520	Q13905	1	0
BATF	RBM47	Q16520	A0AV96	1	0
BATF	RHOH	Q16520	Q15669	1	0
BATF	RIN3	Q16520	Q6ZRC2	1	0
BATF	RUNX1	Q16520	Q01196	1	0
BATF	SAMSN1	Q16520	Q9NSI8	1	0
BATF	SLAMF1	Q16520	Q13291	1	0
BATF	ST3GAL1	Q16520	A0A024R9L6	1	0
BATF	ST6GAL1	Q16520	P15907	1	0
BATF	ST7	Q16520	Q9NRC1	1	0
BATF	STK10	Q16520	O94804	1	0
BATF	TBXAS1	Q16520	P24557	1	0
BATF	TRIM2	Q16520	Q9C040	1	0
BATF	VOPP1	Q16520	Q96AW1	1	0
BCL11A	AMPD3	D9YZV9	Q01432	1	0
BCL11A	CACNA1E	D9YZV9	Q15878	1	0
BCL11A	CCDC88C	D9YZV9	B4DZB8	1	0
BCL11A	CDYL	D9YZV9	Q9Y232	1	0
BCL11A	CNTNAP2	D9YZV9	A0A090N7T7	1	0
BCL11A	DTNB	D9YZV9	B7Z6A9	1	0
BCL11A	ELMO1	D9YZV9	Q92556	1	0
BCL11A	EPHB1	D9YZV9	P54762	1	0
BCL11A	ETV6	D9YZV9	A0A0S2Z3C9	1	0
BCL11A	GDI2	D9YZV9	P50395	1	0
BCL11A	IGF1R	D9YZV9	P08069	1	0
BCL11A	JARID2	D9YZV9	Q92833	1	0
BCL11A	KDM2B	D9YZV9	Q8NHM5	1	0
BCL11A	KLHL6	D9YZV9	Q8WZ60	1	0
BCL11A	LCP1	D9YZV9	A0A024RDT4	1	0
BCL11A	MAP3K8	D9YZV9	P41279	1	0
BCL11A	NFIC	D9YZV9	B7Z4T6	1	0
BCL11A	OBSCN	D9YZV9	Q5VST9	1	0
BCL11A	PARP15	D9YZV9	Q460N3	1	0
BCL11A	PAX5	D9YZV9	Q02548	1	0
BCL11A	PDE1C	D9YZV9	Q14123	1	0
BCL11A	PIK3AP1	D9YZV9	Q6ZUJ8	1	0
BCL11A	PPP2R5C	D9YZV9	Q13362	1	0
BCL11A	PRKCB	D9YZV9	P05771	1	0
BCL11A	RUNX3	D9YZV9	A0A024RAH4	1	0
BCL11A	SLC12A8	D9YZV9	A0AV02	1	0
BCL11A	SORL1	D9YZV9	A0A024R3H2	1	0
BCL11A	SP140	D9YZV9	B4DVW8	1	0
BCL11A	SYNE2	D9YZV9	Q8WXH0	1	0
BCL11A	TBC1D4	D9YZV9	O60343	1	0
BCL11A	TLE4	D9YZV9	Q04727	1	0
BCL11A	TRAK1	D9YZV9	A0A024R2M0	1	0
BCL11A	ZMIZ1	D9YZV9	A0JLS3	1	0
BCL11A	ZMYND8	D9YZV9	Q569J9	1	0
BCL11A	ZNF365	D9YZV9	Q70YC5	1	0
BCL3	MYB	P20749	P10242	1	0
BCL3	ARPC1B	P20749	A4D275	1	0
BCL3	BHLHE40	P20749	O14503	1	0
BCL3	CARHSP1	P20749	Q9Y2V2	1	0
BCL3	CCR7	P20749	P32248	1	0
BCL3	CIC	P20749	Q96RK0	1	0
BCL3	CMIP	P20749	Q8IY22	1	0
BCL3	CSNK1D	P20749	P48730	1	0
BCL3	ELF3	P20749	A0A024R974	1	0
BCL3	EPHA2	P20749	A0A024QZA8	1	0
BCL3	ETV6	P20749	A0A0S2Z3C9	1	0
BCL3	GNB2	P20749	P62879	1	0
BCL3	GPR3	P20749	F1DAM5	1	0
BCL3	GRAMD1A	P20749	Q96CP6	1	0
BCL3	IGFBP4	P20749	A0A024R1U8	1	0
BCL3	IRF1	P20749	P10914	1	0
BCL3	ITGA3	P20749	A0A140VJM0	1	0
BCL3	LDLR	P20749	A0A024R7D5	1	0
BCL3	LITAF	P20749	Q99732	1	0
BCL3	LPCAT1	P20749	Q8NF37	1	0
BCL3	MAP3K8	P20749	P41279	1	0
BCL3	MIDN	P20749	Q504T8	1	0
BCL3	NCOA7	P20749	B3KXK4	1	0
BCL3	NTMT1	P20749	A0A024R8E4	1	0
BCL3	PRR7	P20749	A0A024R7R8	1	0
BCL3	PTBP1	P20749	P26599	1	0
BCL3	PTMA	P20749	P06454	1	0
BCL3	RARA	P20749	P10276	1	0
BCL3	RUNX1	P20749	Q01196	1	0
BCL3	SBNO2	P20749	Q9Y2G9	1	0
BCL3	SEMA4B	P20749	J3KNP4	1	0
BCL3	SLAMF1	P20749	Q13291	1	0
BCL3	SLC7A5	P20749	Q01650	1	0
BCL3	STAT3	P20749	P40763	1	0
BCL3	TGIF1	P20749	Q15583	1	0
BCL3	TNFRSF1A	P20749	P19438	1	0
BCL3	TNS4	P20749	Q6PJP3	1	0
BCL3	TTYH3	P20749	A0A024R816	1	0
BCL3	VASP	P20749	A0A024R0V4	1	0
BCL3	VMP1	P20749	Q96GC9	1	0
BCL6	CCND2	P41182	P30279	0	1
BCL6	HDAC7	P41182	Q8WUI4	0	1
BCL6	IRF4	P41182	Q15306	0	1
BCL6	LITAF	P41182	Q99732	0	1
BCL6	PRDM1	P41182	O75626	0	1
BCL6	FOXO3	P41182	O43524	0	1
BCL6	AHRR	P41182	A9YTQ3	0	1
BCL6	ANK3	P41182	Q12955	0	1
BCL6	ARHGAP26	P41182	A0A0S2Z536	0	1
BCL6	ARID5B	P41182	Q14865	0	1
BCL6	BRD4	P41182	A0A024R7H8	0	1
BCL6	CABIN1	P41182	A0A024R1E5	0	1
BCL6	CBFA2T3	P41182	O75081	0	1
BCL6	CCND3	P41182	P30281	0	1
BCL6	CFLAR	P41182	A0A024R3Z7	0	1
BCL6	DENND3	P41182	A2RUS2	0	1
BCL6	DUSP22	P41182	Q9NRW4	0	1
BCL6	GFOD1	P41182	Q9NXC2	0	1
BCL6	GMDS	P41182	O60547	0	1
BCL6	GPCPD1	P41182	Q9NPB8	0	1
BCL6	HDAC4	P41182	P56524	0	1
BCL6	IL4R	P41182	P24394	0	1
BCL6	JADE1	P41182	Q6IE81	0	1
BCL6	LDLR	P41182	A0A024R7D5	0	1
BCL6	LPP	P41182	B7ZLW0	0	1
BCL6	MAP3K8	P41182	P41279	0	1
BCL6	MAPKAPK3	P41182	A0A024R2W7	0	1
BCL6	NCOA7	P41182	B3KXK4	0	1
BCL6	OSBPL10	P41182	Q9BXB5	0	1
BCL6	PLCG2	P41182	P16885	0	1
BCL6	RHOQ	P41182	P17081	0	1
BCL6	RNF213	P41182	A0A0A0MTR7	0	1
BCL6	SEMA4B	P41182	J3KNP4	0	1
BCL6	SLA	P41182	Q13239	0	1
BCL6	ST3GAL1	P41182	A0A024R9L6	0	1
BCL6	SYNE2	P41182	Q8WXH0	0	1
BCL6	SYPL1	P41182	A4D0R1	0	1
BCL6	TCF3	P41182	P15923	0	1
BCL6	TLE3	P41182	Q04726	0	1
BCL6	TNK2	P41182	Q07912	0	1
BCL6	TNS3	P41182	Q68CZ2	0	1
BCL6	TPM4	P41182	P67936	0	1
BCL6	UBALD2	P41182	Q8IYN6	0	1
BCL6	UMODL1	P41182	Q5DID0	0	1
BCL6	ZFAT	P41182	Q4KMQ4	0	1
BHLHE40	NR4A1	O14503	P22736	0	1
BHLHE40	ABCC1	O14503	P33527	0	1
BHLHE40	ACAP3	O14503	Q8WTZ1	0	1
BHLHE40	ACTB	O14503	P60709	0	1
BHLHE40	ANKRD11	O14503	Q6UB99	0	1
BHLHE40	ARHGEF3	O14503	Q9NR81	0	1
BHLHE40	BCL3	O14503	P20749	0	1
BHLHE40	BCOR	O14503	Q6W2J9	0	1
BHLHE40	CCDC57	O14503	Q2TAC2	0	1
BHLHE40	CD83	O14503	Q01151	0	1
BHLHE40	CDKN1A	O14503	A0A024RCX5	0	1
BHLHE40	CREB5	O14503	Q02930	0	1
BHLHE40	CSK	O14503	A8K3B6	0	1
BHLHE40	CTTN	O14503	Q14247	0	1
BHLHE40	CUX1	O14503	P39880	0	1
BHLHE40	DLGAP1	O14503	O14490	0	1
BHLHE40	EGLN3	O14503	B3KVT0	0	1
BHLHE40	ELMSAN1	O14503	A0A024R689	0	1
BHLHE40	FKBP5	O14503	Q13451	0	1
BHLHE40	FLNB	O14503	O75369	0	1
BHLHE40	GDF15	O14503	Q99988	0	1
BHLHE40	GFOD1	O14503	Q9NXC2	0	1
BHLHE40	GNA12	O14503	E9PC54	0	1
BHLHE40	HES1	O14503	Q14469	0	1
BHLHE40	ID2	O14503	Q02363	0	1
BHLHE40	IRF2BP2	O14503	Q7Z5L9	0	1
BHLHE40	JMJD1C	O14503	B7ZLC8	0	1
BHLHE40	LDLR	O14503	A0A024R7D5	0	1
BHLHE40	MAP2K3	O14503	P46734	0	1
BHLHE40	MICAL3	O14503	Q7RTP6	0	1
BHLHE40	NR1D1	O14503	F1D8S3	0	1
BHLHE40	PARVB	O14503	Q9HBI1	0	1
BHLHE40	PFKFB3	O14503	B7Z8A0	0	1
BHLHE40	PIM1	O14503	P11309	0	1
BHLHE40	PLEC	O14503	Q15149	0	1
BHLHE40	RALGDS	O14503	Q12967	0	1
BHLHE40	RARA	O14503	P10276	0	1
BHLHE40	RASSF5	O14503	A8K5F3	0	1
BHLHE40	RGS9	O14503	O75916	0	1
BHLHE40	SEMA4B	O14503	J3KNP4	0	1
BHLHE40	SH3BP2	O14503	P78314	0	1
BHLHE40	SLC16A3	O14503	A0A024R8U1	0	1
BHLHE40	SLC37A1	O14503	P57057	0	1
BHLHE40	SLC7A5	O14503	Q01650	0	1
BHLHE40	SMAD7	O14503	O15105	0	1
BHLHE40	SNAP47	O14503	A0A087X0B7	0	1
BHLHE40	SRC	O14503	P12931	0	1
BHLHE40	SRCIN1	O14503	Q9C0H9	0	1
BHLHE40	SUB1	O14503	P53999	0	1
BHLHE40	SYNJ2	O14503	A0A1W2PR85	0	1
BHLHE40	TLE3	O14503	Q04726	0	1
BHLHE40	TNFSF9	O14503	A0A0U5J8I0	0	1
BHLHE40	TRAPPC9	O14503	Q96Q05	0	1
BHLHE40	UBE2D3	O14503	D6RAH7	0	1
BHLHE40	VGLL4	O14503	G5E9M7	0	1
BHLHE40	XXYLT1	O14503	A0A140T9D0	0	1
BHLHE40	ZFP36L1	O14503	A0A024R658	0	1
CEBPA	ABCC1	P49715	P33527	1	0
CEBPA	ACACA	P49715	B2ZZ90	1	0
CEBPA	ACACB	P49715	O00763	1	0
CEBPA	ACE	P49715	B4DKH4	1	0
CEBPA	ADH1B	P49715	P00325	1	0
CEBPA	AEBP1	P49715	Q8IUX7	1	0
CEBPA	AGT	P49715	B0ZBE2	1	0
CEBPA	AGXT	P49715	P21549	1	0
CEBPA	ALB	P49715	P02768	1	0
CEBPA	ALOX5AP	P49715	A0A087WW23	1	0
CEBPA	APBB1IP	P49715	Q7Z5R6	1	0
CEBPA	APOA1	P49715	A0A024R3E3	1	0
CEBPA	APOB	P49715	P04114	1	0
CEBPA	BCL2	P49715	A0A024R2B3	1	0
CEBPA	C8orf76	P49715	Q96K31	1	0
CEBPA	CCNB1	P49715	P14635	1	0
CEBPA	CCND1	P49715	P24385	1	0
CEBPA	CCNE1	P49715	P24864	1	0
CEBPA	CDH13	P49715	B7Z9B1	1	0
CEBPA	CDK2	P49715	B4DDL9	1	0
CEBPA	CDKN1A	P49715	A0A024RCX5	1	0
CEBPA	CES1	P49715	P23141	1	0
CEBPA	CETP	P49715	A0A0S2Z3F6	1	0
CEBPA	CFTR	P49715	A0A024R730	1	0
CEBPA	COMT	P49715	A0A140VJG8	1	0
CEBPA	CPS1	P49715	P31327	1	0
CEBPA	CREB1	P49715	B7Z5C6	1	0
CEBPA	CRMP1	P49715	B3KT07	1	0
CEBPA	CSF1	P49715	A0A024R0A1	1	0
CEBPA	CSF3R	P49715	Q99062	1	0
CEBPA	CSRP1	P49715	B4DY28	1	0
CEBPA	CXCR2	P49715	P25025	1	0
CEBPA	CYP3A4	P49715	P08684	1	0
CEBPA	CYP3A7	P49715	P24462	1	0
CEBPA	DEFA3	P49715	P59666	1	0
CEBPA	E2F2	P49715	Q14209	1	0
CEBPA	E2F3	P49715	O00716	1	0
CEBPA	EDN1	P49715	P05305	1	0
CEBPA	EHHADH	P49715	Q08426	1	0
CEBPA	ELN	P49715	P15502	1	0
CEBPA	ENPP3	P49715	O14638	1	0
CEBPA	EPX	P49715	P11678	1	0
CEBPA	F3	P49715	P13726	1	0
CEBPA	FAS	P49715	P25445	1	0
CEBPA	FASN	P49715	P49327	1	0
CEBPA	FGL2	P49715	A4D1B8	1	0
CEBPA	FN1	P49715	B7ZLE5	1	0
CEBPA	GADD45A	P49715	P24522	1	0
CEBPA	GAPDH	P49715	P04406	1	0
CEBPA	GLS2	P49715	A0A087X004	1	0
CEBPA	GPX4	P49715	P36969	1	0
CEBPA	GSK3A	P49715	A0A024R0L5	1	0
CEBPA	GSK3B	P49715	P49841	1	0
CEBPA	GUCY2C	P49715	P25092	1	0
CEBPA	HAMP	P49715	P81172	1	0
CEBPA	HMGB1	P49715	A0A024RDR0	1	0
CEBPA	HNF4A	P49715	F1D8T1	1	0
CEBPA	HOMER3	P49715	Q9NSC5	1	0
CEBPA	HP	P49715	P00738	1	0
CEBPA	HPX	P49715	P02790	1	0
CEBPA	HSD17B11	P49715	Q8NBQ5	1	0
CEBPA	HSPA4	P49715	P34932	1	0
CEBPA	ICAM1	P49715	P05362	1	0
CEBPA	ID1	P49715	P41134	1	0
CEBPA	IGF1	P49715	P05019	1	0
CEBPA	IGF2	P49715	P01344	1	0
CEBPA	IL10	P49715	P22301	1	0
CEBPA	IL12B	P49715	P29460	1	0
CEBPA	IL1A	P49715	P01583	1	0
CEBPA	IL4	P49715	D4HNR6	1	0
CEBPA	IL5	P49715	P05113	1	0
CEBPA	IL6	P49715	B4DVM1	1	0
CEBPA	INSR	P49715	P06213	1	0
CEBPA	IRS1	P49715	A0A024R499	1	0
CEBPA	ITGA2	P49715	P17301	1	0
CEBPA	ITGAL	P49715	P20701	1	0
CEBPA	ITGAX	P49715	P20702	1	0
CEBPA	ITGB2	P49715	P05107	1	0
CEBPA	KAT7	P49715	O95251	1	0
CEBPA	KCNH8	P49715	Q96L42	1	0
CEBPA	KCNMA1	P49715	Q12791	1	0
CEBPA	LDLR	P49715	A0A024R7D5	1	0
CEBPA	LEP	P49715	A4D0Y8	1	0
CEBPA	LIPC	P49715	A6H8L5	1	0
CEBPA	LTF	P49715	P02788	1	0
CEBPA	MAD1L1	P49715	Q9Y6D9	1	0
CEBPA	MAT2A	P49715	A0A140VJP5	1	0
CEBPA	MME	P49715	P08473	1	0
CEBPA	MMP11	P49715	B3KQS8	1	0
CEBPA	MSR1	P49715	P21757	1	0
CEBPA	MYBL1	P49715	P10243	1	0
CEBPA	MYC	P49715	A0A087WVR4	0	1
CEBPA	NFYA	P49715	P23511	1	0
CEBPA	NFYC	P49715	Q13952	1	0
CEBPA	NR5A1	P49715	F1D8R8	1	0
CEBPA	PCK2	P49715	A0A0A0MS74	1	0
CEBPA	PCNA	P49715	P12004	1	0
CEBPA	PER2	P49715	O15055	1	0
CEBPA	PPARG	P49715	E9PFX5	1	0
CEBPA	PTGS2	P49715	P35354	1	0
CEBPA	RB1	P49715	A0A024RDV3	1	0
CEBPA	RNASE2	P49715	P10153	1	0
CEBPA	S100A9	P49715	P06702	1	0
CEBPA	SAA1	P49715	P0DJI8	1	0
CEBPA	SCD	P49715	O00767	1	0
CEBPA	SERPINC1	P49715	A0A024R944	1	0
CEBPA	SFTPD	P49715	P35247	1	0
CEBPA	SLC10A1	P49715	B2RA41	1	0
CEBPA	SLC9A1	P49715	B2RAH2	1	0
CEBPA	SMYD2	P49715	Q9NRG4	1	0
CEBPA	SOCS3	P49715	O14543	1	0
CEBPA	SOD1	P49715	P00441	1	0
CEBPA	SP1	P49715	P08047	1	0
CEBPA	SPI1	P49715	P17947	1	0
CEBPA	SPP1	P49715	A0A024RDE6	1	0
CEBPA	SREBF1	P49715	P36956	1	0
CEBPA	SREBF2	P49715	A0A024R1Q0	1	0
CEBPA	STAR	P49715	P49675	1	0
CEBPA	STAT3	P49715	P40763	1	0
CEBPA	TF	P49715	A0PJA6	1	0
CEBPA	THOC1	P49715	Q96FV9	1	0
CEBPA	TIMP2	P49715	A0A140VK57	1	0
CEBPA	TK1	P49715	K7ES52	1	0
CEBPA	TNFAIP3	P49715	P21580	1	0
CEBPA	TNFRSF1A	P49715	P19438	1	0
CEBPA	TOP2A	P49715	P11388	1	0
CEBPA	TSC22D3	P49715	Q5JRJ2	1	0
CEBPA	UBE2L3	P49715	P68036	1	0
CEBPA	VLDLR	P49715	P98155	1	0
CEBPA	XDH	P49715	P47989	1	0
CEBPB	ADM	P17676	P35318	1	0
CEBPB	ALB	P17676	P02768	1	0
CEBPB	ASNS	P17676	P08243	1	0
CEBPB	BCL2L1	P17676	Q07817	1	0
CEBPB	CDKN1A	P17676	A0A024RCX5	1	0
CEBPB	CSF3R	P17676	Q99062	1	0
CEBPB	CSRP1	P17676	B4DY28	1	0
CEBPB	CYP19A1	P17676	A0A024R5S8	0	1
CEBPB	F8	P17676	P00451	1	0
CEBPB	FASLG	P17676	P48023	1	0
CEBPB	FOS	P17676	P01100	1	0
CEBPB	FURIN	P17676	A0A024RC70	1	0
CEBPB	GADD45G	P17676	O95257	1	0
CEBPB	GFER	P17676	P55789	0	1
CEBPB	HP	P17676	P00738	1	0
CEBPB	IGF2	P17676	P01344	1	0
CEBPB	IL10	P17676	P22301	1	0
CEBPB	IL12B	P17676	P29460	1	0
CEBPB	IL1B	P17676	P01584	1	0
CEBPB	IL24	P17676	Q13007	1	0
CEBPB	IL4	P17676	D4HNR6	1	0
CEBPB	IL5	P17676	P05113	1	0
CEBPB	IL6	P17676	B4DVM1	1	0
CEBPB	INSR	P17676	P06213	1	0
CEBPB	PTGS2	P17676	P35354	1	0
CEBPB	S100A9	P17676	P06702	1	0
CEBPB	SAA1	P17676	P0DJI8	1	0
CEBPB	SAA2	P17676	P0DJI9	1	0
CEBPB	SFTPD	P17676	P35247	1	0
CEBPB	SLC10A1	P17676	B2RA41	1	0
CEBPB	SLC19A1	P17676	P41440	1	0
CEBPB	STAR	P17676	P49675	1	0
CEBPB	TNF	P17676	P01375	1	0
CEBPB	TNFAIP6	P17676	P98066	1	0
CEBPB	TOP1	P17676	P11387	1	0
CEBPB	XBP1	P17676	P17861	1	0
CEBPD	ALOX5AP	P49716	A0A087WW23	1	0
CEBPD	C3	P49716	B4DR57	1	0
CEBPD	CFTR	P49716	A0A024R730	1	0
CEBPD	CYP19A1	P49716	A0A024R5S8	0	1
CEBPD	GADD45G	P49716	O95257	1	0
CEBPD	GAPDH	P49716	P04406	1	0
CEBPD	POU5F1	P49716	M1S623	1	0
CEBPD	PTGS2	P49716	P35354	1	0
CEBPD	TNF	P49716	P01375	1	0
CEBPD	CCND1	P49716	P24385	1	0
CEBPD	GRAMD1A	P49716	Q96CP6	1	0
CEBPD	IL6	P49716	B4DVM1	1	0
CEBPD	NFIL3	P49716	A0A024R241	1	0
CEBPD	TF	P49716	A0PJA6	1	0
CEBPG	SFTPD	P53567	P35247	1	0
CEBPG	AIG1	P53567	Q9NVV5	1	0
CEBPG	ARHGAP25	P53567	P42331	1	0
CEBPG	ATP2A2	P53567	P16615	1	0
CEBPG	BRD4	P53567	A0A024R7H8	1	0
CEBPG	CECR2	P53567	B7WPH3	1	0
CEBPG	CHN2	P53567	P52757	1	0
CEBPG	CLIP1	P53567	P30622	1	0
CEBPG	CPQ	P53567	A0A024R9B8	1	0
CEBPG	CREB5	P53567	Q02930	1	0
CEBPG	CRYZL1	P53567	O95825	1	0
CEBPG	CYP19A1	P53567	A0A024R5S8	1	0
CEBPG	DPYSL2	P53567	A0A1C7CYX9	1	0
CEBPG	DST	P53567	B4DSS9	1	0
CEBPG	EDEM1	P53567	A0A024R2D5	1	0
CEBPG	ELMSAN1	P53567	A0A024R689	1	0
CEBPG	EPAS1	P53567	B3KW07	1	0
CEBPG	EPS15	P53567	B7Z240	1	0
CEBPG	FGGY	P53567	Q96C11	1	0
CEBPG	FRYL	P53567	B3KXG5	1	0
CEBPG	FYN	P53567	P06241	1	0
CEBPG	GRHL2	P53567	B4DL28	1	0
CEBPG	HDAC9	P53567	Q9UKV0	1	0
CEBPG	HK1	P53567	A8K7J7	1	0
CEBPG	LIPC	P53567	A6H8L5	1	0
CEBPG	MAP4	P53567	P27816	1	0
CEBPG	MICAL2	P53567	O94851	1	0
CEBPG	MTHFD1L	P53567	B7ZM99	1	0
CEBPG	NFIB	P53567	O00712	1	0
CEBPG	NFIL3	P53567	A0A024R241	1	0
CEBPG	PHF3	P53567	B3KP41	1	0
CEBPG	PIK3R1	P53567	P27986	1	0
CEBPG	PTP4A2	P53567	Q12974	1	0
CEBPG	ROCK2	P53567	O75116	1	0
CEBPG	RP1	P53567	P56715	1	0
CEBPG	RTN4	P53567	Q9NQC3	1	0
CEBPG	SLC38A1	P53567	A0A024R124	1	0
CEBPG	SLC9A1	P53567	B2RAH2	1	0
CEBPG	SOX6	P53567	P35712	1	0
CEBPG	TBC1D31	P53567	Q96DN5	1	0
CEBPG	TCF4	P53567	B3KVA4	1	0
CEBPG	TRIB1	P53567	Q96RU8	1	0
CEBPG	TRIB3	P53567	Q96RU7	1	0
CEBPG	VAV3	P53567	Q9UKW4	1	0
CLOCK	BHLHE40	O15516	O14503	1	0
CLOCK	BHLHE41	O15516	A0A024RAV8	1	0
CLOCK	CRY1	O15516	A2I2P0	1	0
CLOCK	CRY2	O15516	Q49AN0	1	0
CLOCK	NR1D2	O15516	B4DXD3	1	0
CLOCK	PER1	O15516	O15534	1	0
CLOCK	PER2	O15516	O15055	1	0
CLOCK	PER3	O15516	A0A087WV69	1	0
CLOCK	ACOXL	O15516	B4DU63	1	0
CLOCK	ATP9B	O15516	O43861	1	0
CLOCK	CDH22	O15516	A8K0L9	1	0
CLOCK	CDH23	O15516	A0A087WYR8	1	0
CLOCK	CELSR1	O15516	Q9NYQ6	1	0
CLOCK	CHCHD6	O15516	Q9BRQ6	1	0
CLOCK	CMIP	O15516	Q8IY22	1	0
CLOCK	COL6A1	O15516	P12109	1	0
CLOCK	CORO2B	O15516	Q9UQ03	1	0
CLOCK	CREB5	O15516	Q02930	1	0
CLOCK	DENND3	O15516	A2RUS2	1	0
CLOCK	DLGAP1	O15516	O14490	1	0
CLOCK	FAM91A1	O15516	Q658Y4	1	0
CLOCK	GAS7	O15516	O60861	1	0
CLOCK	GET4	O15516	Q7L5D6	1	0
CLOCK	GLI3	O15516	P10071	1	0
CLOCK	INPP5A	O15516	Q14642	1	0
CLOCK	IQSEC1	O15516	A0A087WWK8	1	0
CLOCK	ITGB2	O15516	P05107	1	0
CLOCK	LARP1	O15516	Q6PKG0	1	0
CLOCK	MAGI1	O15516	Q96QZ7	1	0
CLOCK	MICAL2	O15516	O94851	1	0
CLOCK	PKD1L1	O15516	Q8TDX9	1	0
CLOCK	PPFIA1	O15516	B3KVS8	1	0
CLOCK	PREX1	O15516	Q8TCU6	1	0
CLOCK	PRKAG2	O15516	Q9UGJ0	1	0
CLOCK	PTK2	O15516	Q05397	1	0
CLOCK	RGS12	O15516	O14924	1	0
CLOCK	RGS6	O15516	P49758	1	0
CLOCK	SEC14L1	O15516	A5PLM6	1	0
CLOCK	SIPA1L1	O15516	O43166	1	0
CLOCK	SMOC2	O15516	Q9H3U7	1	0
CLOCK	SPTBN4	O15516	Q9H254	1	0
CLOCK	TIAM1	O15516	Q13009	1	0
CLOCK	TNS1	O15516	B7Z6H8	1	0
CLOCK	TNS3	O15516	Q68CZ2	1	0
CLOCK	TRAPPC9	O15516	Q96Q05	1	0
CLOCK	WDR66	O15516	Q8TBY9	1	0
CLOCK	ZDHHC14	O15516	Q8IZN3	1	0
CLOCK	ZNF331	O15516	A0A024R4J5	1	0
CREB1	ADRA1A	B7Z5C6	P35348	1	0
CREB1	AQP3	B7Z5C6	Q92482	1	0
CREB1	BCL2	B7Z5C6	A0A024R2B3	1	0
CREB1	BDKRB1	B7Z5C6	P46663	1	0
CREB1	BDNF	B7Z5C6	A0A0E3SU01	1	0
CREB1	CCL5	B7Z5C6	D0EI67	1	0
CREB1	CCND1	B7Z5C6	P24385	1	0
CREB1	CD4	B7Z5C6	B4DT49	1	0
CREB1	CDK11A	B7Z5C6	Q9UQ88	1	0
CREB1	CIITA	B7Z5C6	A0A0B4J1S1	1	0
CREB1	CPT1A	B7Z5C6	P50416	1	0
CREB1	CXCR4	B7Z5C6	P61073	1	0
CREB1	CYP11A1	B7Z5C6	A0A0S2Z3R3	1	0
CREB1	CYP17A1	B7Z5C6	P05093	1	0
CREB1	CYP19A1	B7Z5C6	A0A024R5S8	1	0
CREB1	DIO2	B7Z5C6	A8K845	1	0
CREB1	EGR1	B7Z5C6	P18146	1	0
CREB1	ERBB2	B7Z5C6	P04626	1	0
CREB1	ETV3	B7Z5C6	P41162	1	0
CREB1	FLT1	B7Z5C6	P17948	1	0
CREB1	FN1	B7Z5C6	B7ZLE5	1	0
CREB1	FOS	B7Z5C6	P01100	1	0
CREB1	HLA-DOB	B7Z5C6	P13765	1	0
CREB1	HLA-DQB1	B7Z5C6	Q5SU54	1	0
CREB1	HLA-DRA	B7Z5C6	A0A0G2JMH6	1	0
CREB1	HMOX1	B7Z5C6	P09601	0	1
CREB1	HPGD	B7Z5C6	P15428	1	0
CREB1	IFNG	B7Z5C6	P01579	1	0
CREB1	IL10	B7Z5C6	P22301	1	0
