source_genesymbol	target_genesymbol	from	to	consensus_stimulation	consensus_inhibition
STAT3	BCL6	P40763	P41182	1	0
STAT3	BIRC3	P40763	Q13489	1	0
STAT3	BIRC5	P40763	O15392	1	0
STAT3	CCL2	P40763	P13500	1	0
STAT3	CCND1	P40763	P24385	1	0
STAT3	CCND2	P40763	P30279	1	0
STAT3	CCND3	P40763	P30281	1	0
STAT3	CD274	P40763	Q0GN75	1	0
STAT3	CDK4	P40763	A0A024RBB6	1	0
STAT3	CDKN1A	P40763	A0A024RCX5	1	0
STAT3	CFB	P40763	A0A1U9X7H8	1	0
STAT3	CHI3L1	P40763	A0A024R969	1	0
STAT3	CISH	P40763	Q9NSE2	1	0
STAT3	COPS5	P40763	A0A024R7W9	1	0
STAT3	CSRP1	P40763	B4DY28	1	0
STAT3	CYP19A1	P40763	A0A024R5S8	1	0
STAT3	EGFR	P40763	Q504U8	1	0
STAT3	ESR1	P40763	G4XH65	1	0
STAT3	ESR2	P40763	F1D8N3	1	0
STAT3	ETV6	P40763	A0A0S2Z3C9	1	0
STAT3	FAS	P40763	P25445	0	1
STAT3	FOS	P40763	P01100	1	0
STAT3	GFAP	P40763	P14136	1	0
STAT3	HAMP	P40763	P81172	1	0
STAT3	HIF1A	P40763	Q16665	1	0
STAT3	HMOX1	P40763	P09601	1	0
STAT3	HSPB1	P40763	P04792	1	0
STAT3	IFNAR1	P40763	P17181	1	0
STAT3	IGF1	P40763	P05019	1	0
STAT3	IL10	P40763	P22301	1	0
STAT3	IL2RA	P40763	P01589	1	0
STAT3	IL6	P40763	B4DVM1	1	0
STAT3	IL6ST	P40763	A0A0A0N0L2	1	0
STAT3	IRF1	P40763	P10914	1	0
STAT3	JUNB	P40763	P17275	1	0
STAT3	KLF11	P40763	B7ZAX4	1	0
STAT3	LTBP1	P40763	Q14766	0	1
STAT3	MCL1	P40763	A0A087WT64	1	0
STAT3	MMP3	P40763	P08254	1	0
STAT3	MUC1	P40763	P15941	1	0
STAT3	MUC4	P40763	A0A0G2JS65	1	0
STAT3	MYC	P40763	A0A087WVR4	1	0
STAT3	MYD88	P40763	Q99836	1	0
STAT3	NNMT	P40763	P40261	1	0
STAT3	NOX5	P40763	A3QRJ0	1	0
STAT3	OSM	P40763	B5MCX1	1	0
STAT3	PGF	P40763	P49763	0	1
STAT3	PIM1	P40763	P11309	1	0
STAT3	PRF1	P40763	P14222	1	0
STAT3	PTGS2	P40763	P35354	1	0
STAT3	PTPN13	P40763	Q12923	1	0
STAT3	RNLS	P40763	Q5VYX0	1	0
STAT3	ROR1	P40763	Q01973	1	0
STAT3	RORA	P40763	A0A0C4DFP5	1	0
STAT3	S100A11	P40763	P31949	1	0
STAT3	SAA1	P40763	P0DJI8	1	0
STAT3	SOCS1	P40763	O15524	1	0
STAT3	SOCS3	P40763	O14543	1	0
STAT3	STAT1	P40763	P42224	1	0
STAT3	TIMP1	P40763	P01033	1	0
STAT3	TP53	P40763	K7PPA8	1	0
STAT3	TRH	P40763	P20396	1	0
STAT3	USP7	P40763	B7ZAX6	0	1
STAT3	VEGFA	P40763	A0A087WUD8	1	0
STAT3	VEGFB	P40763	P49765	1	0
STAT3	ZFP36	P40763	M0QY76	1	0
STAT4	IFNG	Q14765	P01579	1	0
STAT4	IL2RA	Q14765	P01589	1	0
STAT4	IRF1	Q14765	P10914	1	0
STAT4	MYC	Q14765	A0A087WVR4	1	0
STAT4	PIM1	Q14765	P11309	1	0
STAT4	PRF1	Q14765	P14222	1	0
STAT4	S100A4	Q14765	P26447	1	0
STAT4	SOCS3	Q14765	O14543	0	1
STAT4	TBX21	Q14765	Q9UL17	1	0
STAT4	CCND2	Q14765	P30279	1	0
STAT5A	BCL2	A8K6I5	A0A024R2B3	1	0
STAT5A	BCL2L1	A8K6I5	Q07817	1	0
STAT5A	BCL6	A8K6I5	P41182	1	0
STAT5A	CCND1	A8K6I5	P24385	1	0
STAT5A	CCND2	A8K6I5	P30279	0	1
STAT5A	CCND3	A8K6I5	P30281	1	0
STAT5A	CEL	A8K6I5	B4DSX9	1	0
STAT5A	ESR1	A8K6I5	G4XH65	1	0
STAT5A	ESR2	A8K6I5	F1D8N3	1	0
STAT5A	IFNG	A8K6I5	P01579	1	0
STAT5A	IGF1	A8K6I5	P05019	1	0
STAT5A	IL2RA	A8K6I5	P01589	1	0
STAT5A	IL6ST	A8K6I5	A0A0A0N0L2	1	0
STAT5A	IRF1	A8K6I5	P10914	1	0
STAT5A	LONP1	A8K6I5	P36776	1	0
STAT5A	MUC1	A8K6I5	P15941	1	0
STAT5A	MYD88	A8K6I5	Q99836	1	0
STAT5A	OSM	A8K6I5	B5MCX1	1	0
STAT5A	PIM1	A8K6I5	P11309	1	0
STAT5A	PRF1	A8K6I5	P14222	1	0
STAT5B	BCL2L1	P51692	Q07817	1	0
STAT5B	BCL6	P51692	P41182	1	0
STAT5B	CCND1	P51692	P24385	1	0
STAT5B	CCND3	P51692	P30281	1	0
STAT5B	CEL	P51692	B4DSX9	1	0
STAT5B	ESR1	P51692	G4XH65	1	0
STAT5B	ESR2	P51692	F1D8N3	1	0
STAT5B	FCGR1A	P51692	P12314	1	0
STAT5B	IFNG	P51692	P01579	1	0
STAT5B	IGF1	P51692	P05019	1	0
STAT5B	IL2RA	P51692	P01589	1	0
STAT5B	IL6ST	P51692	A0A0A0N0L2	1	0
STAT5B	MUC1	P51692	P15941	1	0
STAT5B	OSM	P51692	B5MCX1	1	0
STAT5B	PIM1	P51692	P11309	1	0
STAT5B	PRF1	P51692	P14222	1	0
STAT6	ALOX15	P42226	P16050	1	0
STAT6	BCL2L1	P42226	Q07817	1	0
STAT6	CCL17	P42226	Q92583	1	0
STAT6	CISH	P42226	Q9NSE2	1	0
STAT6	FOS	P42226	P01100	1	0
STAT6	IL4	P42226	D4HNR6	1	0
STAT6	IRF1	P42226	P10914	1	0
STAT6	RHOA	P42226	A0A024R324	1	0
STAT6	SLC26A4	P42226	O43511	1	0
STAT6	SOCS1	P42226	O15524	1	0
TAF1	KMT2E	P21675	Q8IZD2	1	0
TAF1	PRRC2B	P21675	Q5JSZ5	1	0
TAF1	ABR	P21675	B7Z2X0	1	0
TAF1	ADAR	P21675	P55265	1	0
TAF1	AFF1	P21675	P51825	1	0
TAF1	ANKRD11	P21675	Q6UB99	1	0
TAF1	ARID1A	P21675	O14497	1	0
TAF1	ARID2	P21675	Q68CP9	1	0
TAF1	ARID4B	P21675	A0A024R3R1	1	0
TAF1	ARPC5L	P21675	A0A024R897	1	0
TAF1	ATXN7	P21675	O15265	1	0
TAF1	BAZ2A	P21675	F8VU39	1	0
TAF1	BRD2	P21675	A0A024RCR5	1	0
TAF1	CHD9	P21675	Q3L8U1	1	0
TAF1	CTBP2	P21675	P56545	1	0
TAF1	DGKH	P21675	A8K0I1	1	0
TAF1	DIDO1	P21675	Q9BTC0	1	0
TAF1	DYRK1A	P21675	Q13627	1	0
TAF1	EIF5A	P21675	P63241	1	0
TAF1	ELF2	P21675	Q15723	1	0
TAF1	ELMSAN1	P21675	A0A024R689	1	0
TAF1	ERI2	P21675	A8K979	1	0
TAF1	FBXO11	P21675	Q86XK2	1	0
TAF1	GGNBP2	P21675	Q9H3C7	1	0
TAF1	GNAS	P21675	A0A0S2Z3H8	1	0
TAF1	GTF2I	P21675	A8K9W7	1	0
TAF1	HNRNPL	P21675	P14866	1	0
TAF1	IRF2BP2	P21675	Q7Z5L9	1	0
TAF1	JMJD1C	P21675	B7ZLC8	1	0
TAF1	KANSL1	P21675	Q7Z3B3	1	0
TAF1	KPNB1	P21675	B7Z752	1	0
TAF1	MIA3	P21675	Q5JRA6	1	0
TAF1	MKNK2	P21675	Q9HBH9	1	0
TAF1	NR3C1	P21675	F1D8N4	1	0
TAF1	PDE8A	P21675	O60658	1	0
TAF1	PHF2	P21675	O75151	1	0
TAF1	PPM1A	P21675	A0A024R6A5	1	0
TAF1	RCC2	P21675	A0A024RAC5	1	0
TAF1	SCAF11	P21675	Q99590	1	0
TAF1	SIN3A	P21675	Q96ST3	1	0
TAF1	SP3	P21675	Q02447	1	0
TAF1	SQSTM1	P21675	Q13501	1	0
TAF1	SRC	P21675	P12931	1	0
TAF1	STK40	P21675	Q8N2I9	1	0
TAF1	USP9X	P21675	Q6P468	1	0
TAF1	WDR82	P21675	A0A024R333	1	0
TAF1	ZFHX3	P21675	Q15911	1	0
TAF1	ZMIZ1	P21675	A0JLS3	1	0
TBP	APP	P20226	A0A140VJC8	1	0
TBP	CDKN1A	P20226	A0A024RCX5	1	0
TBP	FN1	P20226	B7ZLE5	1	0
TBP	FUS	P20226	P35637	0	1
TBP	MYC	P20226	A0A087WVR4	1	0
TBP	PMF1	P20226	Q6P1K2	1	0
TBP	ACTB	P20226	P60709	1	0
TBP	ABT1	P20226	A0A024R029	1	0
TBP	ANXA2	P20226	A0A024R5Z7	1	0
TBP	BSG	P20226	P35613	1	0
TBP	CFLAR	P20226	A0A024R3Z7	1	0
TBP	DIO2	P20226	A8K845	1	0
TBP	DNAJB12	P20226	J3KPS0	1	0
TBP	FAM49B	P20226	A0A024R9G4	1	0
TBP	FBXL5	P20226	Q9UKA1	1	0
TBP	HBP1	P20226	B4DJ36	1	0
TBP	HIVEP1	P20226	P15822	1	0
TBP	IER5	P20226	Q5VY09	1	0
TBP	IL10	P20226	P22301	1	0
TBP	IL13	P20226	P35225	1	0
TBP	ITPR1	P20226	B4DER3	1	0
TBP	KDM2A	P20226	Q9Y2K7	1	0
TBP	KIAA1522	P20226	Q9P206	1	0
TBP	KLF6	P20226	D3GC14	1	0
TBP	LIMA1	P20226	Q9UHB6	1	0
TBP	LUC7L2	P20226	Q9Y383	1	0
TBP	MB	P20226	A0A1K0FU49	1	0
TBP	NCOR2	P20226	C9JE98	1	0
TBP	PICALM	P20226	A0A024R5L7	1	0
TBP	PNKP	P20226	Q96T60	1	0
TBP	PRRC2B	P20226	Q5JSZ5	1	0
TBP	RABGAP1L	P20226	Q5R372	1	0
TBP	RUNX1	P20226	Q01196	1	0
TBP	SAMD4A	P20226	Q9UPU9	1	0
TBP	SEC22C	P20226	A0A024R2Q1	1	0
TBP	SERPINE1	P20226	A0A024QYT5	1	0
TBP	SMTN	P20226	A0A087X1R1	1	0
TBP	ST6GAL1	P20226	P15907	1	0
TBP	TGIF1	P20226	Q15583	1	0
TBP	THUMPD3	P20226	A0A024R2F4	1	0
TBP	USP3	P20226	Q9Y6I4	1	0
TBP	USP45	P20226	Q70EL2	1	0
TBP	ZMYND8	P20226	Q569J9	1	0
TBX21	CXCR3	Q9UL17	P49682	1	0
TBX21	GATA3	Q9UL17	P23771	1	0
TBX21	IFNG	Q9UL17	P01579	1	0
TBX21	IL4	Q9UL17	D4HNR6	0	1
TBX21	AKNA	Q9UL17	Q64FY1	1	0
TBX21	IL12RB2	Q9UL17	B4DGA4	1	0
TBX21	IL21R	Q9UL17	Q9HBE5	1	0
TBX21	SEMA4D	Q9UL17	Q92854	1	0
TBX21	SLAMF7	Q9UL17	Q9NQ25	1	0
TBX21	ADD3	Q9UL17	Q9UEY8	1	0
TBX21	ANK3	Q9UL17	Q12955	1	0
TBX21	ARHGAP25	Q9UL17	P42331	1	0
TBX21	AUTS2	Q9UL17	Q8WXX7	1	0
TBX21	CCDC88C	Q9UL17	B4DZB8	1	0
TBX21	CD226	Q9UL17	Q15762	1	0
TBX21	CHN2	Q9UL17	P52757	1	0
TBX21	CIITA	Q9UL17	A0A0B4J1S1	1	0
TBX21	CLMN	Q9UL17	Q6NUQ2	1	0
TBX21	CRTAM	Q9UL17	O95727	1	0
TBX21	CXCR4	Q9UL17	P61073	1	0
TBX21	CYTH1	Q9UL17	Q15438	1	0
TBX21	CYTIP	Q9UL17	O60759	1	0
TBX21	DENND3	Q9UL17	A2RUS2	1	0
TBX21	DOCK10	Q9UL17	Q96BY6	1	0
TBX21	DOCK2	Q9UL17	Q5XG91	1	0
TBX21	EBF1	Q9UL17	B4E2U8	1	0
TBX21	EGR2	Q9UL17	P11161	1	0
TBX21	ERN1	Q9UL17	O75460	1	0
TBX21	EVL	Q9UL17	A0A024R6K5	1	0
TBX21	FYN	Q9UL17	P06241	1	0
TBX21	GALNT10	Q9UL17	Q86SR1	1	0
TBX21	GAS7	Q9UL17	O60861	1	0
TBX21	GFI1	Q9UL17	Q99684	1	0
TBX21	GRAMD1B	Q9UL17	Q3KR37	1	0
TBX21	GRAP2	Q9UL17	O75791	1	0
TBX21	HIVEP1	Q9UL17	P15822	1	0
TBX21	IKZF1	Q9UL17	Q13422	1	0
TBX21	IKZF3	Q9UL17	Q9UKT9	1	0
TBX21	IL10RA	Q9UL17	Q13651	1	0
TBX21	IL1R1	Q9UL17	P14778	1	0
TBX21	INPP5D	Q9UL17	Q92835	1	0
TBX21	IRF4	Q9UL17	Q15306	1	0
TBX21	ITK	Q9UL17	Q08881	1	0
TBX21	KDM2B	Q9UL17	Q8NHM5	1	0
TBX21	KIAA2026	Q9UL17	Q5HYC2	1	0
TBX21	KLHL6	Q9UL17	Q8WZ60	1	0
TBX21	KSR1	Q9UL17	Q8IVT5	1	0
TBX21	LRIG1	Q9UL17	Q96JA1	1	0
TBX21	MTSS1	Q9UL17	O43312	1	0
TBX21	NLRC5	Q9UL17	Q86WI3	1	0
TBX21	PARP15	Q9UL17	Q460N3	1	0
TBX21	PDE4D	Q9UL17	A0A140VJR0	1	0
TBX21	PLAC8	Q9UL17	Q9NZF1	1	0
TBX21	PLEC	Q9UL17	Q15149	1	0
TBX21	PRKCQ	Q9UL17	Q04759	1	0
TBX21	PRLR	Q9UL17	P16471	1	0
TBX21	PSTPIP1	Q9UL17	O43586	1	0
TBX21	RAB27A	Q9UL17	A2RU94	1	0
TBX21	RAC2	Q9UL17	A0A024R1P2	1	0
TBX21	RASGRP1	Q9UL17	B2RA89	1	0
TBX21	RASSF5	Q9UL17	A8K5F3	1	0
TBX21	RGS3	Q9UL17	A0A024R831	1	0
TBX21	RHOH	Q9UL17	Q15669	1	0
TBX21	RREB1	Q9UL17	A0A024QZU8	1	0
TBX21	SH3BP5	Q9UL17	A0A024R2J3	1	0
TBX21	SMYD3	Q9UL17	Q9H7B4	1	0
TBX21	STK17B	Q9UL17	O94768	1	0
TBX21	SYNE2	Q9UL17	Q8WXH0	1	0
TBX21	TBC1D14	Q9UL17	Q9P2M4	1	0
TBX21	TCF7	Q9UL17	P36402	1	0
TBX21	TIAM1	Q9UL17	Q13009	1	0
TBX21	TMC6	Q9UL17	A0A024R8V2	1	0
TBX21	TMEM131	Q9UL17	Q92545	1	0
TBX21	TNFRSF8	Q9UL17	A5D8T4	1	0
TBX21	TOX2	Q9UL17	Q96NM4	1	0
TCF12	ERC1	F5GY10	G8JLD3	1	0
TCF12	PPP3CA	F5GY10	A0A0S2Z4C6	1	0
TCF12	WWTR1	F5GY10	Q9GZV5	1	0
TCF12	ABLIM1	F5GY10	O14639	1	0
TCF12	ABR	F5GY10	B7Z2X0	1	0
TCF12	ANTXR2	F5GY10	P58335	1	0
TCF12	ARHGAP23	F5GY10	Q9P227	1	0
TCF12	ARHGEF3	F5GY10	Q9NR81	1	0
TCF12	ARID1B	F5GY10	Q8NFD5	1	0
TCF12	BNC2	F5GY10	Q5H9S4	1	0
TCF12	CAST	F5GY10	P20810	1	0
TCF12	CCDC12	F5GY10	Q8WUD4	1	0
TCF12	CHD9	F5GY10	Q3L8U1	1	0
TCF12	CLIP2	F5GY10	A0A140VJG6	1	0
TCF12	CNIH3	F5GY10	Q8TBE1	1	0
TCF12	CRIM1	F5GY10	Q9NZV1	1	0
TCF12	CTNNA1	F5GY10	G3XAM7	1	0
TCF12	CUEDC1	F5GY10	Q9NWM3	1	0
TCF12	DAAM1	F5GY10	Q9Y4D1	1	0
TCF12	DIP2C	F5GY10	Q86XV3	1	0
TCF12	DPYSL2	F5GY10	A0A1C7CYX9	1	0
TCF12	FNDC3B	F5GY10	Q53EP0	1	0
TCF12	FOXP1	F5GY10	Q9H334	1	0
TCF12	FTO	F5GY10	B3KU60	1	0
TCF12	GAS7	F5GY10	O60861	1	0
TCF12	HIVEP3	F5GY10	Q5T1R4	1	0
TCF12	IQGAP2	F5GY10	B7Z7U6	1	0
TCF12	ITPR2	F5GY10	Q14571	1	0
TCF12	JARID2	F5GY10	Q92833	1	0
TCF12	JAZF1	F5GY10	Q86VZ6	1	0
TCF12	KDM2B	F5GY10	Q8NHM5	1	0
TCF12	KLF13	F5GY10	Q9Y2Y9	1	0
TCF12	LIMCH1	F5GY10	Q9UPQ0	1	0
TCF12	LIMS1	F5GY10	P48059	1	0
TCF12	LPP	F5GY10	B7ZLW0	1	0
TCF12	LRCH1	F5GY10	Q9Y2L9	1	0
TCF12	LTBP1	F5GY10	Q14766	1	0
TCF12	MACF1	F5GY10	Q6ZSD7	1	0
TCF12	MBNL1	F5GY10	Q86VM6	1	0
TCF12	MED15	F5GY10	Q6PKB8	1	0
TCF12	NFIB	F5GY10	O00712	1	0
TCF12	NRP2	F5GY10	O60462	1	0
TCF12	PALLD	F5GY10	Q8WX93	1	0
TCF12	PARD3B	F5GY10	Q8TEW8	1	0
TCF12	PC	F5GY10	A0A024R5C5	1	0
TCF12	PDE4D	F5GY10	A0A140VJR0	1	0
TCF12	PLCB1	F5GY10	Q9NQ66	1	0
TCF12	PLXNA2	F5GY10	O75051	1	0
TCF12	PRICKLE2	F5GY10	A0A024R368	1	0
TCF12	PRKCE	F5GY10	L7RTI5	1	0
TCF12	PRRC2B	F5GY10	Q5JSZ5	1	0
TCF12	PTK2	F5GY10	Q05397	1	0
TCF12	PTPRK	F5GY10	Q15262	1	0
TCF12	RAPGEF4	F5GY10	Q8WZA2	1	0
TCF12	RBMS3	F5GY10	Q6XE24	1	0
TCF12	RBPJ	F5GY10	Q06330	1	0
TCF12	SBNO2	F5GY10	Q9Y2G9	1	0
TCF12	SERTAD2	F5GY10	Q14140	1	0
TCF12	SH3RF1	F5GY10	Q7Z6J0	1	0
TCF12	SLC37A1	F5GY10	P57057	1	0
TCF12	SPATS2L	F5GY10	A0A024R3V0	1	0
TCF12	SVIL	F5GY10	O95425	1	0
TCF12	TBC1D1	F5GY10	Q86TI0	1	0
TCF12	TCF4	F5GY10	B3KVA4	1	0
TCF12	TEAD1	F5GY10	P28347	1	0
TCF12	THADA	F5GY10	Q6YHU6	1	0
TCF12	TIAM2	F5GY10	Q8IVF5	1	0
TCF12	TNRC6B	F5GY10	A0A024R1N5	1	0
TCF12	VGLL4	F5GY10	G5E9M7	1	0
TCF12	WIPF1	F5GY10	A0A140VJZ9	1	0
TCF12	WWC1	F5GY10	Q8IX03	1	0
TCF12	ZBTB38	F5GY10	Q8NAP3	1	0
TCF12	ZDHHC14	F5GY10	Q8IZN3	1	0
TCF12	ZFHX3	F5GY10	Q15911	1	0
TCF12	ZNF608	F5GY10	B3KPE6	1	0
TCF25	ACD	Q9BQ70	Q96AP0	0	1
TCF25	ACOX3	Q9BQ70	O15254	0	1
TCF25	ALDOA	Q9BQ70	P04075	0	1
TCF25	ANKZF1	Q9BQ70	A0A024R464	0	1
TCF25	CCDC9	Q9BQ70	B4DXW2	0	1
TCF25	CELSR3	Q9BQ70	Q9NYQ7	0	1
TCF25	CENPT	Q9BQ70	B3KPB2	0	1
TCF25	CNPPD1	Q9BQ70	A0A024R432	0	1
TCF25	DDX42	Q9BQ70	Q86XP3	0	1
TCF25	DUS3L	Q9BQ70	Q96G46	0	1
TCF25	EIF4G2	Q9BQ70	P78344	0	1
TCF25	HNRNPL	Q9BQ70	P14866	0	1
TCF25	HNRNPUL1	Q9BQ70	B7Z4B8	0	1
TCF25	HSP90AA1	Q9BQ70	P07900	0	1
TCF25	IST1	Q9BQ70	P53990	0	1
TCF25	LETMD1	Q9BQ70	Q6P1Q0	0	1
TCF25	LUC7L2	Q9BQ70	Q9Y383	0	1
TCF25	MBD6	Q9BQ70	A0A024RBA3	0	1
TCF25	MGRN1	Q9BQ70	O60291	0	1
TCF25	MYO19	Q9BQ70	A0A024R0S9	0	1
TCF25	NAGLU	Q9BQ70	A0A140VJE4	0	1
TCF25	NRBP1	Q9BQ70	Q9UHY1	0	1
TCF25	PARN	Q9BQ70	B3KN69	0	1
TCF25	PCBP2	Q9BQ70	Q15366	0	1
TCF25	PCIF1	Q9BQ70	Q9H4Z3	0	1
TCF25	POLR3E	Q9BQ70	Q9NVU0	0	1
TCF25	POR	Q9BQ70	P16435	0	1
TCF25	PPP2R1A	Q9BQ70	A8K7B7	0	1
TCF25	PPP6R1	Q9BQ70	Q9UPN7	0	1
TCF25	RABGGTA	Q9BQ70	Q92696	0	1
TCF25	RBM42	Q9BQ70	Q9BTD8	0	1
TCF25	RNPS1	Q9BQ70	D3DU92	0	1
TCF25	RPAIN	Q9BQ70	A0A0B4J1T3	0	1
TCF25	RPLP2	Q9BQ70	A0A024RCA7	0	1
TCF25	SCAND1	Q9BQ70	P57086	0	1
TCF25	SDR39U1	Q9BQ70	F6RWC2	0	1
TCF25	SECISBP2	Q9BQ70	B4DZC7	0	1
TCF25	SF3B2	Q9BQ70	Q13435	0	1
TCF25	TMEM230	Q9BQ70	Q96A57	0	1
TCF25	TNPO2	Q9BQ70	A0A024R7F7	0	1
TCF25	WDR74	Q9BQ70	Q6RFH5	0	1
TCF3	BBC3	P15923	Q96PG8	0	1
TCF3	CDK6	P15923	Q00534	0	1
TCF3	CR2	P15923	P20023	1	0
TCF3	ANP32A	P15923	P39687	1	0
TCF3	AXIN1	P15923	A0A0S2Z4R0	1	0
TCF3	CIITA	P15923	A0A0B4J1S1	1	0
TCF3	KDM2B	P15923	Q8NHM5	1	0
TCF3	MAD1L1	P15923	Q9Y6D9	1	0
TCF3	MED15	P15923	Q6PKB8	1	0
TCF3	NUP210	P15923	Q8TEM1	1	0
TCF3	PIEZO1	P15923	Q92508	1	0
TCF3	PSTPIP1	P15923	O43586	1	0
TCF3	RALGDS	P15923	Q12967	1	0
TCF3	SLC37A1	P15923	P57057	1	0
TCF3	VAV2	P15923	P52735	1	0
TCF4	CCND1	B3KVA4	P24385	1	0
TCF4	NRXN1	B3KVA4	Q9ULB1	1	0
TCF4	VIM	B3KVA4	P08670	1	0
TCF4	CD44	B3KVA4	P16070	1	0
TCF4	HDAC7	B3KVA4	Q8WUI4	1	0
TCF4	SPTBN1	B3KVA4	B2ZZ89	1	0
TCF4	ADD3	B3KVA4	Q9UEY8	1	0
TCF4	AREG	B3KVA4	P15514	1	0
TCF4	ARID5B	B3KVA4	Q14865	1	0
TCF4	ASAP2	B3KVA4	O43150	1	0
TCF4	ATP8B1	B3KVA4	O43520	1	0
TCF4	CD9	B3KVA4	A6NNI4	1	0
TCF4	CDK6	B3KVA4	Q00534	1	0
TCF4	CEP112	B3KVA4	Q8N8E3	1	0
TCF4	CHN2	B3KVA4	P52757	1	0
TCF4	DAAM1	B3KVA4	Q9Y4D1	1	0
TCF4	EHBP1	B3KVA4	A0A140VK17	1	0
TCF4	EPB41L1	B3KVA4	A0A0C4DH22	1	0
TCF4	EPB41L2	B3KVA4	I6L9B1	1	0
TCF4	EPHA6	B3KVA4	A0A0B4J1T8	1	0
TCF4	ERI3	B3KVA4	B4DN03	1	0
TCF4	FGD5	B3KVA4	B7ZM68	1	0
TCF4	FOXP1	B3KVA4	Q9H334	1	0
TCF4	FRMD3	B3KVA4	A2A2Y4	1	0
TCF4	GLS	B3KVA4	O94925	1	0
TCF4	GOLIM4	B3KVA4	F8W785	1	0
TCF4	IL33	B3KVA4	O95760	1	0
TCF4	KIAA1522	B3KVA4	Q9P206	1	0
TCF4	LIMA1	B3KVA4	Q9UHB6	1	0
TCF4	LIMCH1	B3KVA4	Q9UPQ0	1	0
TCF4	LNX1	B3KVA4	Q8TBB1	1	0
TCF4	MAML2	B3KVA4	Q8IZL2	1	0
TCF4	MEF2C	B3KVA4	Q06413	1	0
TCF4	NAALADL2	B3KVA4	Q58DX5	1	0
TCF4	NR3C2	B3KVA4	B0ZBF6	1	0
TCF4	OXR1	B3KVA4	Q8N573	1	0
TCF4	PCDH1	B3KVA4	B4DUA8	1	0
TCF4	PHACTR2	B3KVA4	O75167	1	0
TCF4	PLCB1	B3KVA4	Q9NQ66	1	0
TCF4	PLEKHG1	B3KVA4	Q5JYA6	1	0
TCF4	PPARG	B3KVA4	E9PFX5	1	0
TCF4	PRKCH	B3KVA4	P24723	1	0
TCF4	PRR5L	B3KVA4	B3KNU3	1	0
TCF4	SLC25A28	B3KVA4	Q96A46	1	0
TCF4	SPRED2	B3KVA4	B3KPL5	1	0
TCF4	ST14	B3KVA4	Q9Y5Y6	1	0
TCF4	SULT1C4	B3KVA4	O75897	1	0
TCF4	TBL1XR1	B3KVA4	Q9BZK7	1	0
TCF4	TEAD1	B3KVA4	P28347	1	0
TCF4	TGIF1	B3KVA4	Q15583	1	0
TCF4	TMEM131	B3KVA4	Q92545	1	0
TCF4	TRIO	B3KVA4	O75962	1	0
TCF4	TRPC6	B3KVA4	Q9Y210	1	0
TCF4	TRPS1	B3KVA4	Q9UHF7	1	0
TCF4	USP3	B3KVA4	Q9Y6I4	1	0
TCF4	UTRN	B3KVA4	P46939	1	0
TCF4	WNT4	B3KVA4	P56705	1	0
TCF4	YAP1	B3KVA4	P46937	1	0
TCF4	ZBTB7B	B3KVA4	O15156	1	0
TCF4	ZNF608	B3KVA4	B3KPE6	1	0
TCF7	AXIN2	P36402	Q9Y2T1	1	0
TCF7	BCL2	P36402	A0A024R2B3	1	0
TCF7	BIRC5	P36402	O15392	1	0
TCF7	LEF1	P36402	Q659G9	1	0
TCF7	SNAI2	P36402	O43623	1	0
TCF7	CCND2	P36402	P30279	1	0
TCF7	KIAA1217	P36402	Q5T5P2	1	0
TCF7	TCF3	P36402	P15923	1	0
TCF7	ANKRD28	P36402	O15084	1	0
TCF7	ANTXR2	P36402	P58335	1	0
TCF7	ARHGAP15	P36402	Q53QZ3	1	0
TCF7	BIRC3	P36402	Q13489	1	0
TCF7	CAMK4	P36402	Q16566	1	0
TCF7	CCND1	P36402	P24385	1	0
TCF7	CD86	P36402	A8K632	1	0
TCF7	CDK17	P36402	Q00537	1	0
TCF7	CDYL	P36402	Q9Y232	1	0
TCF7	CORO1C	P36402	Q9ULV4	1	0
TCF7	CPPED1	P36402	Q9BRF8	1	0
TCF7	CREM	P36402	Q03060	1	0
TCF7	DMD	P36402	P11532	1	0
TCF7	DOCK10	P36402	Q96BY6	1	0
TCF7	DST	P36402	B4DSS9	1	0
TCF7	DTNB	P36402	B7Z6A9	1	0
TCF7	ERAP2	P36402	B2R769	1	0
TCF7	GRM7	P36402	B2R693	1	0
TCF7	GTF2F2	P36402	A0A024RDU9	1	0
TCF7	HBS1L	P36402	Q9Y450	1	0
TCF7	IKZF1	P36402	Q13422	1	0
TCF7	IKZF3	P36402	Q9UKT9	1	0
TCF7	KCNK1	P36402	A0A024R3T2	1	0
TCF7	MAP3K1	P36402	Q13233	1	0
TCF7	NKD1	P36402	Q969G9	1	0
TCF7	NUMB	P36402	A0A024R6F4	1	0
TCF7	PDE7A	P36402	Q13946	1	0
TCF7	PHACTR1	P36402	B4DHU0	1	0
TCF7	PLEC	P36402	Q15149	1	0
TCF7	PRR5L	P36402	B3KNU3	1	0
TCF7	PTPRC	P36402	M9MML4	1	0
TCF7	QPCT	P36402	Q16769	1	0
TCF7	RBPJ	P36402	Q06330	1	0
TCF7	RGS6	P36402	P49758	1	0
TCF7	RHOH	P36402	Q15669	1	0
TCF7	RIN3	P36402	Q6ZRC2	1	0
TCF7	RTN4	P36402	Q9NQC3	1	0
TCF7	SKAP1	P36402	Q86WV1	1	0
TCF7	SOX6	P36402	P35712	1	0
TCF7	SP100	P36402	P23497	1	0
