all_nodes	bindingprot_layer	cov_layer	deg_layer	gene_symbol	log2FoldChange	Matching.Attribute	name	node_source	padj	ppi_layer	selected	node	tf_layer
cov2	NA	cov2	NA	nsp7		P0DTD1-PRO_0000449625	P0DTD1-PRO_0000449625	viralprotein		NA	FALSE	P0DTD1-PRO_0000449625	NA
bindingprot	bindingprot	NA	NA	GNG5	-0.448840535	P63218	P63218	viralprotein	6.28E-07	NA	FALSE	P63218	NA
bindingprot;protein	bindingprot	NA	NA	GNB1	-0.300643157	P62873	P62873	viralprotein	0.001100588	protein	FALSE	P62873	NA
bindingprot;protein	bindingprot	NA	NA	RHOA	-0.35638059	P61586	P61586	viralmirna;viralprotein	0.001336826	protein	FALSE	P61586	NA
bindingprot	bindingprot	NA	NA	RALA	-0.262751683	P11233	P11233	viralprotein	0.187667485	NA	FALSE	P11233	NA
cov2	NA	cov2	NA	nsp8		P0DTD1-PRO_0000449626	P0DTD1-PRO_0000449626	viralprotein		NA	FALSE	P0DTD1-PRO_0000449626	NA
bindingprot	bindingprot	NA	NA	ENO1	-0.594563375	P06733	P06733	viralprotein	8.54E-15	NA;protein	FALSE	P06733	NA
protein	NA	NA	NA	YWHAQ	-0.381570205	P27348	P27348	viralmirna;viralprotein	3.72E-05	protein	FALSE	P27348	NA
bindingprot	bindingprot	NA	NA	PPP1CB		P62140	P62140	viralprotein		NA	FALSE	P62140	NA
bindingprot	bindingprot	NA	NA	IFIH1	1.315792555	Q9BYX4	Q9BYX4	viralprotein	1.39E-54	NA	FALSE	Q9BYX4	NA
cov2	NA	cov2	NA	nsp9		P0DTD1-PRO_0000449627	P0DTD1-PRO_0000449627	viralprotein		NA	FALSE	P0DTD1-PRO_0000449627	NA
bindingprot	bindingprot	NA	NA	NUP88		Q99567	Q99567	viralprotein		NA	FALSE	Q99567	NA
bindingprot	bindingprot	NA	NA	NEK9		Q8TD19	Q8TD19	viralprotein		NA	FALSE	Q8TD19	NA
bindingprot	bindingprot	NA	NA	MIB1		Q86YT6	Q86YT6	viralprotein		NA	FALSE	Q86YT6	NA
bindingprot	bindingprot	NA	NA	EIF4H	-0.284495708	Q15056	Q15056	viralprotein	0.001711486	NA	FALSE	Q15056	NA
bindingprot	bindingprot	NA	NA	NUP62	0.421290555	P37198	P37198	viralprotein	2.17E-17	NA	FALSE	P37198	NA
protein	NA	NA	NA	NUP214		P35658	P35658	viralmirna		NA;protein	FALSE	P35658	NA
bindingprot	bindingprot	NA	NA	GTF2F2		P13984	P13984	viralprotein		NA	FALSE	P13984	NA
bindingprot;protein	bindingprot	NA	NA	STAT6		P42226	P42226	viralmirna;viralprotein		protein	FALSE	P42226	NA
cov2	NA	cov2	NA	nsp10		P0DTD1-PRO_0000449628	P0DTD1-PRO_0000449628	viralprotein		NA	FALSE	P0DTD1-PRO_0000449628	NA
bindingprot	bindingprot	NA	NA	RBBP7		Q16576	Q16576	viralprotein		NA	FALSE	Q16576	NA
bindingprot	bindingprot	NA	NA	PCBP2		Q15366	Q15366	viralmirna;viralprotein		NA	FALSE	Q15366	NA
bindingprot;protein	bindingprot	NA	NA	ZYX		Q15942	Q15942	viralmirna;viralprotein		protein	FALSE	Q15942	NA
bindingprot	bindingprot	NA	NA	KHSRP		Q92945	Q92945	viralprotein		NA	FALSE	Q92945	NA
bindingprot	bindingprot	NA	NA	GALK1		P51570	P51570	viralprotein		NA	FALSE	P51570	NA
bindingprot	bindingprot	NA	NA	AP2M1	-0.436806714	Q96CW1	Q96CW1	viralprotein	2.51E-10	NA;protein	FALSE	Q96CW1	NA
bindingprot	bindingprot	NA	NA	GFER		P55789	P55789	viralprotein		NA	FALSE	P55789	NA
bindingprot	bindingprot	NA	NA	AP2A2	-0.257912066	O94973	O94973	viralprotein	0.001428952	NA	FALSE	O94973	NA
cov2	NA	cov2	NA	nsp12		P0DTD1-PRO_0000449629	P0DTD1-PRO_0000449629	viralprotein		NA	FALSE	P0DTD1-PRO_0000449629	NA
bindingprot	bindingprot	NA	NA	PSMA4		P25789	P25789	viralprotein		NA	FALSE	P25789	NA
bindingprot	bindingprot	NA	NA	CRTC3		Q6UUV7	Q6UUV7	viralprotein		NA	FALSE	Q6UUV7	NA
protein	NA	NA	NA	RIPK1		Q13546	Q13546	viralmirna;viralprotein		protein	FALSE	Q13546	NA
bindingprot	bindingprot	NA	NA	AKAP8		O43823	O43823	viralprotein		NA	FALSE	O43823	NA
cov2	NA	cov2	NA	nsp13		P0DTD1-PRO_0000449630	P0DTD1-PRO_0000449630	viralprotein		NA	FALSE	P0DTD1-PRO_0000449630	NA
bindingprot	bindingprot	NA	NA	PPM1B		O75688	O75688	viralprotein		NA	FALSE	O75688	NA
bindingprot;protein	bindingprot	NA	NA	PRKACA		P17612	P17612	viralmirna;viralprotein		protein	FALSE	P17612	NA
bindingprot	bindingprot	NA	NA	HOOK1	-0.261889478	Q9UJC3	Q9UJC3	viralprotein	1.13E-04	NA	FALSE	Q9UJC3	NA
bindingprot;protein	bindingprot	NA	NA	TBK1		Q9UHD2	Q9UHD2	viralprotein		protein	FALSE	Q9UHD2	NA
bindingprot	bindingprot	NA	NA	CDK5RAP2		Q96SN8	Q96SN8	viralprotein		NA	FALSE	Q96SN8	NA
bindingprot	bindingprot	NA	NA	NIN		Q8N4C6	Q8N4C6	viralprotein		NA	FALSE	Q8N4C6	NA
protein	NA	NA	NA	ERC1		Q8IUD2	Q8IUD2	viralmirna		NA;protein	FALSE	Q8IUD2	NA
bindingprot	bindingprot	NA	NA	PDE4DIP		Q5VU43	Q5VU43	viralprotein		NA	FALSE	Q5VU43	NA
bindingprot	bindingprot	NA	NA	GRIPAP1		Q4V328	Q4V328	viralprotein		NA	FALSE	Q4V328	NA
bindingprot	bindingprot	NA	NA	TLE5		Q08117	Q08117	viralprotein		NA	FALSE	Q08117	NA
bindingprot	bindingprot	NA	NA	TLE1		Q04724	Q04724	viralprotein		NA	FALSE	Q04724	NA
bindingprot	bindingprot	NA	NA	RDX		P35241	P35241	viralprotein		NA	FALSE	P35241	NA
bindingprot;protein	bindingprot	NA	NA	PRKAR2A		P13861	P13861	viralprotein		protein	FALSE	P13861	NA
bindingprot	bindingprot	NA	NA	FGFR1OP		O95684	O95684	viralprotein		NA	FALSE	O95684	NA
bindingprot	bindingprot	NA	NA	RNF8		O76064	O76064	viralprotein		NA	FALSE	O76064	NA
cov2	NA	cov2	NA	nsp14		P0DTD1-PRO_0000449631	P0DTD1-PRO_0000449631	viralprotein		NA	FALSE	P0DTD1-PRO_0000449631	NA
bindingprot;protein	bindingprot	NA	NA	CRKL		P46109	P46109	viralmirna;viralprotein		protein	FALSE	P46109	NA
bindingprot	bindingprot	NA	NA	FASN		P49327	P49327	viralprotein		NA	FALSE	P49327	NA
cov2	NA	cov2	NA	nsp15		P0DTD1-PRO_0000449632	P0DTD1-PRO_0000449632	viralprotein		NA	FALSE	P0DTD1-PRO_0000449632	NA
bindingprot	bindingprot	NA	NA	PAK1IP1		Q9NWT1	Q9NWT1	viralprotein		NA	FALSE	Q9NWT1	NA
bindingprot	bindingprot	NA	NA	NOP2		P46087	P46087	viralprotein		NA	FALSE	P46087	NA
bindingprot	bindingprot	NA	NA	EBNA1BP2		Q99848	Q99848	viralprotein		NA	FALSE	Q99848	NA
bindingprot	bindingprot	NA	NA	PRKRA		O75569	O75569	viralprotein		NA	FALSE	O75569	NA
bindingprot;protein	bindingprot	NA	NA	ARHGEF2		Q92974	Q92974	viralprotein		protein	FALSE	Q92974	NA
bindingprot;protein	bindingprot	NA	NA	RNF41		Q9H4P4	Q9H4P4	viralprotein		protein	FALSE	Q9H4P4	NA
bindingprot;protein	bindingprot	NA	NA	ARF6		P62330	P62330	viralmirna;viralprotein		protein	FALSE	P62330	NA
cov2	NA	cov2	NA	orf9b		P0DTD2	P0DTD2	viralprotein		NA	FALSE	P0DTD2	NA
protein	NA	NA	NA	CALM3	-0.468963587	P0DP25	P0DP25	viralmirna;viralprotein	2.41E-09	protein	FALSE	P0DP25	NA
bindingprot	bindingprot	NA	NA	MARCKS		P29966	P29966	viralprotein		NA	FALSE	P29966	NA
protein	NA	NA	NA	RAP1B		P61224	P61224	viralmirna;viralprotein		protein	FALSE	P61224	NA
bindingprot	bindingprot	NA	NA	MARK1		Q9P0L2	Q9P0L2	viralprotein		NA	FALSE	Q9P0L2	NA
protein	NA	NA	NA	MARK2		Q7KZI7	Q7KZI7	viralmirna;viralprotein		protein	FALSE	Q7KZI7	NA
bindingprot	bindingprot	NA	NA	MARK3		P27448	P27448	viralprotein		NA	FALSE	P27448	NA
bindingprot	bindingprot	NA	NA	SLC9A3R1	-0.602907539	O14745	O14745	viralprotein	1.14E-07	NA	FALSE	O14745	NA
protein	NA	NA	NA	MAVS		Q7Z434	Q7Z434	viralmirna		NA;protein	FALSE	Q7Z434	NA
bindingprot	bindingprot	NA	NA	DDX58	1.399092244	O95786	O95786	viralprotein	2.36E-52	NA	FALSE	O95786	NA
bindingprot	bindingprot	NA	NA	STING1		Q86WV6	Q86WV6	viralprotein		NA	FALSE	Q86WV6	NA
cov2	NA	cov2	NA	orf14		P0DTD3	P0DTD3	viralprotein		NA	FALSE	P0DTD3	NA
bindingprot	bindingprot	NA	NA	RUVBL1		Q9Y265	Q9Y265	viralprotein		NA	FALSE	Q9Y265	NA
bindingprot;protein	bindingprot	NA	NA	PARP1		P09874	P09874	viralmirna;viralprotein		protein	FALSE	P09874	NA
bindingprot;protein	bindingprot	NA	NA	CDK1		P06493	P06493	viralmirna;viralprotein		protein	FALSE	P06493	NA
bindingprot;protein	bindingprot	NA	NA	LBR		Q14739	Q14739	viralprotein		protein	FALSE	Q14739	NA
bindingprot;protein	bindingprot	NA	NA	PCNA		P12004	P12004	viralmirna;viralprotein		protein	FALSE	P12004	NA
bindingprot	bindingprot	NA	NA	NDUFB9	-0.472927211	Q9Y6M9	Q9Y6M9	viralprotein	3.55E-09	NA	FALSE	Q9Y6M9	NA
bindingprot	bindingprot	NA	NA	ECSIT		Q9BQ95	Q9BQ95	viralprotein		NA	FALSE	Q9BQ95	NA
protein	NA	NA	NA	F2RL1		P55085	P55085	viralmirna		NA;protein	FALSE	P55085	NA
cov2	NA	cov2	NA	orf7b		P0DTD8	P0DTD8	viralprotein		NA	FALSE	P0DTD8	NA
bindingprot	bindingprot	NA	NA	TIMELESS		Q9UNS1	Q9UNS1	viralprotein		NA	FALSE	Q9UNS1	NA
bindingprot	bindingprot	NA	NA	PAQR5		Q9NXK6	Q9NXK6	viralprotein		NA	FALSE	Q9NXK6	NA
bindingprot	bindingprot	NA	NA	HTATIP2		Q9BUP3	Q9BUP3	viralprotein		NA	FALSE	Q9BUP3	NA
bindingprot;protein	bindingprot	NA	NA	SORT1		Q99523	Q99523	viralprotein		protein	FALSE	Q99523	NA
bindingprot;protein	bindingprot	NA	NA	PNPLA2		Q96AD5	Q96AD5	viralprotein		protein	FALSE	Q96AD5	NA
bindingprot	bindingprot	NA	NA	MUL1		Q969V5	Q969V5	viralprotein		NA	FALSE	Q969V5	NA
bindingprot	bindingprot	NA	NA	LPAR1		Q92633	Q92633	viralprotein		NA	FALSE	Q92633	NA
bindingprot	bindingprot	NA	NA	ABHD5		Q8WTS1	Q8WTS1	viralprotein		NA	FALSE	Q8WTS1	NA
bindingprot	bindingprot	NA	NA	XXYLT1		Q8NBI6	Q8NBI6	viralprotein		NA	FALSE	Q8NBI6	NA
bindingprot;protein	bindingprot	NA	NA	FKBP8	-0.311884085	Q14318	Q14318	viralprotein	1.57E-04	protein	FALSE	Q14318	NA
bindingprot	bindingprot	NA	NA	EFNB1		P98172	P98172	viralprotein		NA;protein	FALSE	P98172	NA
bindingprot	bindingprot	NA	NA	CD81		P60033	P60033	viralprotein		NA	FALSE	P60033	NA
bindingprot	bindingprot	NA	NA	BCAP31	-0.644602247	P51572	P51572	viralprotein	4.15E-18	NA	FALSE	P51572	NA
bindingprot	bindingprot	NA	NA	TMED10	-0.461680978	P49755	P49755	viralprotein	1.88E-12	NA	FALSE	P49755	NA
protein	NA	NA	NA	CTNNA1	-0.537126726	P35221	P35221	viralmirna;viralprotein	2.02E-16	protein	FALSE	P35221	NA
protein	NA	NA	NA	FAS	0.289711957	P25445	P25445	viralmirna;viralprotein	0.004411803	protein	FALSE	P25445	NA
protein	NA	NA	NA	AREG		P15514	P15514	viralmirna;viralprotein		protein	FALSE	P15514	NA
protein	NA	NA	NA	ERBB2		P04626	P04626	viralmirna;viralprotein		protein	FALSE	P04626	NA
bindingprot	bindingprot	NA	NA	CTDNEP1		O95476	O95476	viralprotein		NA	FALSE	O95476	NA
bindingprot	bindingprot	NA	NA	BNIP3L		O60238	O60238	viralprotein		NA	FALSE	O60238	NA
bindingprot	bindingprot	NA	NA	EXTL3		O43909	O43909	viralprotein		NA	FALSE	O43909	NA
bindingprot	bindingprot	NA	NA	SCAMP2		O15127	O15127	viralprotein		NA	FALSE	O15127	NA
bindingprot	bindingprot	NA	NA	SPNS1		Q9H2V7	Q9H2V7	viralprotein		NA	FALSE	Q9H2V7	NA
protein	NA	NA	NA	CTNNB1	-0.37621702	P35222	P35222	viralmirna;viralprotein	5.57E-06	protein	FALSE	P35222	NA
tf	NA	NA	NA	TCF7		P36402	P36402	viralprotein		NA;protein	FALSE	P36402	tf
protein	NA	NA	NA	ACTN4	-0.552192638	O43707	O43707	viralprotein	4.89E-15	protein	FALSE	O43707	NA
protein	NA	NA	NA	GNA12		Q03113	Q03113	viralmirna;viralprotein		protein	FALSE	Q03113	NA
protein	NA	NA	NA	PML	0.617331453	P29590	P29590	viralmirna;viralprotein	9.91E-29	protein	FALSE	P29590	NA
protein;tf	NA	NA	NA	JUN	2.055600476	P05412	P05412	viralmirna;viralprotein	6.22E-61	protein	FALSE	P05412	tf
protein	NA	NA	NA	AKT1		P31749	P31749	viralmirna;viralprotein		protein	FALSE	P31749	NA
protein	NA	NA	NA	CREBBP	0.487972459	Q92793	Q92793	viralmirna;viralprotein	1.18E-12	protein	FALSE	Q92793	NA
protein	NA	NA	NA	PDGFRB		P09619	P09619	viralmirna;viralprotein		protein	FALSE	P09619	NA
protein	NA	NA	NA	NRAS		P01111	P01111	viralmirna;viralprotein		protein	FALSE	P01111	NA
protein	NA	NA	NA	MAPK3	-0.332328921	P27361	P27361	viralmirna;viralprotein	7.41E-08	protein	FALSE	P27361	NA
protein	NA	NA	NA	RANBP9		Q96S59	Q96S59	viralprotein		protein	FALSE	Q96S59	NA
protein	NA	NA	NA	ELAVL1		Q15717	Q15717	viralprotein		protein	FALSE	Q15717	NA
protein	NA	NA	NA	TP53		P04637	P04637	viralmirna;viralprotein		protein	FALSE	P04637	NA
protein	NA	NA	NA	PIK3R1		P27986	P27986	viralmirna;viralprotein		protein	FALSE	P27986	NA
protein	NA	NA	NA	PPP1CA		P62136	P62136	viralprotein		protein	FALSE	P62136	NA
protein	NA	NA	NA	TRIM28		Q13263	Q13263	viralmirna;viralprotein		protein	FALSE	Q13263	NA
protein	NA	NA	NA	IAPP		P10997	P10997	viralprotein		protein	FALSE	P10997	NA
protein	NA	NA	NA	MAP3K1		Q13233	Q13233	viralmirna;viralprotein		protein	FALSE	Q13233	NA
protein	NA	NA	NA	SMAD2	0.307135837	Q15796	Q15796	viralmirna;viralprotein	7.12E-06	protein	FALSE	Q15796	NA
protein	NA	NA	NA	YWHAE	-0.392947266	P62258	P62258	viralmirna;viralprotein	2.13E-08	protein	FALSE	P62258	NA
protein;tf	NA	NA	NA	FOXO3		O43524	O43524	viralmirna;viralprotein		protein	FALSE	O43524	tf
protein	NA	NA	NA	CDKN2A		P42771	P42771	viralmirna;viralprotein		protein	FALSE	P42771	NA
protein	NA	NA	NA	JAK1		P23458	P23458	viralmirna;viralprotein		protein	FALSE	P23458	NA
protein	NA	NA	NA	STAT5A		P42229	P42229	viralmirna;viralprotein		protein	FALSE	P42229	NA
protein	NA	NA	NA	PIK3R3		Q92569	Q92569	viralmirna;viralprotein		protein	FALSE	Q92569	NA
protein	NA	NA	NA	ANAPC1		Q9H1A4	Q9H1A4	viralmirna;viralprotein		protein	FALSE	Q9H1A4	NA
protein	NA	NA	NA	EGFR		P00533	P00533	viralmirna;viralprotein		protein	FALSE	P00533	NA
protein	NA	NA	NA	STAT3		P40763	P40763	viralmirna;viralprotein		protein	FALSE	P40763	NA
protein	NA	NA	NA	CDH1	-0.516987813	P12830	P12830	viralmirna;viralprotein	3.12E-12	protein	FALSE	P12830	NA
protein	NA	NA	NA	CCND1	-0.307992177	P24385	P24385	viralmirna;viralprotein	1	protein	FALSE	P24385	NA
protein	NA	NA	NA	ARAF		P10398	P10398	viralmirna;viralprotein		protein	FALSE	P10398	NA
protein	NA	NA	NA	ADCY7		P51828	P51828	viralprotein		NA;protein	FALSE	P51828	NA
protein	NA	NA	NA	GPC3		P51654	P51654	viralprotein		NA;protein	FALSE	P51654	NA
protein	NA	NA	NA	MAPK9		P45984	P45984	viralmirna;viralprotein		protein	FALSE	P45984	NA
protein	NA	NA	NA	DAXX		Q9UER7	Q9UER7	viralmirna;viralprotein		protein	FALSE	Q9UER7	NA
protein	NA	NA	NA	SMAD4		Q13485	Q13485	viralmirna;viralprotein		protein	FALSE	Q13485	NA
protein	NA	NA	NA	WWTR1		Q9GZV5	Q9GZV5	viralmirna;viralprotein		protein	FALSE	Q9GZV5	NA
protein	NA	NA	NA	RAC1	-0.496848751	P63000	P63000	viralmirna;viralprotein	8.60E-08	protein	FALSE	P63000	NA
protein	NA	NA	NA	MEF2D		Q14814	Q14814	viralprotein		protein	FALSE	Q14814	NA
protein	NA	NA	NA	MAP3K11		Q16584	Q16584	viralprotein		protein	FALSE	Q16584	NA
protein	NA	NA	NA	IGF1R		P08069	P08069	viralmirna;viralprotein		protein	FALSE	P08069	NA
tf	NA	NA	NA	USF2		Q15853	Q15853	viralmirna;viralprotein		NA	FALSE	Q15853	tf
protein	NA	NA	NA	MDM2	0.303983197	Q00987	Q00987	viralmirna;viralprotein	1	protein	FALSE	Q00987	NA
protein	NA	NA	NA	CAMK2G		Q13555	Q13555	viralmirna;viralprotein		protein	FALSE	Q13555	NA
protein	NA	NA	NA	NCOR2		Q9Y618	Q9Y618	viralmirna;viralprotein		protein	FALSE	Q9Y618	NA
protein	NA	NA	NA	BRCA2		P51587	P51587	viralmirna;viralprotein		protein	FALSE	P51587	NA
bindingprot;protein;tf	bindingprot	NA	NA	SMAD3	0.372682159	P84022	P84022	viralmirna;viralprotein	8.80E-10	protein	FALSE	P84022	tf
protein	NA	NA	NA	FZD5		Q13467	Q13467	viralprotein		protein	FALSE	Q13467	NA
protein	NA	NA	NA	CTNND1		O60716	O60716	viralmirna;viralprotein		protein	FALSE	O60716	NA
protein	NA	NA	NA	PSMB6	-0.342797542	P28072	P28072	viralmirna;viralprotein	0.002110979	protein	FALSE	P28072	NA
protein;tf	NA	NA	NA	E2F1		Q01094	Q01094	viralmirna;viralprotein		protein	FALSE	Q01094	tf
protein	NA	NA	NA	RUNX1	0.276779719	Q01196	Q01196	viralprotein	0.015632477	protein	FALSE	Q01196	NA
bindingprot;protein	bindingprot	NA	NA	CCND3		P30281	P30281	viralmirna;viralprotein		protein	FALSE	P30281	NA
protein;tf	NA	NA	NA	HIF1A		Q16665	Q16665	viralmirna;viralprotein		protein	FALSE	Q16665	tf
protein	NA	NA	NA	EIF4E		P06730	P06730	viralmirna;viralprotein		protein	FALSE	P06730	NA
protein;tf	NA	NA	NA	RELA		Q04206	Q04206	viralmirna;viralprotein		protein	FALSE	Q04206	tf
protein	NA	NA	NA	CAMK2A		Q9UQM7	Q9UQM7	viralmirna;viralprotein		protein	FALSE	Q9UQM7	NA
protein	NA	NA	NA	NANOG		Q9H9S0	Q9H9S0	viralprotein		protein	FALSE	Q9H9S0	NA
protein	NA	NA	NA	SOCS3		O14543	O14543	viralmirna;viralprotein		protein	FALSE	O14543	NA
protein	NA	NA	NA	BCAR1		P56945	P56945	viralmirna;viralprotein		protein	FALSE	P56945	NA
protein	NA	NA	NA	SKP2		Q13309	Q13309	viralprotein		protein	FALSE	Q13309	NA
protein	NA	NA	NA	EP300	0.252533753	Q09472	Q09472	viralmirna;viralprotein	9.02E-05	protein	FALSE	Q09472	NA
protein	NA	NA	NA	PRKCB		P05771	P05771	viralmirna;viralprotein		protein	FALSE	P05771	NA
protein	NA	NA	NA	KITLG		P21583	P21583	viralmirna;viralprotein		protein	FALSE	P21583	NA
protein	NA	NA	NA	CDKN1C		P49918	P49918	viralmirna;viralprotein		protein	FALSE	P49918	NA
protein	NA	NA	NA	CDK6	0.353761419	Q00534	Q00534	viralmirna;viralprotein	6.55E-06	protein	FALSE	Q00534	NA
protein	NA	NA	NA	PRKAG1		P54619	P54619	viralprotein		protein	FALSE	P54619	NA
protein	NA	NA	NA	IKBKB		O14920	O14920	viralmirna;viralprotein		protein	FALSE	O14920	NA
protein	NA	NA	NA	BCL3	0.788917533	P20749	P20749	viralmirna;viralprotein	4.35E-27	protein	FALSE	P20749	NA
protein	NA	NA	NA	HDAC3		O15379	O15379	viralmirna;viralprotein		protein	FALSE	O15379	NA
protein	NA	NA	NA	ROCK1		Q13464	Q13464	viralprotein		protein	FALSE	Q13464	NA
bindingprot	bindingprot	NA	NA	CTBP2		P56545	P56545	viralmirna		NA;protein	FALSE	P56545	NA
protein	NA	NA	NA	KHDRBS1		Q07666	Q07666	viralprotein		protein	FALSE	Q07666	NA
protein;deg	NA	NA	deg	TNF	0.892324005	P01375	P01375	viralmirna;viralprotein	1.58E-26	protein	FALSE	P01375	NA
tf	NA	NA	NA	KLF4	0.38062308	O43474	O43474	viralmirna;viralprotein	0.00130026	NA	FALSE	O43474	tf
protein	NA	NA	NA	MAPK8		P45983	P45983	viralmirna;viralprotein		protein	FALSE	P45983	NA
protein	NA	NA	NA	MAPK14		Q16539	Q16539	viralmirna;viralprotein		protein	FALSE	Q16539	NA
protein	NA	NA	NA	PRKCD		Q05655	Q05655	viralmirna;viralprotein		protein	FALSE	Q05655	NA
protein	NA	NA	NA	STMN1		P16949	P16949	viralmirna;viralprotein		protein	FALSE	P16949	NA
protein	NA	NA	NA	GAB2		Q9UQC2	Q9UQC2	viralmirna;viralprotein		protein	FALSE	Q9UQC2	NA
protein	NA	NA	NA	TCF7L2		Q9NQB0	Q9NQB0	viralmirna;viralprotein		protein	FALSE	Q9NQB0	NA
protein	NA	NA	NA	RB1		P06400	P06400	viralmirna;viralprotein		protein	FALSE	P06400	NA
protein	NA	NA	NA	CDKN2D		P55273	P55273	viralprotein		protein	FALSE	P55273	NA
protein	NA	NA	NA	CUL1		Q13616	Q13616	viralmirna;viralprotein		protein	FALSE	Q13616	NA
protein	NA	NA	NA	CSF2	0.378650247	P04141	P04141	viralmirna;viralprotein	1.74E-04	protein	FALSE	P04141	NA
protein	NA	NA	NA	PPARG		P37231	P37231	viralmirna;viralprotein		protein	FALSE	P37231	NA
protein	NA	NA	NA	BTRC		Q9Y297	Q9Y297	viralmirna;viralprotein		protein	FALSE	Q9Y297	NA
protein	NA	NA	NA	PAK1		Q13153	Q13153	viralmirna;viralprotein		protein	FALSE	Q13153	NA
protein;tf	NA	NA	NA	TFAP2A		P05549	P05549	viralmirna;viralprotein		protein	FALSE	P05549	tf
protein	NA	NA	NA	JAK3		P52333	P52333	viralmirna;viralprotein		protein	FALSE	P52333	NA
protein	NA	NA	NA	SRC		P12931	P12931	viralmirna;viralprotein		protein	FALSE	P12931	NA
protein	NA	NA	NA	WRN		Q14191	Q14191	viralprotein		protein	FALSE	Q14191	NA
protein	NA	NA	NA	CDKN1A	-0.328163269	P38936	P38936	viralmirna;viralprotein	1	protein	FALSE	P38936	NA
protein	NA	NA	NA	SIRT2		Q8IXJ6	Q8IXJ6	viralmirna;viralprotein		protein	FALSE	Q8IXJ6	NA
protein	NA	NA	NA	KAT2B		Q92831	Q92831	viralmirna;viralprotein		protein	FALSE	Q92831	NA
protein	NA	NA	NA	CSNK1A1		P48729	P48729	viralmirna;viralprotein		protein	FALSE	P48729	NA
protein	NA	NA	NA	CTBP1		Q13363	Q13363	viralmirna;viralprotein		protein	FALSE	Q13363	NA
tf	NA	NA	NA	CDX2		Q99626	Q99626	viralmirna;viralprotein		NA	FALSE	Q99626	tf
tf	NA	NA	NA	ATF3	1.433814467	P18847	P18847	viralmirna;viralprotein	2.46E-16	NA	FALSE	P18847	tf
protein	NA	NA	NA	BHLHE40	0.719277852	O14503	O14503	viralmirna;viralprotein	3.33E-17	protein	FALSE	O14503	NA
protein	NA	NA	NA	INSR		P06213	P06213	viralmirna;viralprotein		protein	FALSE	P06213	NA
protein	NA	NA	NA	CDC42	-0.488522083	P60953	P60953	viralmirna;viralprotein	4.47E-09	protein	FALSE	P60953	NA
protein	NA	NA	NA	CASP2		P42575	P42575	viralmirna;viralprotein		protein	FALSE	P42575	NA
protein	NA	NA	NA	CASP6		P55212	P55212	viralmirna;viralprotein		protein	FALSE	P55212	NA
protein	NA	NA	NA	MAPK1		P28482	P28482	viralmirna;viralprotein		protein	FALSE	P28482	NA
protein	NA	NA	NA	PRKACB		P22694	P22694	viralmirna;viralprotein		protein	FALSE	P22694	NA
protein	NA	NA	NA	ARHGEF12		Q9NZN5	Q9NZN5	viralprotein		protein	FALSE	Q9NZN5	NA
bindingprot;protein	bindingprot	NA	NA	PRKAA1		Q13131	Q13131	viralmirna;viralprotein		protein	FALSE	Q13131	NA
protein	NA	NA	NA	MTOR		P42345	P42345	viralmirna;viralprotein		protein	FALSE	P42345	NA
protein	NA	NA	NA	FZD1		Q9UP38	Q9UP38	viralmirna;viralprotein		protein	FALSE	Q9UP38	NA
protein	NA	NA	NA	CHUK		O15111	O15111	viralmirna;viralprotein		protein	FALSE	O15111	NA
protein	NA	NA	NA	PRKAB1		Q9Y478	Q9Y478	viralmirna;viralprotein		protein	FALSE	Q9Y478	NA
protein	NA	NA	NA	HMGA1		P17096	P17096	viralmirna;viralprotein		protein	FALSE	P17096	NA
protein	NA	NA	NA	NME1		P15531	P15531	viralprotein		protein	FALSE	P15531	NA
protein	NA	NA	NA	HNF1A		P20823	P20823	viralprotein		protein	FALSE	P20823	NA
protein	NA	NA	NA	MAP3K7		O43318	O43318	viralmirna;viralprotein		protein	FALSE	O43318	NA
protein	NA	NA	NA	LRP6		O75581	O75581	viralmirna;viralprotein		protein	FALSE	O75581	NA
protein	NA	NA	NA	TAF10		Q12962	Q12962	viralmirna;viralprotein		protein	FALSE	Q12962	NA
protein	NA	NA	NA	CDK4		P11802	P11802	viralmirna;viralprotein		protein	FALSE	P11802	NA
protein	NA	NA	NA	NEDD4L	0.649083633	Q96PU5	Q96PU5	viralmirna;viralprotein	7.35E-08	protein	FALSE	Q96PU5	NA
protein	NA	NA	NA	SMC3	-0.254303747	Q9UQE7	Q9UQE7	viralmirna;viralprotein	1	protein	FALSE	Q9UQE7	NA
protein	NA	NA	NA	CD8B		P10966	P10966	viralprotein		protein	FALSE	P10966	NA
protein	NA	NA	NA	PTGS2		P35354	P35354	viralmirna;viralprotein		protein	FALSE	P35354	NA
protein	NA	NA	NA	GADD45A	0.605071493	P24522	P24522	viralmirna;viralprotein	4.14E-08	protein	FALSE	P24522	NA
protein	NA	NA	NA	RAF1		P04049	P04049	viralmirna;viralprotein		protein	FALSE	P04049	NA
protein;tf	NA	NA	NA	CEBPB		P17676	P17676	viralmirna;viralprotein		protein	FALSE	P17676	tf
protein;tf	NA	NA	NA	E2F4		Q16254	Q16254	viralmirna;viralprotein		protein	FALSE	Q16254	tf
protein;tf	NA	NA	NA	ATF2		P15336	P15336	viralmirna;viralprotein		protein	FALSE	P15336	tf
protein	NA	NA	NA	KPNB1		Q14974	Q14974	viralmirna;viralprotein		protein	FALSE	Q14974	NA
