,B.cell_control,CTL_control,MC_control,MoD.Ma_control,moDC_control,NKT_control,NKT.p_control,nrMa_control,pDC_control,rMa_control,Treg_control
MSH5,3.074997144451272,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.126630897272264,2.2064952687670143,NaN
SAPCD1-AS1,NaN,NaN,4.366942706528799,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.4024735930535215
VARS,4.55086310018899,3.718671013373227,4.366942706528799,4.456088442728701,NaN,NaN,2.5916072238468786,2.5058045703610343,NaN,2.5102576607836586,NaN
LSM2,4.51473807144862,4.575023849041239,7.792052833602754,5.626361810315451,NaN,NaN,5.926825366686687,5.462037257195355,NaN,5.256604960588567,4.495685864658584
HSPA1L,NaN,4.279831104692051,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HSPA1A,7.535552241337339,9.679750734004648,8.93856409917877,11.116632748802209,NaN,8.671825305633394,8.192145794411417,9.656447609606507,7.3119599257961285,8.553687533156785,8.47568856099986
HSPA1B,7.682799518079969,8.094975295195946,5.3669427065288025,9.907041379193247,NaN,NaN,7.501151836292634,8.297254265134939,7.3119599257961285,7.5058278755865215,8.916141590032941
C6orf48,7.349579242531117,6.0959721744038236,7.896105524273638,7.965976596934125,NaN,NaN,6.0127752656577576,7.491507829211356,7.5902799519119535,8.058126981901093,6.891935493329609
NEU1,5.434433361298928,5.0595384145305475,6.66331899732968,NaN,NaN,NaN,-0.10067226176975268,5.9777171606607995,NaN,3.5910925325651575,4.781004387340258
SLC44A4,NaN,NaN,5.9618223185096655,NaN,NaN,NaN,6.027643494190392,NaN,NaN,NaN,NaN
EHMT2,4.213114042942412,4.647716656419823,5.488884201458341,NaN,NaN,NaN,-0.10067226176975268,NaN,NaN,NaN,4.314009665810145
C2,NaN,NaN,4.366942706528799,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ZBTB12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CFB,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NELFE,4.815133364671222,6.0251018188187455,6.405691908326567,5.035520039427065,NaN,NaN,6.727887584452863,4.7325726875959955,NaN,3.391434815914616,5.250830955928712
SKIV2L,4.684997041944363,3.506094340225949,NaN,NaN,NaN,NaN,5.504038250100423,2.5300098617789275,NaN,NaN,4.388235774129908
DXO,2.3211204117946287,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.3179661287349407
STK19,4.160817750009623,5.180665784874072,NaN,4.035520039427065,NaN,NaN,NaN,6.425333916607061,NaN,NaN,5.467886451066754
TNXB,NaN,3.064193292758718,4.488884201458341,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.1972691044678423
ATF6B,6.077660041623882,6.820101625775339,5.3669427065288025,4.035520039427065,NaN,NaN,2.3419983461758305,4.908623387339646,6.726997425074977,1.9042780777266748,6.850737617294126
FKBPL,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.5300098617789275,NaN,2.0941254193795196,NaN
PRRT1,NaN,NaN,6.814815939441099,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.0316216594624485
PPT2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EGFL8,NaN,NaN,5.663318997329682,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.0270868234812216
AGPAT1,NaN,4.89305048481835,NaN,4.456088442728701,NaN,NaN,6.349816470068862,4.381066760508392,NaN,NaN,4.067913512278808
RNF5,3.935881431085396,5.055497466060782,6.1924475858692745,5.620482540148219,NaN,NaN,5.735468708608613,4.3312263977192424,5.726997425074969,5.287478791914709,3.9562980554783227
AGER,4.115962509938574,4.390964948591912,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.094125419379523,3.839389547041947
PBX2,5.821265287514794,5.5580042812714465,NaN,5.914013734649759,NaN,NaN,2.121003210239777,5.06214580319572,5.726997425074969,5.143915859007716,5.578926593839122
GPSM3,7.801696790745448,6.949092333210444,6.429201434433088,6.247512474177253,NaN,NaN,-0.10067226176975268,8.347606475286515,NaN,7.732375332744786,7.238465916028331
NOTCH4,2.9705485277544845,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
XXbac-BPG154L12.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HLA-DRA,12.26101423008205,4.944386444663163,4.488884201458341,13.83181391112898,13.868173488035666,NaN,7.063824045538798,12.503781249530864,10.022598905840175,13.517791726549943,4.704210251871456
HLA-DRB5,9.671198295700204,5.45335978816807,5.429201434433086,10.563979424155661,NaN,NaN,5.089193670443945,9.287073286347818,5.726997425074969,10.474245011343084,NaN
HLA-DRB1,10.747837247218332,5.878474452830419,6.78723463550228,12.235843183937954,13.453135988756816,NaN,7.351950502875575,11.641513600450232,8.048925519962332,11.98592269134428,5.628842482912114
HLA-DQA1,10.697985945593556,4.284411485739963,NaN,11.776897957157724,10.868173488035662,NaN,-0.10067226176975268,9.38631665773292,8.776051502872265,11.176477062140433,NaN
HLA-DQB1,11.092586323292526,NaN,NaN,11.98590055649802,NaN,NaN,5.0222880970376265,9.705292898550864,9.138199309448197,11.766461894695267,3.9237614901633915
HLA-DQA2,6.154914995647457,NaN,NaN,6.94571991129901,NaN,NaN,NaN,4.062851188516819,5.726997425074969,7.097994600585699,NaN
HLA-DQB2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.255966884233409,NaN
HLA-DOB,5.966254856592106,NaN,NaN,NaN,NaN,NaN,NaN,1.8865181883764353,NaN,NaN,NaN
TAP2.1,5.799336684131795,5.80188574025771,4.366942706528799,NaN,NaN,NaN,-0.10067226176975268,5.184098308788021,NaN,3.996307587973457,5.542073543510691
PSMB8,6.596780079988072,7.129399095236391,5.663318997329682,4.456088442728701,NaN,8.671825305633394,8.435414326545548,7.410106771658096,5.726997425074969,8.351273032607878,6.496120331454616
TAPSAR1,5.853171426983525,5.753279735042576,6.930643588235434,NaN,NaN,NaN,NaN,NaN,NaN,6.046350430466016,7.312649313306447
PSMB9,8.45329575941309,7.097022015025092,6.522728167832974,NaN,NaN,NaN,7.7661283443755895,6.5673453792844825,NaN,7.298458695173996,7.827022120823471
TAP1,6.621870057178806,6.7155918923052855,NaN,NaN,NaN,NaN,5.392748181281971,4.894548661218102,5.726997425074969,4.971989625180501,5.57468424993547
HLA-DMB,8.87087664731146,5.291110154206434,NaN,8.408883702311863,NaN,NaN,NaN,7.644172592349222,8.776051502872265,7.590417768536895,NaN
HLA-DMA,8.520016014703442,4.398162140112589,NaN,8.816936180631755,NaN,NaN,1.799148802812601,8.355878955949777,7.3119599257961285,8.795983020089428,NaN
BRD2,7.420426874100679,7.525410178588623,7.248281498050836,6.138074758054202,NaN,NaN,5.266474825126123,6.745841258264448,7.5902799519119535,3.68771735097522,6.792567412390337
HLA-DOA,6.753767673528909,NaN,NaN,NaN,NaN,NaN,NaN,3.811488839647821,NaN,4.477666296325572,NaN
HLA-DPA1,11.043924070145971,6.980758431735693,5.488884201458341,12.287210964077646,12.453135988756822,8.671825305633394,1.3491104739863211,11.212714075005751,9.186429043712268,12.515007003968938,6.232472660965322
HLA-DPB1,10.79017351628724,7.167158779864865,NaN,12.010418246649595,13.675528410093268,NaN,2.048740466838966,10.938519699891284,8.222269295255414,12.942752949386668,5.617222810849147
COL11A2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RXRB,1.8892893221366074,3.574860178698299,NaN,NaN,NaN,NaN,-0.10067226176975268,3.711352062312065,NaN,2.7549650614260583,3.0270868234812216
SLC39A7,2.7006326526222972,5.313303849805978,NaN,NaN,NaN,NaN,4.1964596495056545,3.3787588636167634,5.726997425074969,NaN,4.463414469727544
HSD17B8,NaN,3.4611638922585297,NaN,NaN,NaN,8.671825305633394,3.2357282113796826,2.5119402963693727,NaN,NaN,4.576416286177313
RING1,2.3211204117946287,2.11303631986121,5.663318997329682,4.408129129936669,NaN,NaN,5.206495850488063,4.0265416666018155,NaN,0.9664325159347108,4.44355555074334
HCG25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
VPS52,NaN,6.202052898160166,NaN,NaN,NaN,NaN,4.78448291973573,1.296619295854298,5.726997425074969,1.9042780777266748,3.0423973691573734
RPS18,12.86848578347046,11.79127008804392,12.177787596937504,12.603539986053056,12.868173488035664,13.70604612560675,13.188499091348387,11.4173856380647,11.183640517332735,13.035619167809205,11.983723414121227
B3GALT4,4.765697004901207,3.949608437493943,6.156092635306795,NaN,NaN,NaN,4.598601042324505,3.7890809789108655,NaN,2.2895450895757077,4.884452098987862
WDR46,4.026131536176864,5.568834130889607,4.366942706528799,NaN,NaN,NaN,4.675245070764661,4.028535749641086,NaN,4.927111256452462,2.2060957962347967
PFDN6,4.79005322061114,4.989955518394685,6.374386923623364,NaN,NaN,9.671825305633394,6.222689003871082,4.6626389802897625,NaN,0.9664325159347108,5.520728404582184
RGL2,4.0506360869738165,2.5281570363431385,NaN,NaN,NaN,NaN,6.7112067611457,4.171956329408977,5.726997425074969,1.9042780777266748,2.771273644941502
TAPBP,8.54321938182684,8.561674261108532,7.096497330767897,7.301106836367926,NaN,NaN,6.6179634266685925,7.36664918155567,7.3119599257961285,8.090398535864633,7.742021902187825
ZBTB22,NaN,2.831563344901454,5.488884201458341,NaN,NaN,NaN,4.402839767054318,5.641316092077775,NaN,NaN,3.1797760976958735
DAXX,5.423301500461981,6.411123453351636,4.366942706528799,5.432308065261825,NaN,NaN,2.969032867241683,3.2648453981766696,7.940607694894714,4.3969715689278495,6.331197799368428
KIFC1,NaN,2.6330763510214825,NaN,NaN,NaN,NaN,6.217427942790028,NaN,NaN,NaN,NaN
PHF1,6.172378382463478,6.370490929121715,7.3030061131353765,NaN,NaN,8.671825305633394,5.506164743492847,5.802431584521161,5.726997425074969,2.543887772619839,6.932489251644376
CUTA,7.198094997186378,6.670044838774779,6.719952976685066,6.845397583046095,NaN,NaN,7.2177686485337365,7.603211186073896,7.5902799519119535,6.796005817199564,6.858644507490449
SYNGAP1,2.7006326526222972,3.0733932587486836,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.458822208711306
ZBTB9,NaN,2.193898706146722,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.9369389075624266
BAK1,4.536129478097508,4.6409605176026805,NaN,5.233820654252601,NaN,NaN,4.565643977243634,3.549931592570898,NaN,3.706700151308533,4.07778518795825
ITPR3,5.587740830002758,5.132669019045436,NaN,NaN,NaN,NaN,6.228949404014013,NaN,NaN,NaN,5.573948959987966
UQCC2,5.5020786053445585,4.239351504499519,NaN,4.456088442728701,10.868173488035662,NaN,7.408412725651214,5.866846511349268,NaN,2.2064952687670143,5.9941648303631565
LEMD2,4.159140835257129,5.504485354666956,NaN,4.456088442728701,NaN,NaN,NaN,1.8865181883764353,7.126630897272264,NaN,3.785683456709383
GRM4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HMGA1,6.392867516479572,5.977732372685792,NaN,7.643635312792981,NaN,NaN,7.893921123782825,7.013692515973261,7.126630897272264,5.930858221867035,4.885418661415637
C6orf1,3.7946549208230365,5.022155292518464,7.5649368173504286,NaN,NaN,NaN,4.540593563168638,2.9430384502504405,NaN,2.853814023303728,6.001279528189306
RP11-513I15.6,4.663553771398039,2.831563344901454,NaN,4.035520039427065,NaN,NaN,NaN,1.296619295854298,NaN,1.094125419379523,2.2060957962347967
NUDT3,5.73283890599636,5.789239539689158,5.488884201458341,6.692460862681712,NaN,NaN,5.546645324843767,6.784056345330917,NaN,6.735692588719311,6.707823802417105
RPS10-NUDT3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RPS10,9.574638035157488,8.75758839034563,8.471070649248336,9.22092143340642,10.868173488035662,11.463161242396216,9.21794400940289,8.598483220000334,7.940607694894714,10.82993951595179,9.214324798507516
PACSIN1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.940607694894714,NaN,NaN
SPDEF,NaN,NaN,NaN,NaN,NaN,NaN,6.294186379984371,NaN,NaN,NaN,NaN
C6orf106,5.629850527696468,6.0439416299466355,NaN,4.035520039427065,NaN,NaN,3.131377098680898,5.567212532825329,NaN,2.595227174930521,6.483771953243854
RP11-140K17.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.9042780777266748,2.3179661287349407
SNRPC,6.473480479674052,6.308715941686466,5.993708106090753,5.432308065261825,NaN,NaN,8.28013728782112,6.412632477940642,NaN,6.046106971401004,5.814058177213154
UHRF1BP1,2.837325900515159,4.121053133502652,5.3669427065288025,4.408129129936669,NaN,NaN,NaN,2.9511723469247038,NaN,2.853814023303728,4.625585714775695
TAF11,4.665994089880058,5.3864084303348,4.366942706528799,4.456088442728701,NaN,NaN,2.349110473986324,4.253243402833913,5.726997425074969,1.094125419379523,6.008697081815514
ANKS1A,3.074997144451272,NaN,NaN,NaN,NaN,NaN,2.121003210239777,2.641024420040411,7.126630897272264,NaN,3.639264912798419
SCUBE3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RP3-329A5.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.2060957962347967
ZNF76,2.7006326526222972,5.14289322899686,NaN,NaN,NaN,NaN,2.349110473986324,2.5300098617789275,NaN,NaN,4.619636053887849
DEF6,6.804011824149867,7.198578378708419,4.366942706528799,4.035520039427065,NaN,NaN,2.121003210239777,3.5179579795061304,7.940607694894714,6.130726865013165,7.157803686591393
PPARD,3.196012545412639,NaN,NaN,5.4081291299366665,NaN,NaN,3.826662735228031,5.251542796319392,NaN,4.227710210143656,2.2060957962347967
FANCE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.296619295854298,NaN,NaN,NaN
RPL10A,10.777689319711252,9.668947265484944,10.406289526550232,10.529299066573245,12.453135988756822,12.071491779412375,10.975908564668966,9.876131511964193,8.896922426517282,11.176746461667403,9.96056901004757
TEAD3,NaN,NaN,NaN,NaN,NaN,NaN,6.556125151176941,NaN,NaN,NaN,NaN
FKBP5,2.2986159586599104,5.801280237120546,NaN,6.749432682719753,NaN,NaN,-0.10067226176975268,5.716541372093966,5.726997425074969,4.162943523898459,7.05196618652657
LHFPL5,NaN,NaN,NaN,NaN,NaN,NaN,1.3491104739863211,NaN,NaN,NaN,NaN
SRPK1,4.91430886296162,5.391442491465718,6.156092635306795,5.626361810315451,NaN,8.916153516937488,7.246952131709052,3.6012803366130797,NaN,2.5102576607836586,6.163778170628125
SLC26A8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MAPK14,5.544347415170291,6.269312166181292,NaN,NaN,NaN,NaN,2.141676924552575,4.324322558622034,NaN,4.328755088151503,5.894929811405801
MAPK13,NaN,2.1781428701787604,NaN,NaN,NaN,NaN,4.84812540726577,NaN,NaN,NaN,2.458822208711306
RP1-179N16.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
BRPF3,NaN,3.0733932587486836,NaN,NaN,NaN,NaN,2.4012376757942535,NaN,NaN,NaN,2.3728788108652283
PNPLA1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.314043709601911,NaN,NaN,NaN
ETV7,NaN,NaN,NaN,NaN,NaN,NaN,-0.10067226176975268,NaN,NaN,NaN,NaN
PXT1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
KCTD20,4.146541270731055,5.824247175844479,4.366942706528799,4.408129129936669,NaN,NaN,4.211175616296518,6.903731576758546,NaN,NaN,3.9237614901633915
STK38,2.221986600214439,5.981846232872667,NaN,NaN,NaN,NaN,1.3491104739863211,6.373695823764581,NaN,2.715790029976403,5.972558759347775
SRSF3,7.009185597743694,8.113966342187508,6.97785330114854,8.620201151898852,NaN,8.916153516937488,7.19226959165285,8.211383280105427,9.660257592433632,7.930912733808387,8.202407947920015
CDKN1A,6.257694344134111,NaN,NaN,7.798212907579173,NaN,NaN,6.231220825775137,8.68580872704423,NaN,7.676307219590038,4.060870804062012
CPNE5,5.809921306716213,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PPIL1,3.6114766632511826,3.4856452151686894,NaN,NaN,NaN,NaN,4.998784918679501,1.296619295854298,NaN,2.9356899894851036,3.0423973691573734
C6orf89,5.827891303109642,6.7157827051336625,6.1924475858692745,NaN,NaN,NaN,3.7128899182665847,6.115131073209723,NaN,NaN,6.645007779305222
PI16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MTCH1,6.465634366940851,7.290511996805661,5.429201434433086,5.035520039427065,NaN,NaN,4.829461281847719,8.115367474212938,NaN,4.278529323728351,6.606968659790992
FGD2,7.418213250806486,NaN,NaN,NaN,NaN,NaN,NaN,5.413328593466436,NaN,5.067601679603723,NaN
COX6A1P2,NaN,3.169329575877822,5.9618223185096655,NaN,NaN,NaN,5.296508932627589,1.0579832751281777,NaN,4.977436178702705,NaN
PIM1,NaN,6.487937657965226,5.3669427065288025,5.035520039427065,NaN,8.671825305633394,5.267306110255522,4.624118475819641,NaN,4.2850942231695415,6.436440371343883
TMEM217,NaN,NaN,NaN,4.408129129936669,NaN,NaN,NaN,1.9188512900057564,NaN,NaN,NaN
TBC1D22B,NaN,2.6330763510214825,NaN,NaN,NaN,NaN,2.048740466838966,1.0046442892385439,NaN,1.094125419379523,NaN
RNF8,5.221653051877236,5.531784332800531,4.488884201458341,NaN,NaN,NaN,NaN,NaN,NaN,0.9664325159347108,4.999026779328832
CMTR1,4.133254186865997,5.195018580337805,NaN,NaN,NaN,NaN,2.837490832060897,NaN,5.726997425074969,NaN,NaN
CCDC167,3.8995036866297426,4.651087759005799,NaN,NaN,NaN,NaN,0.8993277382302456,2.9430384502504405,NaN,2.5513950166558668,5.494553776592288
MDGA1,NaN,3.4700891220380123,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ZFAND3,NaN,4.417834713743398,4.488884201458341,5.261075573280103,NaN,NaN,NaN,6.009100215792072,NaN,6.422994063142616,5.7936592495341355
BTBD9,3.7322406093213214,3.4306529642985804,NaN,4.035520039427065,NaN,NaN,NaN,NaN,NaN,0.9664325159347108,4.758926945700509
GLO1,2.221986600214439,6.318434565115686,6.374386923623364,4.035520039427065,NaN,NaN,2.4012376757942535,3.162260347074817,7.3119599257961285,5.001792471779074,5.595218433475274
DNAH8,4.241230843297902,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SAYSD1,5.248149711179094,3.1690399580580557,NaN,NaN,NaN,NaN,5.452483047366059,3.828019603944392,NaN,3.706700151308533,4.047195694504501
KCNK5,NaN,2.11303631986121,NaN,NaN,NaN,NaN,-0.10067226176975268,NaN,NaN,NaN,NaN
KIF6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MOCS1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TDRG1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
UNC5CL,NaN,NaN,4.488884201458341,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.1786326443262816
OARD1,6.0190723131523844,6.403632960046135,5.429201434433086,4.035520039427065,NaN,NaN,5.291099461873808,3.5300098617789275,5.726997425074969,NaN,6.111123612914987
NFYA,4.521821488343221,4.629139066532281,4.366942706528799,NaN,NaN,NaN,5.591842108806333,3.5642866202190224,NaN,NaN,5.430176312859155
TREM2,NaN,NaN,NaN,NaN,10.868173488035662,NaN,NaN,6.002010691771008,NaN,NaN,NaN
TREML2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TREML4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TREM1,NaN,NaN,NaN,5.9930916306578235,NaN,NaN,NaN,6.6997710475327965,NaN,3.1097340879457995,NaN
RP11-328M4.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
FOXP4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.500747348829125,NaN,NaN,3.417501802285859
MDFI,NaN,NaN,NaN,NaN,NaN,NaN,-0.10067226176975268,NaN,NaN,NaN,NaN
TFEB,6.392672766873577,NaN,NaN,NaN,NaN,NaN,NaN,3.9524851658547115,NaN,2.5102576607836586,NaN
FRS3,3.4830973137244876,2.604366817872874,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PRICKLE4,NaN,2.956795501434832,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.482036138135415
USP49,NaN,2.4611638922585346,NaN,4.408129129936669,NaN,NaN,NaN,2.5300098617789275,NaN,NaN,NaN
RP5-973N23.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MED20,3.49915716462059,NaN,5.9618223185096655,NaN,NaN,NaN,NaN,1.0579832751281777,NaN,6.781503990242705,NaN
BYSL,NaN,2.5391840584921623,NaN,NaN,NaN,NaN,4.515149200513378,2.569581973067152,NaN,NaN,NaN
CCND3,3.6114766632511826,6.721304524331426,5.663318997329682,NaN,NaN,NaN,-0.10067226176975268,5.029674209127372,5.726997425074969,5.13361013731532,6.6643345351232
TAF8,5.716245231131392,5.2373470786066445,NaN,NaN,NaN,NaN,4.686200586452869,3.9518951032121046,NaN,3.50053807310802,5.746810857424814
RP11-7K24.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
C6orf132,NaN,2.116035167379691,NaN,NaN,NaN,NaN,5.44247506535444,5.95026887437192,NaN,NaN,2.2060957962347967
GUCA1B,NaN,2.6117553466077,NaN,NaN,NaN,NaN,-0.10067226176975268,NaN,NaN,NaN,NaN
MRPS10,5.620385340699762,5.466207571418603,6.398407887160275,4.035520039427065,NaN,NaN,2.048740466838966,5.234784440886502,NaN,2.969390795761715,5.409046193596545
TRERF1,3.6170943699348017,5.560020922163642,NaN,NaN,NaN,NaN,NaN,2.031560272719405,NaN,NaN,5.339617166969862
UBR2,6.233127915527553,7.289480015117075,6.551004028276354,5.626361810315451,NaN,NaN,6.104311951918177,5.681492828507726,NaN,2.2064952687670143,7.2780636056226875
TBCC,4.77858411420115,5.194811599013351,5.663318997329682,NaN,NaN,NaN,-0.10067226176975268,6.035902440884873,NaN,2.0941254193795196,5.228298368847726
GLTSCR1L,NaN,5.006725547321069,NaN,NaN,NaN,NaN,NaN,4.194669628982988,NaN,NaN,5.158164427877384
RPL7L1,6.352040315522195,5.742973642358595,5.663318997329682,5.896739750858078,NaN,NaN,5.423800490264882,5.520185982177417,NaN,4.5685884519263436,6.053414657297215
C6orf226,4.868090370765005,3.825678692366089,6.405691908326567,4.035520039427065,NaN,NaN,2.141676924552575,3.807775313619278,NaN,0.9664325159347108,2.3728788108652283
PTCRA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CNPY3,6.183172789812016,5.320409929130482,6.998533561276822,4.456088442728701,NaN,NaN,2.969032867241683,6.973738844657751,8.222269295255414,6.930288292498822,4.8171200896352655
RP3-475N16.1,NaN,2.831563344901454,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
GNMT,NaN,NaN,NaN,NaN,NaN,NaN,2.048740466838966,NaN,NaN,NaN,NaN
PEX6,NaN,5.185407814942359,NaN,NaN,NaN,NaN,-0.10067226176975268,NaN,NaN,NaN,3.1192909686975256
PPP2R5D,NaN,4.077996800738607,NaN,NaN,NaN,NaN,NaN,3.2310471075933997,NaN,NaN,5.238023591629559
MEA1,5.7829296217233415,4.059273687067501,NaN,4.456088442728701,NaN,NaN,6.111535461863153,4.061630398422449,5.726997425074969,7.030052769732446,5.601099317094726
KLHDC3,2.9269311232612716,3.4774620935212623,5.663318997329682,NaN,NaN,8.671825305633394,4.822332310645613,3.1426434165113784,NaN,5.515096705666633,4.240892075661001
RRP36,4.418150274889485,5.051930461523048,5.663318997329682,NaN,NaN,NaN,6.269824981526475,6.328940482211379,7.126630897272264,4.640704017674075,3.829983434556687
RP1-20C7.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CUL7,2.2986159586599104,NaN,NaN,NaN,NaN,NaN,-0.10067226176975268,3.392943318319409,NaN,NaN,NaN
KLC4,NaN,4.323639087568183,NaN,NaN,NaN,NaN,NaN,2.5300098617789275,NaN,NaN,2.3728788108652283
MRPL2,NaN,2.604366817872874,NaN,NaN,NaN,NaN,5.702102954845114,3.3022055683339753,NaN,4.555431413919928,4.332955598303808
PTK7,NaN,3.8975891701836054,NaN,NaN,NaN,NaN,4.212459366470275,NaN,NaN,NaN,NaN
SRF,5.201858539856164,2.604366817872874,NaN,NaN,NaN,NaN,-0.10067226176975268,6.402094248341385,NaN,4.158171761489455,5.047689235951365
CUL9,3.8828240682517587,3.64260384334701,NaN,NaN,NaN,NaN,4.507927374248317,3.6532964347863475,NaN,NaN,5.648785570955304
RP3-330M21.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
DNPH1,4.905128387979993,3.3613345886105748,NaN,NaN,NaN,NaN,6.249311087116731,5.582790152622453,NaN,6.181273220019769,3.1924295678855277
CRIP3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ZNF318,NaN,2.914412182941062,NaN,NaN,NaN,NaN,2.7860763258915715,3.4931164037366047,NaN,2.2064952687670143,4.728368719276561
ABCC10,NaN,3.8454143319204306,NaN,NaN,NaN,NaN,NaN,1.296619295854298,NaN,NaN,5.012127388696955
DLK2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TJAP1,3.8622353926200814,2.604366817872874,NaN,NaN,NaN,NaN,5.560858461176953,2.5300098617789275,NaN,0.9664325159347108,4.7694243039615385
LRRC73,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
POLR1C,5.198830277356758,4.647155598774331,5.9618223185096655,NaN,NaN,NaN,5.758633268892551,NaN,NaN,2.031691268725242,4.989023241980678
YIPF3,5.574510839217863,4.599322140333002,4.488884201458341,5.914013734649759,NaN,NaN,5.669116569902707,4.708437593944187,NaN,4.031364411894811,4.8616577097556215
RP3-337H4.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
XPO5,3.0183518951907216,5.8050683766495315,5.663318997329682,NaN,NaN,NaN,4.609675696913671,2.569581973067152,NaN,2.2064952687670143,4.106764537500881
POLH,2.4272306015907907,5.982344164198656,5.429201434433086,NaN,NaN,NaN,2.740926691843334,NaN,NaN,NaN,3.477182456634308
RP3-337H4.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
GTPBP2,3.0312084970509696,4.987236697245958,NaN,NaN,NaN,NaN,-0.10067226176975268,3.366574142330341,NaN,NaN,4.112125577022192
MAD2L1BP,3.4398183257938975,2.4611638922585346,NaN,NaN,NaN,NaN,1.799148802812601,NaN,NaN,1.966432515934711,5.212316980948133
RSPH9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.487556662247448,NaN,NaN,2.3728788108652283
MRPS18A,4.329906244000011,3.715569053916797,5.663318997329682,NaN,NaN,NaN,2.837490832060897,NaN,NaN,3.5183524199054044,3.2060957962347967
VEGFA,NaN,3.064193292758718,NaN,8.457006918260946,NaN,NaN,5.452741350007364,7.48600729386888,NaN,3.866157991627275,NaN
